household_id,region_id,size,home_type,area_type
H0092142,R029,8,Own,Urban
H0092143,R027,8,Rent,Rural
H0092144,R026,7,Rent,Urban
H0092145,R042,1,Own,Suburban
H0092146,R042,2,Own,Suburban
H0092147,R012,7,Rent,Suburban
H0092148,R021,8,Rent,Urban
H0092149,R032,8,Own,Urban
H0092150,R026,5,Rent,Rural
H0092151,R012,7,Own,Urban
H0092152,R047,2,Rent,Suburban
H0092153,R050,3,Own,Urban
H0092154,R048,1,Rent,Suburban
H0092155,R016,1,Rent,Urban
H0092156,R016,1,Own,Rural
H0092157,R023,4,Rent,Urban
H0092158,R022,5,Rent,Urban
H0092159,R011,8,Own,Urban
H0092160,R001,3,Rent,Urban
H0092161,R016,5,Own,Urban
H0092162,R018,2,Own,Rural
H0092163,R030,7,Own,Urban
H0092164,R033,6,Own,Urban
H0092165,R019,7,Own,Suburban
H0092166,R005,4,Own,Urban
H0092167,R037,3,Rent,Urban
H0092168,R002,7,Rent,Urban
H0092169,R045,4,Rent,Suburban
H0092170,R045,1,Rent,Urban
H0092171,R031,5,Own,Suburban
H0092172,R024,5,Rent,Suburban
H0092173,R010,2,Own,Suburban
H0092174,R033,6,Rent,Suburban
H0092175,R003,4,Own,Urban
H0092176,R007,2,Rent,Suburban
H0092177,R009,6,Own,Rural
H0092178,R036,8,Own,Suburban
H0092179,R015,2,Rent,Rural
H0092180,R020,1,Own,Suburban
H0092181,R047,1,Own,Rural
H0092182,R040,5,Rent,Urban
H0092183,R019,1,Own,Urban
H0092184,R035,8,Own,Rural
H0092185,R039,6,Rent,Urban
H0092186,R013,6,Own,Urban
H0092187,R015,1,Rent,Rural
H0092188,R032,6,Own,Suburban
H0092189,R014,2,Rent,Suburban
H0092190,R011,8,Rent,Urban
H0092191,R010,8,Own,Rural
H0092192,R047,8,Own,Rural
H0092193,R013,4,Rent,Urban
H0092194,R048,5,Own,Rural
H0092195,R038,2,Own,Rural
H0092196,R049,7,Rent,Suburban
H0092197,R014,1,Own,Rural
H0092198,R010,1,Rent,Urban
H0092199,R042,8,Own,Rural
H0092200,R027,5,Rent,Suburban
H0092201,R018,6,Rent,Suburban
H0092202,R029,7,Own,Urban
H0092203,R019,7,Own,Rural
H0092204,R004,1,Rent,Rural
H0092205,R036,6,Own,Suburban
H0092206,R030,6,Own,Suburban
H0092207,R034,3,Own,Urban
H0092208,R001,8,Own,Rural
H0092209,R029,2,Rent,Urban
H0092210,R015,5,Own,Rural
H0092211,R042,8,Own,Suburban
H0092212,R010,5,Rent,Urban
H0092213,R015,2,Rent,Rural
H0092214,R021,4,Own,Suburban
H0092215,R003,6,Rent,Rural
H0092216,R031,7,Rent,Rural
H0092217,R033,6,Rent,Urban
H0092218,R039,4,Own,Rural
H0092219,R046,7,Own,Rural
H0092220,R038,4,Own,Rural
H0092221,R002,1,Rent,Rural
H0092222,R021,8,Own,Urban
H0092223,R007,6,Own,Urban
H0092224,R010,8,Rent,Suburban
H0092225,R038,4,Rent,Rural
H0092226,R028,2,Own,Rural
H0092227,R021,5,Rent,Suburban
H0092228,R034,4,Rent,Urban
H0092229,R023,3,Rent,Rural
H0092230,R026,7,Rent,Rural
H0092231,R048,1,Own,Urban
H0092232,R028,5,Rent,Suburban
H0092233,R004,4,Own,Suburban
H0092234,R033,2,Own,Urban
H0092235,R034,2,Rent,Rural
H0092236,R009,7,Rent,Suburban
H0092237,R048,2,Rent,Urban
H0092238,R026,3,Own,Rural
H0092239,R013,3,Rent,Urban
H0092240,R022,8,Rent,Rural
H0092241,R034,7,Own,Rural
H0092242,R038,8,Rent,Urban
H0092243,R027,2,Own,Urban
H0092244,R037,6,Rent,Rural
H0092245,R016,6,Own,Rural
H0092246,R031,4,Own,Suburban
H0092247,R014,3,Own,Suburban
H0092248,R004,7,Own,Rural
H0092249,R001,4,Own,Suburban
H0092250,R033,2,Own,Suburban
H0092251,R047,7,Rent,Suburban
H0092252,R041,4,Own,Urban
H0092253,R002,3,Own,Rural
H0092254,R035,6,Own,Rural
H0092255,R003,3,Rent,Suburban
H0092256,R005,3,Own,Rural
H0092257,R023,6,Own,Urban
H0092258,R048,4,Own,Suburban
H0092259,R028,7,Rent,Suburban
H0092260,R013,3,Own,Suburban
H0092261,R006,6,Own,Suburban
H0092262,R043,6,Own,Suburban
H0092263,R011,3,Rent,Rural
H0092264,R043,2,Rent,Urban
H0092265,R030,2,Rent,Urban
H0092266,R013,5,Own,Rural
H0092267,R017,4,Rent,Urban
H0092268,R002,2,Rent,Suburban
H0092269,R017,4,Own,Suburban
H0092270,R009,8,Own,Rural
H0092271,R004,8,Rent,Rural
H0092272,R034,2,Rent,Suburban
H0092273,R020,2,Rent,Suburban
H0092274,R005,4,Rent,Urban
H0092275,R047,7,Rent,Rural
H0092276,R018,6,Rent,Suburban
H0092277,R031,1,Own,Suburban
H0092278,R015,4,Rent,Rural
H0092279,R038,3,Rent,Suburban
H0092280,R002,1,Rent,Suburban
H0092281,R038,2,Own,Rural
H0092282,R017,8,Rent,Suburban
H0092283,R036,2,Rent,Suburban
H0092284,R003,2,Rent,Rural
H0092285,R007,5,Own,Suburban
H0092286,R050,4,Rent,Urban
H0092287,R021,1,Rent,Suburban
H0092288,R046,1,Own,Suburban
H0092289,R007,7,Rent,Suburban
H0092290,R022,8,Rent,Suburban
H0092291,R024,3,Own,Urban
H0092292,R004,6,Rent,Urban
H0092293,R008,3,Rent,Urban
H0092294,R026,5,Rent,Suburban
H0092295,R049,6,Own,Urban
H0092296,R034,2,Own,Rural
H0092297,R004,8,Rent,Suburban
H0092298,R045,5,Rent,Urban
H0092299,R006,2,Own,Rural
H0092300,R022,1,Own,Urban
H0092301,R022,1,Rent,Rural
H0092302,R009,1,Own,Rural
H0092303,R021,8,Own,Urban
H0092304,R008,6,Own,Urban
H0092305,R001,5,Own,Rural
H0092306,R005,2,Own,Urban
H0092307,R041,4,Rent,Urban
H0092308,R004,3,Rent,Urban
H0092309,R013,1,Own,Suburban
H0092310,R007,6,Own,Suburban
H0092311,R025,4,Rent,Rural
H0092312,R010,6,Rent,Urban
H0092313,R027,7,Own,Suburban
H0092314,R005,8,Rent,Rural
H0092315,R006,2,Rent,Urban
H0092316,R043,7,Own,Urban
H0092317,R044,2,Own,Urban
H0092318,R041,6,Own,Suburban
H0092319,R041,4,Rent,Urban
H0092320,R003,3,Own,Suburban
H0092321,R025,2,Rent,Rural
H0092322,R018,8,Own,Rural
H0092323,R035,4,Own,Suburban
H0092324,R040,3,Rent,Suburban
H0092325,R017,4,Rent,Urban
H0092326,R047,1,Own,Rural
H0092327,R047,1,Rent,Suburban
H0092328,R013,6,Own,Rural
H0092329,R032,5,Own,Urban
H0092330,R045,8,Rent,Urban
H0092331,R028,7,Rent,Urban
H0092332,R025,8,Rent,Rural
H0092333,R035,7,Own,Urban
H0092334,R012,4,Rent,Suburban
H0092335,R021,5,Rent,Suburban
H0092336,R050,4,Rent,Rural
H0092337,R008,8,Own,Urban
H0092338,R050,8,Own,Rural
H0092339,R008,5,Own,Urban
H0092340,R009,6,Rent,Rural
H0092341,R005,4,Own,Suburban
H0092342,R029,2,Own,Urban
H0092343,R016,6,Rent,Suburban
H0092344,R032,4,Rent,Suburban
H0092345,R033,7,Rent,Rural
H0092346,R009,8,Own,Suburban
H0092347,R029,5,Rent,Urban
H0092348,R038,4,Own,Suburban
H0092349,R038,6,Rent,Urban
H0092350,R021,3,Own,Suburban
H0092351,R048,7,Rent,Urban
H0092352,R012,1,Own,Suburban
H0092353,R035,6,Own,Urban
H0092354,R006,7,Rent,Urban
H0092355,R046,3,Own,Suburban
H0092356,R003,3,Rent,Urban
H0092357,R026,5,Own,Rural
H0092358,R021,2,Rent,Suburban
H0092359,R003,7,Own,Rural
H0092360,R035,7,Rent,Rural
H0092361,R034,3,Rent,Urban
H0092362,R048,1,Own,Urban
H0092363,R023,4,Own,Suburban
H0092364,R011,2,Own,Rural
H0092365,R016,5,Own,Suburban
H0092366,R040,1,Own,Suburban
H0092367,R036,7,Rent,Suburban
H0092368,R010,5,Rent,Suburban
H0092369,R042,4,Rent,Rural
H0092370,R041,8,Rent,Suburban
H0092371,R044,6,Own,Urban
H0092372,R022,8,Own,Rural
H0092373,R012,5,Rent,Urban
H0092374,R010,8,Rent,Urban
H0092375,R046,5,Own,Urban
H0092376,R034,5,Rent,Suburban
H0092377,R024,2,Rent,Urban
H0092378,R038,2,Rent,Suburban
H0092379,R048,8,Rent,Urban
H0092380,R005,2,Own,Urban
H0092381,R046,3,Rent,Suburban
H0092382,R014,6,Rent,Suburban
H0092383,R014,3,Rent,Suburban
H0092384,R031,8,Own,Urban
H0092385,R024,3,Rent,Rural
H0092386,R032,1,Rent,Rural
H0092387,R045,3,Rent,Rural
H0092388,R038,3,Rent,Suburban
H0092389,R028,1,Own,Suburban
H0092390,R018,7,Own,Rural
H0092391,R044,1,Own,Suburban
H0092392,R025,6,Own,Urban
H0092393,R001,2,Rent,Suburban
H0092394,R015,8,Rent,Suburban
H0092395,R015,5,Rent,Urban
H0092396,R015,4,Own,Rural
H0092397,R024,3,Own,Rural
H0092398,R034,8,Own,Rural
H0092399,R042,7,Rent,Suburban
H0092400,R021,7,Rent,Rural
H0092401,R044,8,Own,Urban
H0092402,R041,4,Own,Urban
H0092403,R019,4,Own,Suburban
H0092404,R007,3,Rent,Urban
H0092405,R030,2,Own,Rural
H0092406,R006,7,Own,Rural
H0092407,R027,4,Own,Suburban
H0092408,R044,6,Own,Suburban
H0092409,R034,3,Own,Rural
H0092410,R009,6,Own,Rural
H0092411,R007,4,Rent,Suburban
H0092412,R049,4,Own,Urban
H0092413,R043,3,Rent,Suburban
H0092414,R001,4,Own,Urban
H0092415,R013,3,Rent,Rural
H0092416,R038,2,Rent,Rural
H0092417,R010,8,Rent,Suburban
H0092418,R050,2,Own,Rural
H0092419,R050,1,Rent,Suburban
H0092420,R011,2,Own,Rural
H0092421,R017,3,Rent,Urban
H0092422,R049,7,Rent,Urban
H0092423,R009,7,Own,Urban
H0092424,R024,4,Own,Rural
H0092425,R009,5,Own,Rural
H0092426,R049,1,Rent,Urban
H0092427,R013,6,Own,Suburban
H0092428,R039,8,Rent,Suburban
H0092429,R013,3,Own,Urban
H0092430,R030,4,Rent,Suburban
H0092431,R019,7,Rent,Suburban
H0092432,R022,7,Rent,Urban
H0092433,R037,7,Own,Rural
H0092434,R011,7,Own,Suburban
H0092435,R003,7,Rent,Urban
H0092436,R034,7,Rent,Rural
H0092437,R047,4,Own,Suburban
H0092438,R005,4,Own,Urban
H0092439,R014,3,Rent,Urban
H0092440,R004,7,Rent,Suburban
H0092441,R013,5,Own,Rural
H0092442,R008,7,Rent,Rural
H0092443,R038,4,Rent,Urban
H0092444,R028,4,Rent,Urban
H0092445,R041,6,Own,Urban
H0092446,R016,6,Own,Urban
H0092447,R047,8,Rent,Rural
H0092448,R015,7,Rent,Urban
H0092449,R030,8,Own,Rural
H0092450,R007,6,Rent,Suburban
H0092451,R044,6,Rent,Suburban
H0092452,R009,2,Rent,Suburban
H0092453,R034,8,Rent,Rural
H0092454,R031,6,Rent,Urban
H0092455,R002,3,Own,Urban
H0092456,R046,5,Own,Suburban
H0092457,R045,2,Own,Suburban
H0092458,R034,3,Rent,Rural
H0092459,R049,3,Own,Suburban
H0092460,R024,6,Own,Urban
H0092461,R006,2,Rent,Suburban
H0092462,R025,5,Rent,Urban
H0092463,R006,6,Own,Suburban
H0092464,R049,4,Rent,Urban
H0092465,R022,1,Rent,Rural
H0092466,R001,1,Own,Suburban
H0092467,R026,5,Rent,Rural
H0092468,R026,7,Rent,Urban
H0092469,R044,8,Own,Rural
H0092470,R031,6,Rent,Urban
H0092471,R034,3,Own,Suburban
H0092472,R001,7,Own,Urban
H0092473,R024,1,Rent,Rural
H0092474,R009,4,Rent,Rural
H0092475,R047,6,Rent,Urban
H0092476,R018,4,Rent,Rural
H0092477,R022,2,Rent,Urban
H0092478,R004,8,Rent,Rural
H0092479,R003,7,Own,Suburban
H0092480,R039,2,Own,Rural
H0092481,R036,7,Own,Rural
H0092482,R006,8,Own,Rural
H0092483,R016,7,Own,Rural
H0092484,R046,3,Own,Rural
H0092485,R012,3,Own,Suburban
H0092486,R004,5,Rent,Suburban
H0092487,R014,7,Rent,Rural
H0092488,R036,1,Rent,Urban
H0092489,R004,2,Rent,Urban
H0092490,R005,6,Rent,Rural
H0092491,R030,1,Own,Urban
H0092492,R032,4,Rent,Urban
H0092493,R045,8,Own,Rural
H0092494,R034,4,Own,Rural
H0092495,R048,8,Own,Suburban
H0092496,R032,8,Rent,Rural
H0092497,R050,7,Own,Suburban
H0092498,R050,4,Rent,Urban
H0092499,R001,2,Rent,Rural
H0092500,R005,5,Own,Urban
H0092501,R027,3,Rent,Urban
H0092502,R030,5,Rent,Urban
H0092503,R035,6,Rent,Suburban
H0092504,R034,4,Rent,Urban
H0092505,R011,1,Own,Urban
H0092506,R005,2,Own,Suburban
H0092507,R016,1,Rent,Rural
H0092508,R021,4,Own,Rural
H0092509,R012,2,Rent,Urban
H0092510,R037,7,Rent,Suburban
H0092511,R047,3,Rent,Rural
H0092512,R041,8,Own,Suburban
H0092513,R043,3,Rent,Rural
H0092514,R016,1,Rent,Suburban
H0092515,R026,2,Own,Urban
H0092516,R001,7,Own,Suburban
H0092517,R043,3,Rent,Urban
H0092518,R002,4,Rent,Suburban
H0092519,R036,7,Rent,Rural
H0092520,R027,7,Own,Suburban
H0092521,R029,1,Rent,Urban
H0092522,R009,4,Own,Suburban
H0092523,R024,8,Own,Rural
H0092524,R044,5,Rent,Suburban
H0092525,R049,2,Rent,Urban
H0092526,R012,7,Own,Urban
H0092527,R039,8,Rent,Urban
H0092528,R008,6,Own,Urban
H0092529,R015,7,Own,Suburban
H0092530,R017,3,Own,Suburban
H0092531,R001,1,Rent,Suburban
H0092532,R024,4,Rent,Suburban
H0092533,R035,4,Own,Urban
H0092534,R046,7,Own,Urban
H0092535,R030,7,Own,Suburban
H0092536,R038,5,Own,Rural
H0092537,R044,7,Own,Urban
H0092538,R002,1,Rent,Urban
H0092539,R035,8,Rent,Urban
H0092540,R011,2,Own,Suburban
H0092541,R036,1,Own,Suburban
H0092542,R023,3,Rent,Rural
H0092543,R030,6,Own,Urban
H0092544,R026,1,Own,Rural
H0092545,R004,7,Own,Suburban
H0092546,R047,3,Rent,Rural
H0092547,R048,7,Own,Suburban
H0092548,R028,3,Rent,Suburban
H0092549,R021,4,Own,Suburban
H0092550,R033,2,Own,Rural
H0092551,R015,1,Own,Suburban
H0092552,R049,3,Rent,Urban
H0092553,R006,6,Own,Rural
H0092554,R046,7,Own,Urban
H0092555,R034,4,Rent,Urban
H0092556,R011,3,Own,Urban
H0092557,R035,7,Own,Urban
H0092558,R004,8,Own,Urban
H0092559,R043,2,Own,Rural
H0092560,R006,6,Own,Urban
H0092561,R047,4,Own,Rural
H0092562,R026,3,Own,Urban
H0092563,R003,3,Rent,Rural
H0092564,R039,3,Own,Urban
H0092565,R038,1,Own,Rural
H0092566,R010,3,Own,Rural
H0092567,R050,2,Rent,Suburban
H0092568,R018,6,Rent,Rural
H0092569,R007,5,Own,Suburban
H0092570,R040,1,Rent,Suburban
H0092571,R049,7,Own,Urban
H0092572,R021,8,Rent,Urban
H0092573,R042,7,Rent,Urban
H0092574,R007,3,Own,Urban
H0092575,R025,6,Rent,Suburban
H0092576,R014,4,Rent,Urban
H0092577,R011,8,Rent,Suburban
H0092578,R038,4,Own,Rural
H0092579,R013,3,Rent,Suburban
H0092580,R019,8,Own,Suburban
H0092581,R027,4,Rent,Urban
H0092582,R026,6,Rent,Suburban
H0092583,R040,8,Rent,Rural
H0092584,R049,8,Own,Urban
H0092585,R042,2,Rent,Rural
H0092586,R049,1,Rent,Urban
H0092587,R020,8,Own,Rural
H0092588,R011,3,Rent,Rural
H0092589,R008,8,Own,Urban
H0092590,R045,7,Own,Urban
H0092591,R029,1,Rent,Urban
H0092592,R016,1,Rent,Urban
H0092593,R038,4,Own,Urban
H0092594,R014,7,Rent,Rural
H0092595,R047,2,Own,Rural
H0092596,R019,3,Rent,Suburban
H0092597,R022,3,Rent,Suburban
H0092598,R044,4,Rent,Urban
H0092599,R020,1,Own,Rural
H0092600,R035,1,Rent,Suburban
H0092601,R040,7,Own,Urban
H0092602,R029,4,Rent,Urban
H0092603,R032,8,Rent,Suburban
H0092604,R037,5,Rent,Rural
H0092605,R025,3,Own,Suburban
H0092606,R036,7,Own,Urban
H0092607,R040,8,Own,Urban
H0092608,R033,5,Rent,Urban
H0092609,R025,7,Own,Suburban
H0092610,R020,1,Rent,Urban
H0092611,R009,7,Own,Urban
H0092612,R016,2,Own,Suburban
H0092613,R027,6,Own,Rural
H0092614,R033,8,Rent,Suburban
H0092615,R036,6,Own,Rural
H0092616,R030,1,Own,Rural
H0092617,R036,5,Own,Suburban
H0092618,R026,4,Rent,Urban
H0092619,R025,6,Own,Rural
H0092620,R044,2,Own,Urban
H0092621,R037,1,Own,Rural
H0092622,R012,3,Rent,Suburban
H0092623,R029,5,Rent,Suburban
H0092624,R011,4,Rent,Suburban
H0092625,R038,4,Own,Rural
H0092626,R008,7,Own,Rural
H0092627,R027,7,Own,Suburban
H0092628,R010,1,Own,Suburban
H0092629,R005,8,Rent,Rural
H0092630,R046,8,Own,Suburban
H0092631,R005,3,Own,Urban
H0092632,R040,6,Rent,Rural
H0092633,R009,3,Rent,Suburban
H0092634,R043,5,Own,Urban
H0092635,R029,4,Own,Rural
H0092636,R009,7,Rent,Suburban
H0092637,R014,4,Rent,Urban
H0092638,R006,1,Rent,Suburban
H0092639,R020,5,Rent,Rural
H0092640,R048,5,Own,Suburban
H0092641,R029,1,Rent,Suburban
H0092642,R030,3,Rent,Urban
H0092643,R027,2,Rent,Urban
H0092644,R019,5,Rent,Suburban
H0092645,R027,4,Own,Suburban
H0092646,R043,5,Rent,Urban
H0092647,R031,3,Rent,Urban
H0092648,R042,2,Own,Rural
H0092649,R050,1,Own,Rural
H0092650,R040,8,Rent,Rural
H0092651,R034,1,Rent,Urban
H0092652,R007,1,Rent,Suburban
H0092653,R043,7,Own,Rural
H0092654,R026,8,Own,Urban
H0092655,R028,8,Rent,Suburban
H0092656,R006,3,Rent,Rural
H0092657,R049,4,Rent,Suburban
H0092658,R035,8,Rent,Urban
H0092659,R049,4,Own,Rural
H0092660,R038,3,Rent,Rural
H0092661,R021,7,Rent,Suburban
H0092662,R011,8,Own,Suburban
H0092663,R049,2,Own,Rural
H0092664,R037,6,Rent,Rural
H0092665,R012,3,Own,Rural
H0092666,R001,1,Own,Urban
H0092667,R005,5,Rent,Rural
H0092668,R021,1,Own,Suburban
H0092669,R017,2,Own,Rural
H0092670,R001,4,Own,Urban
H0092671,R044,1,Own,Rural
H0092672,R002,7,Rent,Rural
H0092673,R044,1,Own,Urban
H0092674,R028,5,Own,Rural
H0092675,R044,2,Own,Rural
H0092676,R042,8,Rent,Suburban
H0092677,R048,2,Rent,Suburban
H0092678,R009,2,Own,Suburban
H0092679,R036,2,Own,Urban
H0092680,R004,8,Own,Rural
H0092681,R012,6,Own,Rural
H0092682,R030,2,Own,Rural
H0092683,R032,4,Own,Rural
H0092684,R016,3,Rent,Rural
H0092685,R001,1,Rent,Suburban
H0092686,R038,4,Own,Suburban
H0092687,R025,5,Rent,Suburban
H0092688,R009,6,Own,Rural
H0092689,R037,8,Rent,Urban
H0092690,R038,8,Own,Suburban
H0092691,R037,8,Rent,Suburban
H0092692,R045,4,Own,Urban
H0092693,R042,6,Rent,Urban
H0092694,R036,2,Rent,Suburban
H0092695,R002,1,Own,Rural
H0092696,R037,1,Rent,Rural
H0092697,R021,7,Own,Urban
H0092698,R008,4,Rent,Suburban
H0092699,R043,8,Own,Rural
H0092700,R029,3,Rent,Urban
H0092701,R010,7,Rent,Rural
H0092702,R020,1,Rent,Rural
H0092703,R024,4,Rent,Rural
H0092704,R045,6,Own,Urban
H0092705,R032,4,Rent,Suburban
H0092706,R043,7,Rent,Suburban
H0092707,R040,1,Rent,Urban
H0092708,R028,6,Rent,Rural
H0092709,R006,2,Rent,Urban
H0092710,R010,5,Own,Suburban
H0092711,R041,1,Rent,Rural
H0092712,R042,4,Own,Rural
H0092713,R002,6,Rent,Suburban
H0092714,R008,1,Own,Suburban
H0092715,R007,5,Rent,Urban
H0092716,R047,5,Rent,Rural
H0092717,R038,1,Rent,Suburban
H0092718,R003,7,Rent,Urban
H0092719,R027,8,Rent,Urban
H0092720,R032,8,Rent,Rural
H0092721,R021,1,Own,Urban
H0092722,R041,5,Own,Rural
H0092723,R032,6,Own,Urban
H0092724,R021,8,Rent,Rural
H0092725,R026,8,Own,Urban
H0092726,R034,6,Own,Urban
H0092727,R047,1,Rent,Urban
H0092728,R010,3,Rent,Urban
H0092729,R045,5,Own,Rural
H0092730,R029,8,Rent,Urban
H0092731,R001,8,Rent,Suburban
H0092732,R038,2,Rent,Rural
H0092733,R033,6,Rent,Rural
H0092734,R020,1,Own,Urban
H0092735,R004,4,Rent,Urban
H0092736,R030,1,Own,Suburban
H0092737,R032,8,Rent,Suburban
H0092738,R021,2,Own,Suburban
H0092739,R001,8,Own,Urban
H0092740,R002,2,Own,Rural
H0092741,R042,4,Own,Suburban
H0092742,R041,2,Rent,Suburban
H0092743,R015,8,Own,Suburban
H0092744,R024,1,Own,Urban
H0092745,R029,2,Own,Rural
H0092746,R016,5,Rent,Rural
H0092747,R007,7,Rent,Urban
H0092748,R022,5,Own,Urban
H0092749,R034,3,Rent,Suburban
H0092750,R003,7,Own,Suburban
H0092751,R013,7,Own,Suburban
H0092752,R038,3,Rent,Urban
H0092753,R023,7,Rent,Suburban
H0092754,R042,4,Own,Rural
H0092755,R030,8,Own,Urban
H0092756,R040,7,Rent,Rural
H0092757,R016,4,Own,Suburban
H0092758,R044,8,Own,Suburban
H0092759,R003,4,Rent,Urban
H0092760,R043,5,Rent,Urban
H0092761,R002,4,Rent,Urban
H0092762,R020,4,Own,Suburban
H0092763,R004,5,Own,Urban
H0092764,R003,7,Rent,Urban
H0092765,R039,3,Rent,Rural
H0092766,R013,7,Rent,Urban
H0092767,R036,4,Rent,Suburban
H0092768,R016,7,Rent,Suburban
H0092769,R010,6,Own,Rural
H0092770,R006,3,Own,Suburban
H0092771,R044,3,Rent,Suburban
H0092772,R006,4,Own,Rural
H0092773,R016,1,Rent,Suburban
H0092774,R031,2,Rent,Rural
H0092775,R034,6,Rent,Rural
H0092776,R005,4,Own,Urban
H0092777,R050,1,Own,Urban
H0092778,R040,6,Rent,Suburban
H0092779,R029,6,Own,Rural
H0092780,R022,5,Rent,Urban
H0092781,R034,7,Rent,Suburban
H0092782,R048,4,Own,Suburban
H0092783,R022,5,Rent,Urban
H0092784,R010,2,Own,Rural
H0092785,R047,1,Rent,Suburban
H0092786,R019,4,Rent,Urban
H0092787,R005,2,Own,Urban
H0092788,R009,6,Own,Rural
H0092789,R024,5,Rent,Urban
H0092790,R021,4,Rent,Urban
H0092791,R042,1,Rent,Rural
H0092792,R047,2,Rent,Rural
H0092793,R027,4,Own,Suburban
H0092794,R043,6,Rent,Suburban
H0092795,R035,4,Own,Rural
H0092796,R001,6,Rent,Rural
H0092797,R005,7,Rent,Suburban
H0092798,R037,2,Own,Rural
H0092799,R002,2,Own,Urban
H0092800,R037,1,Own,Urban
H0092801,R006,1,Own,Suburban
H0092802,R002,8,Rent,Rural
H0092803,R003,6,Rent,Rural
H0092804,R025,6,Own,Suburban
H0092805,R024,6,Own,Rural
H0092806,R050,7,Rent,Urban
H0092807,R019,5,Own,Rural
H0092808,R005,4,Own,Rural
H0092809,R015,2,Own,Urban
H0092810,R002,5,Rent,Suburban
H0092811,R031,6,Own,Suburban
H0092812,R027,8,Own,Urban
H0092813,R026,2,Rent,Urban
H0092814,R046,6,Rent,Suburban
H0092815,R001,8,Rent,Rural
H0092816,R044,4,Own,Rural
H0092817,R011,5,Own,Urban
H0092818,R009,5,Own,Rural
H0092819,R018,5,Rent,Rural
H0092820,R020,4,Rent,Suburban
H0092821,R003,7,Own,Rural
H0092822,R024,7,Own,Urban
H0092823,R010,5,Own,Rural
H0092824,R009,3,Rent,Rural
H0092825,R012,8,Own,Rural
H0092826,R035,3,Rent,Urban
H0092827,R038,6,Rent,Rural
H0092828,R036,8,Rent,Rural
H0092829,R032,1,Own,Urban
H0092830,R049,6,Own,Urban
H0092831,R015,8,Rent,Rural
H0092832,R015,1,Own,Urban
H0092833,R028,4,Rent,Urban
H0092834,R016,4,Own,Suburban
H0092835,R045,7,Own,Urban
H0092836,R005,6,Rent,Suburban
H0092837,R015,7,Rent,Urban
H0092838,R048,7,Rent,Suburban
H0092839,R018,7,Rent,Rural
H0092840,R015,8,Own,Suburban
H0092841,R003,6,Own,Rural
H0092842,R013,5,Rent,Rural
H0092843,R036,3,Rent,Urban
H0092844,R011,4,Rent,Urban
H0092845,R050,6,Rent,Suburban
H0092846,R006,1,Rent,Urban
H0092847,R011,2,Own,Suburban
H0092848,R048,8,Rent,Urban
H0092849,R044,3,Own,Urban
H0092850,R020,1,Own,Suburban
H0092851,R001,6,Own,Urban
H0092852,R025,3,Own,Rural
H0092853,R016,1,Rent,Suburban
H0092854,R040,3,Own,Urban
H0092855,R032,8,Own,Rural
H0092856,R025,4,Rent,Urban
H0092857,R036,2,Own,Suburban
H0092858,R037,5,Rent,Suburban
H0092859,R018,3,Rent,Urban
H0092860,R023,6,Rent,Urban
H0092861,R014,7,Own,Urban
H0092862,R050,6,Own,Suburban
H0092863,R045,7,Rent,Suburban
H0092864,R026,5,Own,Rural
H0092865,R017,7,Own,Urban
H0092866,R019,8,Rent,Rural
H0092867,R025,3,Own,Suburban
H0092868,R009,2,Rent,Rural
H0092869,R046,4,Rent,Urban
H0092870,R037,2,Own,Urban
H0092871,R027,7,Own,Urban
H0092872,R046,4,Own,Rural
H0092873,R027,5,Own,Urban
H0092874,R016,3,Rent,Urban
H0092875,R011,4,Rent,Suburban
H0092876,R049,5,Rent,Urban
H0092877,R014,3,Own,Suburban
H0092878,R027,7,Rent,Rural
H0092879,R044,3,Own,Rural
H0092880,R043,6,Own,Rural
H0092881,R017,8,Own,Urban
H0092882,R039,2,Own,Suburban
H0092883,R034,8,Own,Suburban
H0092884,R020,2,Rent,Suburban
H0092885,R002,3,Own,Urban
H0092886,R002,4,Own,Suburban
H0092887,R014,2,Own,Suburban
H0092888,R027,4,Own,Suburban
H0092889,R046,7,Rent,Suburban
H0092890,R005,3,Rent,Rural
H0092891,R001,8,Own,Suburban
H0092892,R042,1,Rent,Rural
H0092893,R011,4,Rent,Urban
H0092894,R010,6,Own,Suburban
H0092895,R031,8,Rent,Urban
H0092896,R025,5,Rent,Suburban
H0092897,R046,6,Rent,Rural
H0092898,R010,3,Own,Rural
H0092899,R021,2,Rent,Urban
H0092900,R040,5,Own,Suburban
H0092901,R039,4,Own,Urban
H0092902,R023,3,Own,Rural
H0092903,R032,7,Rent,Suburban
H0092904,R049,3,Own,Urban
H0092905,R021,2,Rent,Suburban
H0092906,R008,7,Rent,Urban
H0092907,R035,3,Own,Rural
H0092908,R020,8,Own,Suburban
H0092909,R047,8,Own,Rural
H0092910,R042,1,Rent,Urban
H0092911,R002,4,Rent,Urban
H0092912,R033,5,Rent,Suburban
H0092913,R044,1,Rent,Urban
H0092914,R025,7,Own,Rural
H0092915,R050,7,Own,Rural
H0092916,R036,5,Own,Urban
H0092917,R041,3,Own,Urban
H0092918,R034,5,Rent,Urban
H0092919,R004,1,Rent,Rural
H0092920,R009,8,Rent,Suburban
H0092921,R003,3,Rent,Urban
H0092922,R024,4,Rent,Urban
H0092923,R024,7,Own,Suburban
H0092924,R012,6,Rent,Suburban
