wr_returned_date_sk,wr_returned_time_sk,wr_item_sk,wr_refunded_customer_sk,wr_refunded_cdemo_sk,wr_refunded_hdemo_sk,wr_refunded_addr_sk,wr_returning_customer_sk,wr_returning_cdemo_sk,wr_returning_hdemo_sk,wr_returning_addr_sk,wr_web_page_sk,wr_reason_sk,wr_order_number,wr_return_quantity,wr_return_amt,wr_return_tax,wr_return_amt_inc_tax,wr_fee,wr_return_ship_cost,wr_refunded_cash,wr_reversed_charge,wr_account_credit,wr_net_loss
2452503,58481,91,321,19005,3129,233,321,19005,3129,233,1,1,495,51,534.48,26.72,561.20,8.96,1959.93,224.48,15.50,294.50,1995.61
2452708,46675,69,133,3109,6814,131,133,3109,6814,131,1,1,497,3,166.71,13.33,180.04,91.23,3.60,21.67,78.32,66.72,108.16
2452837,5919,18,773,8623,4668,42,773,8623,4668,42,1,1,498,20,2333.80,163.36,2497.16,6.15,25.80,2053.74,72.81,207.25,195.31
2452858,57819,49,,13049,5421,,357,13049,5421,,,1,498,5,,5.71,69.26,,,7.62,40.82,15.11,
2451281,31753,1,155,6789,6744,415,155,6789,6744,415,1,1,499,21,366.03,25.62,391.65,82.23,13.44,263.54,91.21,11.28,121.29
2451645,74905,10,172,875,,57,,,,57,1,,500,,,0.49,,68.18,3.05,,3.29,6.39,71.72
2452061,21481,77,412,9810,2496,485,412,9810,2496,485,1,1,502,37,173.90,10.43,184.33,45.53,104.34,161.72,1.46,10.72,160.30
2451976,61069,26,,5046,,,880,5046,,496,,,502,34,,78.91,4024.61,,699.04,236.74,,890.16,
2452147,77855,53,733,12460,5474,221,733,12460,5474,221,1,1,503,36,87.48,0.00,87.48,89.11,4.32,49.86,18.43,19.19,93.43
2452845,67398,78,845,14009,4898,215,845,14009,4898,215,1,1,504,21,1866.69,149.33,2016.02,60.92,1001.07,1082.68,540.96,243.05,1211.32
2452783,58201,73,707,6340,3285,274,707,6340,3285,274,1,1,504,29,563.18,11.26,574.44,15.24,722.39,382.96,75.69,104.53,748.89
2451558,21858,55,810,11838,4842,58,810,11838,4842,58,1,1,505,85,5640.60,225.62,5866.22,44.73,1964.35,5527.78,12.41,100.41,2234.70
2451546,29524,178,507,9841,4143,214,507,9841,4143,214,1,1,505,3,114.99,8.04,123.03,65.36,27.75,32.19,19.87,62.93,101.15
2452083,69738,157,700,7666,5960,237,700,7666,5960,237,1,1,506,24,4453.92,356.31,4810.23,2.06,1807.44,4364.84,10.68,78.40,2165.81
2451334,61614,50,911,2873,1691,481,911,2873,1691,481,1,1,507,1,48.14,2.88,51.02,15.19,66.20,38.99,2.01,7.14,84.27
2451303,74446,46,810,1574,2442,358,810,1574,2442,358,1,1,507,27,171.45,8.57,180.02,99.65,364.50,94.29,33.95,43.21,472.72
2452423,41274,109,875,11033,6174,400,875,11033,6174,400,1,1,509,4,153.68,6.14,159.82,81.70,74.08,150.60,0.52,2.56,161.92
2452047,37368,125,853,4876,338,204,853,4876,338,204,1,1,510,52,3352.44,33.52,3385.96,89.28,2736.76,167.62,2961.88,222.94,2859.56
2452121,44233,83,338,6331,5501,206,338,6331,5501,206,1,1,510,7,497.98,39.83,537.81,20.41,180.39,139.43,7.17,351.38,240.63
2452093,70435,107,348,13639,721,84,348,13639,721,84,1,1,510,5,301.30,18.07,319.37,50.38,136.95,225.97,27.87,47.46,205.40
2452209,77571,122,994,12926,6315,252,994,12926,6315,252,1,1,511,23,3211.03,0.00,3211.03,41.24,453.56,0.00,545.87,2665.16,494.80
2451397,38481,116,882,7120,5335,185,882,7120,5335,185,1,1,512,2,9.26,0.27,9.53,50.11,27.82,5.74,1.68,1.84,78.20
2451104,31064,74,710,19061,449,141,710,19061,449,141,1,1,513,17,2067.88,103.39,2171.27,56.66,511.02,1633.62,195.41,238.85,671.07
2452460,75074,167,167,10503,6008,52,167,10503,6008,52,1,1,514,26,3865.68,0.00,3865.68,99.20,2684.50,2010.15,1354.53,501.00,2783.70
2452260,81268,139,475,16857,4151,89,475,16857,4151,89,1,1,514,1,33.90,2.03,35.93,91.22,6.96,5.76,14.63,13.51,100.21
2452004,78513,49,693,14989,6845,21,693,14989,6845,21,1,1,516,21,730.17,29.20,759.37,34.23,213.57,649.85,34.53,45.79,277.00
2452101,77846,116,228,14880,4229,453,228,14880,4229,453,1,1,516,3,355.74,17.78,373.52,59.03,175.35,128.06,20.49,207.19,252.16
2452036,61736,25,984,13232,7017,257,984,13232,7017,257,1,1,516,13,1013.87,10.13,1024.00,60.32,669.50,283.88,620.49,109.50,739.95
2452226,17353,121,13,360,1836,124,13,360,1836,124,1,1,518,15,2143.35,64.30,2207.65,42.63,630.30,1371.74,216.05,555.56,737.23
2452672,23016,85,918,2440,4763,309,918,2440,4763,309,1,1,521,9,94.23,2.82,97.05,8.05,2.70,38.63,53.93,1.67,13.57
2452666,37936,123,360,16128,4167,294,360,16128,4167,294,1,1,521,2,166.70,6.66,173.36,28.15,7.74,96.68,22.40,47.62,42.55
2452602,63178,109,578,2613,2584,40,578,2613,2584,40,1,1,522,1,23.17,0.92,24.09,22.48,0.58,14.13,3.43,5.61,23.98
2452508,34101,3,467,4546,586,469,467,4546,586,469,1,1,522,73,278.13,0.00,278.13,35.15,132.13,250.31,20.86,6.96,167.28
2451430,66474,100,267,16370,1594,481,267,16370,1594,481,1,1,523,2,306.28,27.56,333.84,73.53,77.58,284.84,10.72,10.72,178.67
2452002,17811,164,412,9785,478,311,412,9785,478,311,1,1,524,22,238.48,21.46,259.94,22.14,322.74,162.16,22.13,54.19,366.34
2451859,42616,146,799,7460,393,190,799,7460,393,190,1,1,524,6,640.62,0.00,640.62,46.03,36.24,390.77,219.86,29.99,82.27
2452220,34391,113,622,11051,1351,239,622,11051,1351,239,1,1,525,19,1449.51,72.47,1521.98,7.08,304.38,681.26,399.49,368.76,383.93
2452442,72089,39,34,9088,1093,246,34,9088,1093,246,1,1,525,40,2318.00,92.72,2410.72,42.87,1141.60,1900.76,50.06,367.18,1277.19
2452280,58975,13,839,16160,2610,319,839,16160,2610,319,1,1,525,56,1496.88,14.96,1511.84,46.52,199.36,493.97,120.34,882.57,260.84
2452456,27238,151,298,12648,3159,13,298,12648,3159,13,1,1,525,25,476.75,38.14,514.89,74.06,1362.50,214.53,167.82,94.40,1474.70
2451623,58567,44,525,10983,2698,208,,10983,2698,,1,,526,4,590.76,,632.11,,100.84,,,13.00,179.56
2451736,18413,22,539,18370,585,108,539,18370,585,108,1,1,526,35,182.70,7.30,190.00,42.88,75.60,84.04,15.78,82.88,125.78
2451747,22842,40,40,7101,2913,126,40,7101,2913,126,1,1,527,3,346.83,10.40,357.23,9.69,57.78,253.18,79.60,14.05,77.87
2451921,39091,5,582,10519,2624,392,582,10519,2624,392,1,1,529,1,0.20,0.01,0.21,79.71,6.42,0.06,0.03,0.11,86.14
2451294,43753,92,954,6054,1715,172,954,6054,1715,172,1,1,530,71,6869.25,480.84,7350.09,8.81,4678.90,2953.77,2936.61,978.87,5168.55
2451993,41325,74,958,8731,3096,65,958,8731,3096,65,1,1,533,23,948.75,56.92,1005.67,72.94,431.25,322.57,281.78,344.40,561.11
2452060,60613,79,621,9892,6388,148,621,9892,6388,148,1,1,533,5,116.70,9.33,126.03,52.48,191.75,87.52,9.04,20.14,253.56
2451879,23145,140,402,15972,4758,489,402,15972,4758,489,1,1,533,87,4397.85,175.91,4573.76,5.31,1677.36,4397.85,0.00,0.00,1858.58
2451266,68259,152,800,12324,8,12,800,12324,8,12,1,1,534,7,17.29,1.03,18.32,58.81,5.74,2.93,6.03,8.33,65.58
2452821,57860,177,539,17851,1299,179,539,17851,1299,179,1,1,536,43,570.61,28.53,599.14,40.60,1193.25,97.00,123.13,350.48,1262.38
2451790,18137,37,681,12111,1150,308,681,12111,1150,308,1,1,537,3,0.00,0.00,0.00,63.26,204.96,0.00,0.00,0.00,268.22
2451713,63579,175,59,8274,4097,416,59,8274,4097,416,1,1,537,8,248.48,4.96,253.44,77.02,128.80,116.78,59.26,72.44,210.78
,67197,149,970,16021,2432,310,,16021,2432,,,1,538,,1065.28,95.87,1161.15,51.49,453.44,607.20,,187.82,
2452476,56056,69,840,16292,2256,464,840,16292,2256,464,1,1,538,29,27.26,1.90,29.16,50.97,1018.77,3.27,1.67,22.32,1071.64
,,97,,11790,,322,,11790,5856,322,1,1,539,1,116.87,,,8.29,14.94,,0.63,9.89,
2451868,41065,169,250,5732,2861,243,250,5732,2861,243,1,1,539,3,85.50,3.42,88.92,80.50,29.19,58.14,6.84,20.52,113.11
2451341,62450,124,507,1326,6817,272,507,1326,6817,272,1,1,540,44,6018.32,180.54,6198.86,44.49,1138.28,3731.35,1074.87,1212.10,1363.31
2451440,61856,97,908,15174,2433,19,908,15174,2433,19,1,1,540,48,1618.08,16.18,1634.26,8.16,539.04,1504.81,4.53,108.74,563.38
2451358,73982,122,927,7442,78,130,927,7442,78,130,1,1,546,10,8.20,0.65,8.85,51.91,180.40,3.44,2.52,2.24,232.96
2451373,27263,157,73,1042,4795,24,73,1042,4795,24,1,1,546,27,893.16,35.72,928.88,97.11,157.41,294.74,11.96,586.46,290.24
2451610,28293,157,777,16189,3657,150,777,16189,3657,150,1,1,547,45,3285.45,32.85,3318.30,31.68,109.35,2431.23,230.63,623.59,173.88
2451445,61362,110,50,12947,3845,319,50,12947,3845,319,1,1,547,14,256.34,10.25,266.59,17.70,164.78,66.64,176.42,13.28,192.73
2451514,41628,163,701,6615,257,35,701,6615,257,35,1,1,547,23,571.55,28.57,600.12,92.16,371.45,474.38,1.94,95.23,492.18
2452733,51752,115,934,11708,2690,115,934,11708,2690,115,1,1,549,5,204.30,4.08,208.38,87.14,168.95,138.92,22.22,43.16,260.17
2451018,,163,,,3269,,,5770,,401,1,,550,,,23.85,,49.01,913.68,,,30.54,986.54
2451079,66366,62,531,9946,1474,169,531,9946,1474,169,1,1,550,33,57.42,0.00,57.42,49.87,516.78,44.78,11.88,0.76,566.65
2451507,77566,4,155,3245,6064,495,155,3245,6064,495,1,1,551,34,3269.78,163.48,3433.26,65.45,1462.68,1634.89,1111.72,523.17,1691.61
2451699,51027,103,11,8712,2877,310,11,8712,2877,310,1,1,552,14,205.52,14.38,219.90,41.11,411.04,63.71,124.79,17.02,466.53
2451691,61540,172,850,2057,6768,274,850,2057,6768,274,1,1,552,2,0.00,0.00,0.00,52.57,5.84,0.00,0.00,0.00,58.41
2451697,83312,164,736,8435,317,284,736,8435,317,284,1,1,552,74,729.64,21.88,751.52,75.59,76.96,65.66,577.66,86.32,174.43
2452881,24265,90,24,4398,709,375,24,4398,709,375,1,1,553,21,4580.52,366.44,4946.96,96.71,532.56,2931.53,1269.72,379.27,995.71
2452248,50842,43,792,2189,3322,487,792,2189,3322,487,1,1,555,2,196.70,7.86,204.56,49.89,120.82,43.27,105.86,47.57,178.57
2452305,66222,145,177,11742,1130,30,177,11742,1130,30,1,1,555,19,74.48,3.72,78.20,40.18,4.75,23.83,24.81,25.84,48.65
,36346,95,555,,6851,446,,8951,6851,,1,,555,48,,,402.86,,,,,,
2451774,41691,82,525,14156,6539,146,525,14156,6539,146,1,1,556,6,511.44,46.02,557.46,11.04,274.68,92.05,8.38,411.01,331.74
2451634,55597,79,775,2309,43,124,775,2309,43,124,1,1,556,77,2545.62,203.64,2749.26,63.92,1875.72,1120.07,456.17,969.38,2143.28
2451499,42388,91,546,8035,5229,347,546,8035,5229,347,1,1,558,11,1664.41,66.57,1730.98,14.34,907.83,233.01,730.01,701.39,988.74
2451267,46719,128,404,5893,3142,211,404,5893,3142,211,1,1,559,29,729.64,51.07,780.71,48.35,95.12,51.07,339.28,339.29,194.54
2451748,45054,104,292,15138,6480,374,292,15138,6480,374,1,1,560,2,3.64,0.14,3.78,81.27,54.78,3.56,0.02,0.06,136.19
2451275,73735,157,47,8717,4578,467,47,8717,4578,467,1,1,561,30,1692.90,67.71,1760.61,0.92,510.60,575.58,748.60,368.72,579.23
2451378,62074,98,16,14783,3198,414,16,14783,3198,414,1,1,561,43,469.99,9.39,479.38,77.10,1623.68,46.99,181.89,241.11,1710.17
2452076,68857,161,812,7058,2449,391,812,7058,2449,391,1,1,562,1,6.54,0.06,6.60,19.29,21.64,0.58,1.84,4.12,40.99
2451313,28465,148,780,13678,512,378,780,13678,512,378,1,1,564,11,568.15,45.45,613.60,67.74,378.73,130.67,69.99,367.49,491.92
,71323,33,,,,205,,6879,6522,205,,,565,,,,,26.60,,,,217.90,466.88
2452114,81978,11,883,4643,3939,320,883,4643,3939,320,1,1,567,33,274.56,21.96,296.52,99.36,189.42,230.63,0.43,43.50,310.74
2452082,45501,133,171,16575,7043,179,171,16575,7043,179,1,1,567,42,3257.52,97.72,3355.24,69.10,2049.18,1661.33,1133.29,462.90,2216.00
2452049,44877,149,310,,,,,11556,3578,212,1,,570,,,635.07,9707.60,51.15,5234.41,,789.31,,
2452557,68361,85,854,15020,2612,1,854,15020,2612,1,1,1,571,62,1966.02,19.66,1985.68,77.35,2948.72,0.00,589.80,1376.22,3045.73
2452047,54568,13,58,2718,3611,111,58,2718,3611,111,1,1,573,90,3486.60,104.59,3591.19,54.36,670.50,2440.62,606.66,439.32,829.45
2452154,70510,47,538,3518,,252,538,,163,252,,1,573,6,160.44,9.62,,,42.42,112.30,,,
2452359,67978,48,679,15581,5754,415,679,15581,5754,415,1,1,574,9,154.98,9.29,164.27,6.75,247.95,63.54,88.69,2.75,263.99
2452755,73439,48,,,,464,,,,464,1,,575,,,,,58.60,1007.50,282.61,192.42,139.35,
2451596,68923,44,829,15947,4002,12,829,15947,4002,12,1,1,576,6,511.08,35.77,546.85,46.01,34.02,321.98,143.71,45.39,115.80
2452583,54433,42,737,16600,6400,308,737,16600,6400,308,1,1,578,26,177.06,0.00,177.06,35.77,563.42,173.51,0.74,2.81,599.19
2452747,38883,81,205,5695,1033,347,205,5695,1033,347,1,1,578,11,347.93,3.47,351.40,95.71,632.61,250.50,93.53,3.90,731.79
2452348,69464,79,623,778,3813,208,623,778,3813,208,1,1,583,9,70.29,6.32,76.61,81.83,21.33,45.68,11.56,13.05,109.48
2452518,84686,83,521,1754,6244,329,521,1754,6244,329,1,1,584,51,424.83,33.98,458.81,23.24,144.33,114.70,207.78,102.35,201.55
2452370,23109,137,458,1693,744,87,458,1693,744,87,1,1,584,10,59.60,1.78,61.38,60.89,13.30,24.43,22.50,12.67,75.97
2452376,78101,49,478,6054,645,105,478,6054,645,105,1,1,584,32,616.32,12.32,628.64,34.99,1704.00,67.79,197.47,351.06,1751.31
2452767,44561,168,407,7738,493,383,407,7738,493,383,1,1,587,43,2414.45,193.15,2607.60,37.95,1920.38,2366.16,29.45,18.84,2151.48
2452422,35613,9,293,7861,7084,56,293,7861,7084,56,1,1,588,38,53.58,3.21,56.79,52.60,215.46,23.03,15.58,14.97,271.27
2452048,69616,145,819,17901,6487,121,819,17901,6487,121,1,1,589,30,1516.20,0.00,1516.20,37.63,1271.70,682.29,275.19,558.72,1309.33
2451311,24899,28,596,3089,4573,385,596,3089,4573,385,1,1,590,28,1657.88,33.15,1691.03,50.70,457.24,580.25,571.14,506.49,541.09
2451841,76172,172,707,18646,1913,69,707,18646,1913,69,1,1,591,13,195.52,1.95,197.47,46.17,5.98,187.69,1.09,6.74,54.10
2452641,72313,135,900,13847,5365,111,900,13847,5365,111,1,1,592,68,2592.16,181.45,2773.61,60.93,1074.40,1814.51,155.53,622.12,1316.78
2452536,24852,138,25,10748,4494,252,25,10748,4494,252,1,1,592,65,4288.70,257.32,4546.02,19.59,0.00,3216.52,32.16,1040.02,276.91
2451800,62654,73,299,3988,6109,314,299,3988,6109,314,1,1,593,14,239.54,16.76,256.30,40.20,0.00,232.35,1.58,5.61,56.96
2451171,22372,55,386,12983,2685,258,386,12983,2685,258,1,1,594,33,2377.98,71.33,2449.31,99.74,581.79,1379.22,898.88,99.88,752.86
,,50,874,8495,,425,874,8495,508,,,,595,36,952.20,,,59.33,,19.04,522.56,410.60,1156.98
2451332,52206,62,373,9654,1455,296,373,9654,1455,296,1,1,595,34,4087.82,204.39,4292.21,56.84,281.86,204.39,1864.04,2019.39,543.09
2452745,40981,84,494,16730,5916,46,494,16730,5916,46,1,1,596,27,2293.11,45.86,2338.97,72.87,1965.60,779.65,1089.69,423.77,2084.33
2452072,46490,105,647,16801,6883,154,647,16801,6883,154,1,1,598,13,814.97,32.59,847.56,14.76,232.83,334.13,466.41,14.43,280.18
2451115,68302,170,527,3827,5311,256,527,3827,5311,256,1,1,600,77,1399.86,69.99,1469.85,41.69,3920.07,153.98,485.89,759.99,4031.75
,62766,103,727,,,96,727,,,96,,1,600,20,1443.80,,,17.47,1004.40,,443.82,393.59,
