sr_returned_date_sk,sr_return_time_sk,sr_item_sk,sr_customer_sk,sr_cdemo_sk,sr_hdemo_sk,sr_addr_sk,sr_store_sk,sr_reason_sk,sr_ticket_number,sr_return_quantity,sr_return_amt,sr_return_tax,sr_return_amt_inc_tax,sr_fee,sr_return_ship_cost,sr_refunded_cash,sr_reversed_charge,sr_store_credit,sr_net_loss
2451206,44076,158,874,14471,6322,194,1,1,1844,60,407.40,28.51,435.91,75.52,120.60,179.25,61.60,166.55,224.63
2452626,38488,51,15,14450,1886,255,1,1,1848,15,583.80,35.02,618.82,5.58,168.30,198.49,88.62,296.69,208.90
2451363,37251,68,297,8204,3696,325,1,1,1850,11,34.21,3.07,37.28,44.37,3.85,11.97,18.23,4.01,51.29
2451084,48375,50,,7064,2931,177,,,1851,,,0.00,,45.65,,,224.66,14.34,
2451218,56247,37,745,14252,1271,231,1,1,1851,14,1423.38,128.10,1551.48,68.24,320.74,1252.57,49.53,121.28,517.08
2451811,30807,32,616,6117,6187,449,1,1,1855,20,261.60,13.08,274.68,28.11,144.80,28.77,37.25,195.58,185.99
2451865,43849,179,924,15208,519,78,1,1,1855,69,2639.25,211.14,2850.39,30.71,2061.72,923.73,1149.39,566.13,2303.57
2452766,39920,115,602,10412,6388,8,1,1,1856,24,413.04,24.78,437.82,30.01,986.88,0.00,33.04,380.00,1041.67
2452646,56885,96,485,792,5384,344,1,1,1857,43,471.71,42.45,514.16,87.54,1488.66,37.73,56.41,377.57,1618.65
2452593,37510,43,485,18323,6019,246,1,1,1857,3,79.26,0.00,79.26,97.84,55.35,72.91,4.00,2.35,153.19
2452629,36520,51,988,17137,2839,294,1,1,1859,11,554.95,11.09,566.04,34.83,94.16,266.37,46.17,242.41,140.08
2451906,49371,115,976,9791,495,407,1,1,1860,15,269.55,10.78,280.33,24.38,49.35,51.21,159.38,58.96,84.51
2451957,35539,104,607,14703,5999,395,1,1,1860,20,559.80,27.99,587.79,13.73,46.60,72.77,180.20,306.83,88.32
2452014,40211,14,976,11354,2161,124,1,1,1860,55,33.55,0.00,33.55,1.01,454.30,17.44,7.41,8.70,455.31
2452664,32259,39,931,6907,19,110,1,1,1861,41,191.06,7.64,198.70,2.07,122.18,95.53,82.15,13.38,131.89
2452703,51200,43,539,18259,808,161,1,1,1861,6,143.64,0.00,143.64,55.87,120.96,81.87,46.94,14.83,176.83
2452744,34789,78,960,2013,1289,230,1,1,1861,7,9.94,0.79,10.73,36.85,3.50,2.48,1.56,5.90,41.14
2451242,49986,8,19,16797,5696,399,1,1,1862,3,244.62,7.33,251.95,48.04,126.72,48.92,193.74,1.96,182.09
2451779,38738,157,861,747,2085,139,1,1,1863,8,714.72,14.29,729.01,76.42,532.56,350.21,51.03,313.48,623.27
2451679,42180,145,861,12602,4511,52,1,1,1863,1,34.70,1.73,36.43,82.72,11.56,24.63,6.64,3.43,96.01
2451679,33781,56,861,9849,6252,371,1,1,1863,26,59.80,0.59,60.39,4.91,26.78,2.39,38.46,18.95,32.28
2451754,57821,125,861,8294,5821,368,1,1,1863,3,92.67,7.41,100.08,47.90,18.51,22.24,43.66,26.77,73.82
2451717,31270,13,861,8716,5207,51,1,1,1863,8,307.52,24.60,332.12,69.21,418.56,3.07,197.89,106.56,512.37
2451843,39483,1,278,11592,4728,399,1,1,1864,45,4552.20,136.56,4688.76,24.33,1554.30,2594.75,900.42,1057.03,1715.19
2451174,51305,88,945,16684,5942,64,1,1,1865,6,242.58,21.83,264.41,37.06,360.24,24.25,17.46,200.87,419.13
2451243,33646,25,887,799,4771,343,1,1,1865,53,280.90,0.00,280.90,83.00,19.08,230.33,22.25,28.32,102.08
2451178,38441,91,217,11360,391,178,1,1,1865,27,701.73,7.01,708.74,82.18,377.73,49.12,502.50,150.11,466.92
2451167,46273,170,887,3524,1302,245,1,1,1865,23,513.59,41.08,554.67,48.02,40.71,338.96,118.74,55.89,129.81
2452680,47278,153,508,11229,768,31,1,1,1867,55,971.30,48.56,1019.86,19.90,2988.70,38.85,522.17,410.28,3057.16
2452226,32025,23,457,15881,1954,326,1,1,1868,29,342.20,20.53,362.73,53.30,109.04,195.05,123.60,23.55,182.87
2452198,51461,167,515,15120,1984,403,1,1,1868,39,721.89,28.87,750.76,70.90,2277.60,526.97,120.85,74.07,2377.37
2452282,56119,3,842,8749,4837,9,1,1,1870,13,796.51,7.96,804.47,93.47,120.12,406.22,374.67,15.62,221.55
2452366,43317,73,154,10073,6016,247,1,1,1870,30,1410.90,0.00,1410.90,66.47,577.20,1142.82,268.08,0.00,643.67
2452164,30496,33,150,10075,5113,188,1,1,1871,10,36.60,1.46,38.06,19.65,80.50,9.15,7.13,20.32,101.61
2451847,48244,131,937,10887,7116,212,1,1,1873,58,1525.98,122.07,1648.05,27.54,1953.44,1495.46,15.56,14.96,2103.05
2451926,32183,95,185,12833,3961,449,1,1,1874,24,813.36,24.40,837.76,32.98,609.84,170.80,109.23,533.33,667.22
2451950,59107,137,185,13754,6470,394,1,1,1874,15,290.85,5.81,296.66,72.07,552.60,104.70,33.50,152.65,630.48
2451911,39354,92,185,12319,3107,487,1,1,1874,39,962.13,86.59,1048.72,43.31,78.39,596.52,142.58,223.03,208.29
2451273,33139,176,616,14491,991,155,1,1,1876,64,234.88,14.09,248.97,90.24,365.44,44.62,163.62,26.64,469.77
,,158,,1013,,,,1,1876,1,,0.00,,,32.55,,0.45,6.03,
2451920,39180,175,489,5694,4540,121,1,1,1877,30,219.00,15.33,234.33,15.27,72.90,26.28,67.45,125.27,103.50
2451231,30771,28,465,14290,4507,128,1,1,1878,41,106.19,0.00,106.19,85.73,198.03,75.39,13.86,16.94,283.76
2452174,55473,5,151,9553,3004,379,1,1,1879,1,126.49,2.52,129.01,64.02,12.24,16.44,51.72,58.33,78.78
2452140,,103,151,,,373,1,,1879,3,56.19,0.56,56.75,,,,,9.56,
2452287,29933,79,840,5731,2867,264,1,1,1881,11,240.90,2.40,243.30,88.86,160.60,216.81,3.61,20.48,251.86
2452315,30913,93,981,4041,2852,111,1,1,1881,46,215.74,2.15,217.89,82.73,2230.08,49.62,26.57,139.55,2314.96
2452256,37832,165,840,5460,4624,488,1,1,1881,10,908.30,72.66,980.96,99.97,205.80,426.90,341.79,139.61,378.43
2452269,43545,105,408,5461,6179,346,1,1,1882,4,12.92,0.12,13.04,81.18,8.36,8.01,2.94,1.97,89.66
2451132,35060,16,748,2529,2230,171,1,1,1883,11,352.66,7.05,359.71,7.20,96.14,63.47,167.73,121.46,110.39
2451957,45534,11,660,6653,5458,307,1,1,1884,41,57.81,4.62,62.43,25.21,9.43,52.60,1.56,3.65,39.26
2451965,41666,5,660,8963,6091,58,1,1,1884,48,3797.28,189.86,3987.14,11.34,735.84,2506.20,1032.86,258.22,937.04
2451209,41228,86,799,9486,1380,338,1,1,1885,20,747.60,67.28,814.88,28.12,1040.20,37.38,696.01,14.21,1135.60
2451221,60659,106,799,12754,3934,309,1,1,1885,47,4307.08,129.21,4436.29,4.81,0.00,0.00,1550.54,2756.54,134.02
2451180,48036,43,684,19032,1036,412,1,1,1886,68,7191.00,215.73,7406.73,4.35,3378.92,791.01,959.99,5440.00,3599.00
2451159,44028,32,850,9237,4167,112,1,1,1886,7,253.40,10.13,263.53,84.55,18.06,162.17,81.19,10.04,112.74
2451759,37899,122,675,17364,1797,358,1,1,1888,11,509.08,40.72,549.80,63.30,358.82,40.72,154.55,313.81,462.84
2451987,59737,51,235,,,,1,,1889,3,,,6.96,13.32,29.10,4.06,,,
2451978,34455,35,235,1986,5707,135,1,1,1889,5,0.95,0.08,1.03,41.74,2.60,0.83,0.05,0.07,44.42
2452002,35544,133,235,1172,3002,55,1,1,1889,1,0.61,0.05,0.66,74.97,0.45,0.22,0.23,0.16,75.47
2452706,45964,43,897,5324,3926,176,1,1,1892,3,190.71,5.72,196.43,89.10,14.10,186.89,3.05,0.77,108.92
2452785,36060,84,459,19178,5330,27,1,1,1893,4,166.64,0.00,166.64,21.38,99.20,3.33,42.46,120.85,120.58
2452324,57465,159,508,10471,5078,257,1,1,1894,5,334.25,13.37,347.62,80.18,297.75,317.53,10.86,5.86,391.30
2451184,32312,178,331,12852,2567,382,1,1,1895,23,230.92,11.54,242.46,4.08,853.07,96.98,44.20,89.74,868.69
2452357,42285,113,46,14725,1313,12,1,1,1896,18,451.62,9.03,460.65,23.92,141.84,207.74,121.94,121.94,174.79
2452039,50853,111,325,17459,7107,188,1,1,1900,28,674.80,6.74,681.54,23.53,257.04,499.35,12.28,163.17,287.31
2452427,32659,33,953,3383,60,245,1,1,1902,6,483.54,43.51,527.05,91.84,110.28,111.21,107.97,264.36,245.63
2452491,32369,180,953,8657,1376,66,1,1,1902,59,0.00,0.00,0.00,77.34,773.49,0.00,0.00,0.00,850.83
2451130,38417,37,440,17772,5889,437,1,1,1903,33,99.00,1.98,100.98,60.15,1023.00,47.52,9.78,41.70,1085.13
2452753,38029,147,687,11299,3510,226,1,1,1904,26,914.42,0.00,914.42,43.44,1471.08,448.06,93.27,373.09,1514.52
2451903,33045,37,937,12133,6578,287,1,1,1905,24,104.88,6.29,111.17,60.40,40.32,57.68,0.47,46.73,107.01
2451427,43363,79,536,3207,3301,343,1,1,1906,5,310.10,0.00,310.10,97.88,101.25,251.18,51.26,7.66,199.13
2451307,40087,1,742,14006,2643,395,1,1,1908,1,2.34,0.07,2.41,65.77,4.31,0.58,0.91,0.85,70.15
2451311,34267,38,742,10699,83,107,1,1,1908,30,1296.60,77.79,1374.39,29.96,513.60,376.01,589.17,331.42,621.35
,,175,542,,2661,298,1,,1909,,307.56,,,,167.44,107.64,3.99,195.93,
2452362,38133,121,935,2471,4255,215,1,1,1910,6,252.24,10.08,262.32,93.15,103.02,224.49,3.60,24.15,206.25
2451618,39192,104,559,12564,5757,218,1,1,1911,6,380.88,30.47,411.35,57.54,38.04,358.02,13.48,9.38,126.05
2452651,38830,78,855,3312,303,499,1,1,1912,18,2217.96,66.53,2284.49,85.52,1159.38,709.74,784.27,723.95,1311.43
2452559,34417,127,855,12190,4715,211,1,1,1912,36,721.80,28.87,750.67,74.72,1581.48,577.44,88.05,56.31,1685.07
2451871,45846,2,529,10260,3405,199,1,1,1914,4,72.28,2.16,74.44,11.16,29.76,0.00,48.42,23.86,43.08
2451900,49857,98,348,14672,6029,493,1,1,1914,67,977.53,58.65,1036.18,88.99,310.88,478.98,343.99,154.56,458.52
2451955,57817,73,529,12498,3662,57,1,1,1914,4,27.32,0.00,27.32,44.65,16.52,16.11,0.56,10.65,61.17
2452630,39279,99,983,12525,757,437,1,1,1915,19,425.79,17.03,442.82,95.32,230.85,242.70,172.10,10.99,343.20
2452564,40769,49,983,4301,540,419,1,1,1915,1,79.80,1.59,81.39,96.88,0.00,37.50,27.91,14.39,98.47
2452057,50547,11,735,9492,2730,339,1,1,1916,41,4334.11,260.04,4594.15,4.70,1567.43,173.36,1373.04,2787.71,1832.17
2452131,50305,21,735,14284,1586,68,1,1,1916,16,522.88,0.00,522.88,55.03,95.52,481.04,5.02,36.82,150.55
2452032,44684,31,735,10419,3780,114,1,1,1916,1,7.35,0.07,7.42,65.63,9.46,4.41,0.76,2.18,75.16
2451096,29997,32,550,998,7026,237,1,1,1917,11,288.64,20.20,308.84,50.20,162.69,184.72,27.01,76.91,233.09
2452713,43272,120,927,11009,917,169,1,1,1918,11,12.65,0.25,12.90,80.75,11.88,5.43,4.76,2.46,92.88
2452716,53718,54,927,13962,4409,176,1,1,1918,19,117.80,3.53,121.33,32.98,724.09,29.45,48.59,39.76,760.60
2452672,44975,7,129,19023,4117,211,1,1,1918,84,5694.36,284.71,5979.07,64.42,609.84,4612.43,746.53,335.40,958.97
2452160,29139,35,593,16863,2974,341,1,1,1919,78,6910.80,552.86,7463.66,5.06,3189.42,4215.58,2560.45,134.77,3747.34
2450939,42320,40,83,15586,6490,117,1,1,1920,3,51.48,3.60,55.08,15.04,63.36,21.62,19.40,10.46,82.00
2452348,43950,75,681,14860,3321,241,1,1,1921,91,3628.17,145.12,3773.29,26.96,5572.84,761.91,1576.44,1289.82,5744.92
2452544,46021,37,355,8412,3363,155,1,1,1922,2,168.66,10.11,178.77,40.16,127.86,133.24,31.16,4.26,178.13
2452452,37520,12,355,10874,3481,432,1,1,1922,59,673.78,33.68,707.46,41.86,300.31,613.13,10.91,49.74,375.85
2452170,43954,89,971,16725,684,342,1,1,1923,14,245.14,12.25,257.39,90.70,169.68,198.56,37.26,9.32,272.63
2452625,50519,54,895,4308,4993,442,1,1,1924,78,1350.18,40.50,1390.68,68.74,1028.82,999.13,203.60,147.45,1138.06
2452648,31354,121,648,16901,5581,133,1,1,1924,20,426.20,0.00,426.20,73.66,57.60,17.04,85.92,323.24,131.26
2452687,60621,7,687,11261,6820,410,1,1,1924,56,191.52,7.66,199.18,18.22,126.00,137.89,23.06,30.57,151.88
2451375,31645,160,263,214,3198,219,1,1,1926,25,388.00,0.00,388.00,98.71,23.50,349.20,37.63,1.17,122.21
2451510,58448,130,263,15811,98,202,1,1,1926,1,2.75,0.11,2.86,19.61,12.97,2.20,0.46,0.09,32.69
2451314,58587,170,417,15693,3978,482,1,1,1927,52,2380.56,95.22,2475.78,28.76,1365.00,1880.64,124.98,374.94,1488.98
2451389,46469,145,498,2810,1232,266,1,1,1927,9,306.72,6.13,312.85,23.56,306.72,128.82,92.50,85.40,336.41
2452340,35768,108,803,18029,2199,97,1,1,1928,15,278.40,16.70,295.10,97.68,75.30,164.25,29.67,84.48,189.68
2452457,30422,57,562,16294,3680,187,1,1,1928,41,1271.82,63.59,1335.41,69.74,406.31,190.77,929.70,151.35,539.64
2452429,47046,126,562,6071,6402,8,1,1,1928,67,445.55,8.91,454.46,3.29,668.66,124.75,147.56,173.24,680.86
2451269,50669,134,846,18860,2058,105,1,1,1930,3,10.32,0.51,10.83,68.84,12.57,4.54,0.28,5.50,81.92
2451316,51843,139,846,8242,6469,97,1,1,1930,1,104.99,5.24,110.23,32.45,37.95,35.69,4.15,65.15,75.64
2452145,57326,175,648,10849,906,387,1,1,1931,81,6306.66,378.39,6685.05,44.00,4271.94,882.93,4067.79,1355.94,4694.33
2451071,56479,148,243,11123,5569,290,1,1,1934,4,63.80,3.82,67.62,39.57,123.60,45.29,7.21,11.30,166.99
2451626,52134,88,916,5372,1869,422,1,1,1936,27,1087.56,43.50,1131.06,46.57,96.12,380.64,190.86,516.06,186.19
2451772,29169,158,232,558,5643,20,1,1,1937,9,1102.05,66.12,1168.17,7.32,734.67,562.04,297.00,243.01,808.11
2451748,43525,137,232,14420,2749,38,1,1,1937,3,40.56,2.43,42.99,12.48,1.71,7.30,18.62,14.64,16.62
2451834,51110,92,232,1576,7055,487,1,1,1937,22,1496.66,29.93,1526.59,81.58,1257.08,284.36,1175.93,36.37,1368.59
2451943,51722,38,784,6620,1795,302,1,1,1938,41,3.28,0.13,3.41,8.67,141.86,2.95,0.05,0.28,150.66
2452053,42668,158,784,8330,854,358,1,1,1938,50,841.00,42.05,883.05,65.45,504.50,344.81,347.33,148.86,612.00
,,43,784,,6967,147,,1,1938,,,2.83,38.29,,60.30,,0.14,7.31,79.08
2451652,41270,76,92,15927,1049,203,1,1,1939,11,99.33,6.95,106.28,8.41,264.99,18.87,32.18,48.28,280.35
2451539,51175,32,92,12753,4980,420,1,1,1939,18,482.94,24.14,507.08,90.52,373.86,86.92,99.00,297.02,488.52
2452740,42038,120,861,16939,4385,194,1,1,1940,81,5001.75,300.10,5301.85,7.25,328.86,3701.29,65.02,1235.44,636.21
2451015,55938,34,111,226,1445,200,1,1,1941,7,280.28,25.22,305.50,98.44,146.09,241.04,31.78,7.46,269.75
2450923,34753,10,111,3561,263,150,1,1,1941,2,65.94,3.95,69.89,32.44,61.54,9.23,46.50,10.21,97.93
,45284,58,,,2732,,,1,1941,21,,57.98,,,,502.53,,115.98,
2452610,46343,156,,13723,990,,1,,1942,,976.14,,,,,,,,529.37
2451351,53509,50,136,1410,6968,342,1,1,1943,15,748.80,14.97,763.77,31.77,608.40,696.38,2.62,49.80,655.14
2451297,40923,109,136,15504,828,303,1,1,1943,35,2283.05,45.66,2328.71,47.08,1938.65,1963.42,111.87,207.76,2031.39
2451243,43146,22,631,16954,5194,399,1,1,1944,46,1532.72,91.96,1624.68,93.16,1501.44,490.47,291.83,750.42,1686.56
2451338,47687,64,335,11231,2886,285,1,1,1944,59,1693.89,50.81,1744.70,87.37,276.12,813.06,854.40,26.43,414.30
2451298,46731,112,799,11587,6496,489,1,1,1945,40,1062.80,21.25,1084.05,96.08,486.40,201.93,439.04,421.83,603.73
2451174,37716,62,799,6648,2398,463,1,1,1945,80,668.00,33.40,701.40,40.24,964.80,514.36,82.96,70.68,1038.44
2451255,54566,20,957,,,323,1,1,1945,,26.20,,,,46.20,,8.93,,
2451502,57649,136,852,8752,3816,39,1,1,1946,16,850.56,51.03,901.59,8.25,412.00,25.51,49.50,775.55,471.28
2451594,45410,142,169,1781,4873,225,1,1,1946,53,1257.16,100.57,1357.73,77.11,41.87,125.71,995.67,135.78,219.55
2451451,52508,32,852,6393,5384,7,1,1,1946,5,60.25,4.82,65.07,57.54,4.45,21.08,7.83,31.34,66.81
2451959,51113,79,872,13190,5145,469,1,1,1947,77,29.26,0.87,30.13,87.63,178.64,4.97,7.77,16.52,267.14
2451175,47558,92,8,1428,3404,307,1,1,1948,11,112.20,7.85,120.05,29.65,1.76,34.78,71.22,6.20,39.26
2451263,35303,76,49,15454,6964,445,1,1,1948,75,9070.50,0.00,9070.50,46.53,3351.75,1541.98,6850.95,677.57,3398.28
2452355,42359,63,432,8605,3234,335,1,1,1949,29,143.84,0.00,143.84,67.01,215.76,66.16,74.57,3.11,282.77
2450944,45012,82,585,419,5405,115,1,1,1953,19,1505.18,135.46,1640.64,73.46,1078.25,105.36,587.92,811.90,1287.17
2451653,48866,175,727,13386,5984,219,1,1,1955,87,1687.80,135.02,1822.82,20.05,2986.71,270.04,226.84,1190.92,3141.78
2451542,39691,67,727,17155,4123,214,1,1,1955,92,129.72,0.00,129.72,33.35,310.96,12.97,60.71,56.04,344.31
2451632,38122,50,727,8095,2293,247,1,1,1955,2,8.02,0.32,8.34,59.53,0.80,7.13,0.67,0.22,60.65
2452701,55121,117,880,17185,2252,426,1,1,1956,10,582.40,0.00,582.40,94.65,98.90,512.51,16.07,53.82,193.55
2452686,35253,109,534,3417,1804,492,1,1,1956,31,629.30,31.46,660.76,23.36,1179.86,0.00,440.51,188.79,1234.68
2451402,46980,118,66,15254,4150,222,1,1,1958,2,18.64,1.30,19.94,65.25,9.94,17.33,0.89,0.42,76.49
2452804,52080,123,151,7306,312,174,1,1,1959,54,5867.10,234.68,6101.78,48.54,1086.48,1642.78,211.21,4013.11,1369.70
2452700,55419,171,638,16535,7040,288,1,1,1959,11,352.22,24.65,376.87,65.79,218.46,154.97,78.90,118.35,308.90
2452297,49161,113,43,10679,5214,212,1,1,1961,8,587.92,47.03,634.95,38.36,15.44,476.21,100.53,11.18,100.83
2452379,54466,115,43,19148,817,255,1,1,1961,44,492.36,19.69,512.05,32.29,27.28,354.49,89.61,48.26,79.26
2452325,52017,115,137,7592,6807,89,1,1,1962,10,30.70,1.22,31.92,10.16,179.10,13.20,7.17,10.33,190.48
2452055,53712,20,351,9523,4968,80,1,1,1964,36,16.20,1.13,17.33,10.46,37.08,6.31,5.04,4.85,48.67
2451752,51963,74,860,2021,2104,359,1,1,1965,75,615.00,30.75,645.75,11.67,93.75,153.75,166.05,295.20,136.17
2451750,39617,110,658,13600,4838,28,1,1,1965,37,143.93,12.95,156.88,38.23,107.67,116.58,24.88,2.47,158.85
2451692,57402,68,292,3072,4880,29,1,1,1966,1,0.74,0.06,0.80,2.16,32.76,0.18,0.11,0.45,34.98
,40519,67,,962,5527,,,1,1966,21,1437.03,114.96,,20.59,1138.83,675.40,,,
2451593,60894,50,292,865,3133,373,1,1,1966,25,1016.25,30.48,1046.73,94.49,285.00,599.58,325.00,91.67,409.97
2451277,39914,136,217,3391,6799,219,1,1,1968,9,1094.13,76.58,1170.71,4.68,75.42,372.00,700.46,21.67,156.68
2451374,49648,61,807,6411,4478,382,1,1,1971,30,2346.30,46.92,2393.22,10.88,772.20,305.01,1102.29,939.00,830.00
2451351,,55,,10228,,370,1,1,1971,9,22.59,0.90,23.49,85.52,,,0.69,3.16,
2451371,59233,124,692,10689,5645,45,1,1,1971,5,105.15,7.36,112.51,89.50,35.50,15.77,78.65,10.73,132.36
2452469,60924,99,579,16357,2008,348,1,1,1972,91,1238.51,37.15,1275.66,33.53,85.54,495.40,512.74,230.37,156.22
2451098,40333,164,90,88,4037,487,1,1,1973,20,1176.20,70.57,1246.77,42.63,594.80,223.47,590.69,362.04,708.00
2451872,43659,62,60,15576,5647,90,1,1,1974,2,91.52,0.00,91.52,29.67,22.88,2.74,71.91,16.87,52.55
2451984,57247,115,60,14682,5540,463,1,1,1974,3,211.56,2.11,213.67,63.69,31.71,44.42,88.58,78.56,97.51
2452066,34745,25,42,11998,3296,255,1,1,1976,24,307.44,12.29,319.73,92.96,21.84,18.44,208.08,80.92,127.09
2451902,48958,91,42,17233,2544,283,1,1,1976,14,736.82,58.94,795.76,5.37,343.84,574.71,51.87,110.24,408.15
2451224,53521,100,985,19199,5235,307,1,1,1978,20,1425.00,128.25,1553.25,8.01,880.00,85.50,1098.39,241.11,1016.26
2452683,40685,33,17,1469,,257,,,1979,,29.65,,,65.21,36.71,20.75,0.62,8.28,
2452533,42697,48,17,6284,2249,314,1,1,1979,2,6.22,0.31,6.53,69.49,9.78,3.04,1.87,1.31,79.58
2451353,35441,122,378,17293,341,381,1,1,1980,9,110.97,0.00,110.97,21.12,76.59,27.74,23.30,59.93,97.71
2451348,33118,145,223,14574,5564,358,1,1,1980,5,118.25,2.36,120.61,56.69,62.60,18.92,35.75,63.58,121.65
2451349,38406,64,337,849,6844,379,1,1,1982,41,822.05,0.00,822.05,51.03,1084.86,780.94,18.91,22.20,1135.89
,,126,,,,324,,,1983,87,,,,,2643.93,,2376.37,3564.57,3191.11
2452501,55403,150,990,2660,4139,290,1,1,1983,9,109.89,8.79,118.68,29.63,101.97,103.29,5.87,0.73,140.39
2452460,37749,117,178,13313,3668,395,1,1,1983,5,337.95,0.00,337.95,0.77,133.10,307.53,24.33,6.09,133.87
2452466,52631,45,178,4597,3791,322,1,1,1983,3,34.20,0.68,34.88,92.29,71.55,30.43,1.92,1.85,164.52
2452405,59316,141,,16715,,,1,,1985,,,24.60,639.60,5.99,,510.45,,,
2452270,39505,45,924,18195,5003,244,1,1,1986,1,3.11,0.12,3.23,43.74,38.93,2.42,0.02,0.67,82.79
2452336,34658,115,924,8009,6851,368,1,1,1986,64,3713.28,74.26,3787.54,78.28,3713.28,1485.31,1470.46,757.51,3865.82
2451881,50089,85,524,16596,4082,440,1,1,1988,80,2523.20,176.62,2699.82,75.43,3028.00,428.94,1256.55,837.71,3280.05
2451119,57809,110,311,2610,3723,473,1,1,1989,8,259.52,0.00,259.52,37.39,180.88,116.78,9.99,132.75,218.27
2451202,61146,170,392,12677,7058,38,1,1,1989,25,551.25,5.51,556.76,73.46,1764.50,270.11,28.11,253.03,1843.47
2452393,30754,143,882,15830,2744,274,1,1,1990,13,268.58,13.42,282.00,17.49,162.37,136.97,9.21,122.40,193.28
2452400,38595,165,882,15840,4016,329,1,1,1990,21,149.52,7.47,156.99,58.81,209.16,143.53,0.89,5.10,275.44
2452550,59268,39,406,8013,4319,120,1,1,1991,28,0.00,0.00,0.00,64.09,275.80,0.00,0.00,0.00,339.89
2452651,31378,169,664,17494,2434,106,1,1,1996,4,170.60,8.53,179.13,25.06,95.20,78.47,3.68,88.45,128.79
2452643,36721,31,664,7052,3145,55,1,1,1996,10,280.20,22.41,302.61,73.47,221.20,56.04,116.56,107.60,317.08
2451686,39915,41,752,9269,4973,240,1,1,1997,42,87.36,5.24,92.60,80.02,305.76,39.31,36.99,11.06,391.02
2451678,54463,38,752,1274,5880,30,1,1,1997,27,2001.78,160.14,2161.92,29.11,875.61,1921.70,20.82,59.26,1064.86
2451766,49122,176,752,14,6102,102,1,1,1997,40,2191.20,109.56,2300.76,68.74,1917.20,1840.60,87.65,262.95,2095.50
2452040,56431,125,,,6364,493,,1,1999,,2824.17,,,,1445.55,847.25,,237.24,1706.77
2451984,33880,175,388,13578,1721,196,1,1,1999,86,49.02,0.00,49.02,60.68,45.58,9.31,7.94,31.77,106.26
2452318,46322,111,962,6213,5082,448,1,1,2000,26,119.86,9.58,129.44,10.35,62.40,29.96,11.68,78.22,82.33
2452388,46668,91,962,9539,7170,417,1,1,2000,16,655.04,39.30,694.34,85.69,24.16,399.57,107.29,148.18,149.15
2452339,59168,171,925,11806,3846,330,1,1,2000,24,273.60,24.62,298.22,3.21,558.48,60.19,4.26,209.15,586.31
2451833,35411,20,325,15878,6607,259,1,1,2001,84,245.28,19.62,264.90,90.67,1578.36,88.30,109.88,47.10,1688.65
2452263,30912,17,148,12437,874,384,1,1,2003,12,220.68,4.41,225.09,94.54,271.56,169.92,26.39,24.37,370.51
2452353,52356,101,228,564,5244,305,1,1,2003,71,6123.04,183.69,6306.73,31.94,2010.72,5878.11,71.02,173.91,2226.35
2451956,44526,65,188,4414,1760,393,1,1,2004,12,1621.56,81.07,1702.63,3.87,225.72,778.34,843.22,0.00,310.66
2451398,43872,175,128,6068,3987,197,1,1,2008,1,23.84,0.00,23.84,63.68,2.98,9.05,12.27,2.52,66.66
2451358,43161,67,128,,,,1,1,2008,,859.63,34.38,894.01,82.87,,,100.57,673.10,162.37
2451414,44642,44,128,2675,5548,162,1,1,2008,4,127.84,1.27,129.11,74.62,51.84,19.17,21.73,86.94,127.73
2451570,32920,82,898,17,5049,489,1,1,2009,2,10.82,0.32,11.14,18.43,28.54,4.32,2.14,4.36,47.29
,51041,64,898,3379,,469,,,2009,,,,1017.01,89.32,303.69,404.82,,122.34,422.63
2451456,42582,74,127,9943,2117,411,1,1,2012,39,755.82,52.90,808.72,35.04,906.75,279.65,257.13,219.04,994.69
2451527,48634,157,,8517,,,1,1,2014,,,5.34,183.36,,7.62,,113.06,,
2451675,48736,13,631,7682,4372,305,1,1,2014,7,293.79,5.87,299.66,1.38,188.02,2.93,20.36,270.50,195.27
2451189,33228,2,570,8522,7189,349,1,1,2016,29,347.13,6.94,354.07,84.55,95.12,20.82,75.05,251.26,186.61
2452477,45878,129,108,5741,6821,342,1,1,2017,34,2278.00,91.12,2369.12,86.04,57.46,1230.12,188.61,859.27,234.62
2452091,60000,115,697,10477,1777,270,1,1,2018,16,1483.04,74.15,1557.19,6.75,885.60,118.64,313.81,1050.59,966.50
2452119,33936,11,375,5758,5402,77,1,1,2018,23,1655.54,66.22,1721.76,33.41,882.97,1009.87,264.72,380.95,982.60
2452771,61042,7,735,12551,4768,408,1,1,2022,7,180.81,14.46,195.27,60.64,103.32,148.26,23.11,9.44,178.42
2451192,53714,136,555,15778,3600,309,1,1,2023,4,10.72,0.96,11.68,84.52,10.44,2.78,4.84,3.10,95.92
2452316,56125,155,806,14801,4549,344,1,1,2026,1,25.71,0.51,26.22,46.13,41.96,12.34,3.74,9.63,88.60
2452268,57344,115,482,5953,2600,259,1,1,2027,65,199.55,1.99,201.54,58.64,66.30,87.80,15.64,96.11,126.93
2452342,39145,59,844,,3995,,,1,2027,53,,,,71.88,,1203.91,254.47,902.24,
2451819,51513,146,861,4371,1520,373,1,1,2028,11,66.55,5.32,71.87,80.00,19.69,65.21,0.30,1.04,105.01
2451799,33846,77,699,5709,6312,23,1,1,2028,31,676.42,0.00,676.42,71.39,386.57,412.61,229.51,34.30,457.96
