cr_returned_date_sk,cr_returned_time_sk,cr_item_sk,cr_refunded_customer_sk,cr_refunded_cdemo_sk,cr_refunded_hdemo_sk,cr_refunded_addr_sk,cr_returning_customer_sk,cr_returning_cdemo_sk,cr_returning_hdemo_sk,cr_returning_addr_sk,cr_call_center_sk,cr_catalog_page_sk,cr_ship_mode_sk,cr_warehouse_sk,cr_reason_sk,cr_order_number,cr_return_quantity,cr_return_amount,cr_return_tax,cr_return_amt_inc_tax,cr_fee,cr_return_ship_cost,cr_refunded_cash,cr_reversed_charge,cr_store_credit,cr_net_loss
2451494,72794,74,133,15589,7076,371,246,1399,6188,417,1,2003,4,1,1,571,6,46.38,3.71,50.09,88.58,7.68,4.63,33.81,7.94,99.97
2451354,29272,2,681,,,,,17944,875,243,1,,14,,,572,,,,1849.17,16.22,,,1517.72,,577.79
2451469,47260,175,681,17062,6812,254,572,6529,3652,224,1,2151,7,1,1,572,11,199.43,17.94,217.37,18.14,104.94,133.61,48.04,17.78,141.02
2451454,34677,133,41,18193,792,144,679,16873,6558,167,1,2084,14,1,1,575,45,3389.40,169.47,3558.87,85.60,726.30,711.77,1445.92,1231.71,981.37
2451490,30382,148,851,5924,3829,418,205,18645,3816,430,1,2027,18,1,1,576,5,192.00,3.84,195.84,33.38,36.00,57.60,37.63,96.77,73.22
2451443,20595,157,851,5924,3829,418,250,3743,5628,316,1,2088,13,1,1,576,13,632.58,6.32,638.90,71.11,366.21,139.16,226.97,266.45,443.64
2451393,64818,20,626,17054,6058,21,545,796,5245,418,1,2112,10,1,1,577,26,699.92,41.99,741.91,84.17,141.70,433.95,13.29,252.68,267.86
2451586,64098,154,155,5293,935,225,764,7976,2659,326,1,2017,3,1,1,580,6,40.56,3.24,43.80,99.18,395.82,2.83,11.31,26.42,498.24
2451467,69041,16,155,5293,935,225,940,18498,1313,329,1,2453,4,1,1,580,1,5.51,0.38,5.89,96.95,3.26,4.13,0.30,1.08,100.59
2451454,17767,8,408,19020,4640,309,671,10267,5084,17,1,2115,16,1,1,581,33,248.82,19.90,268.72,80.38,65.34,134.36,35.48,78.98,165.62
2451495,74341,97,,3593,4199,,,,5996,247,,,20,,,582,,354.88,,365.52,,,,,,111.27
2451475,71960,122,900,3593,4199,72,962,2413,3095,161,1,2145,6,1,1,582,11,497.20,39.77,536.97,37.48,1022.12,9.94,14.61,472.65,1099.37
2451536,37899,146,959,12613,5891,457,457,4890,3405,255,1,2018,4,1,1,583,4,61.80,4.32,66.12,17.13,87.12,47.58,5.54,8.68,108.57
2451474,30310,94,554,3371,117,422,167,11576,2851,302,1,2500,15,1,1,584,55,3428.15,205.68,3633.83,62.27,3337.95,2468.26,863.90,95.99,3605.90
2451494,68068,19,659,14904,333,270,623,19109,424,62,1,2031,15,1,1,586,24,77.76,2.33,80.09,67.29,15.36,52.87,24.14,0.75,84.98
2451542,13913,20,348,8181,2486,255,155,12256,1550,404,1,2509,6,1,1,588,51,5638.56,507.47,6146.03,69.01,2550.51,4623.61,883.00,131.95,3126.99
2451460,15503,164,974,4286,5462,359,632,17841,2663,241,1,2001,2,1,1,589,11,49.50,2.47,51.97,65.08,818.51,11.38,38.12,0.00,886.06
2451394,37464,121,974,4286,5462,359,798,8489,2034,470,1,1977,4,1,1,589,59,393.53,7.87,401.40,20.18,232.46,70.83,45.17,277.53,260.51
2451527,69147,145,62,8957,6091,29,576,13041,3796,286,1,2117,2,1,1,590,66,782.10,70.38,852.48,54.58,1646.70,453.61,289.07,39.42,1771.66
2451518,37487,160,687,17055,3039,15,876,16366,2056,99,1,1989,15,1,1,591,22,121.22,9.69,130.91,53.59,130.02,98.18,16.35,6.69,193.30
2451395,65802,104,687,17055,3039,15,779,8948,693,486,1,1994,18,1,1,591,25,886.00,35.44,921.44,60.03,1117.25,708.80,127.58,49.62,1212.72
2451457,69139,34,687,17055,3039,15,410,5816,6894,13,1,2051,11,1,1,591,14,519.40,0.00,519.40,25.84,227.22,472.65,42.07,4.68,253.06
2451582,23834,122,32,15620,5680,404,918,9738,5724,243,1,2011,20,1,1,592,54,1182.06,11.82,1193.88,47.21,483.30,756.51,297.88,127.67,542.33
2451510,68013,55,70,4338,1893,181,122,7674,615,28,1,2565,14,1,1,594,3,401.79,0.00,401.79,49.75,109.11,160.71,84.37,156.71,158.86
2451580,67505,40,461,15335,4353,352,648,18435,4577,411,1,2542,13,1,1,595,49,15.68,0.00,15.68,21.35,66.15,6.42,6.38,2.88,87.50
2451528,27701,110,461,15335,4353,352,834,3230,1590,445,1,2560,16,1,1,595,7,457.80,22.89,480.69,84.28,416.22,169.38,288.42,0.00,523.39
2451472,39870,172,48,979,2454,10,48,979,6544,10,1,2055,15,1,1,597,49,67.62,0.00,67.62,87.21,1561.63,1.35,11.26,55.01,1648.84
2451561,20304,37,48,979,2454,10,212,6288,2563,494,1,1999,7,1,1,597,64,5141.12,359.87,5500.99,99.11,570.88,1799.39,501.25,2840.48,1029.86
2451598,63693,127,48,979,2454,10,48,979,130,10,1,1956,14,1,1,597,62,1070.12,0.00,1070.12,99.17,427.80,481.55,500.28,88.29,526.97
2451529,64668,88,154,503,813,366,995,17949,2079,201,1,2015,14,1,1,603,46,745.20,44.71,789.91,71.99,1650.02,290.62,331.84,122.74,1766.72
2451550,44332,13,154,503,813,366,637,12000,6072,255,1,2160,10,1,1,603,16,567.20,45.37,612.57,69.45,238.72,62.39,30.28,474.53,353.54
2451471,45643,100,154,503,813,366,814,1946,1276,327,1,1981,14,1,1,603,29,1764.65,123.52,1888.17,99.28,1617.62,882.32,388.22,494.11,1840.42
2451437,55469,1,813,9334,6984,293,435,13039,3419,179,1,1966,19,1,1,604,38,2582.86,25.82,2608.68,86.14,885.40,697.37,1244.42,641.07,997.36
2451552,37170,74,459,3822,1632,495,523,2488,3345,426,1,1950,9,1,1,606,1,35.94,2.87,38.81,77.46,50.65,33.42,2.46,0.06,130.98
2451437,43087,122,751,12557,6044,467,849,8859,6996,112,1,2028,6,1,1,607,7,542.01,5.42,547.43,57.48,641.83,373.98,127.70,40.33,704.73
2451469,74966,97,877,13402,2750,463,998,1743,4433,458,1,1973,19,1,1,608,7,164.08,1.64,165.72,53.35,20.51,108.29,55.79,0.00,75.50
2451565,59505,152,473,14537,3840,500,274,12066,102,122,1,2604,9,1,1,612,20,108.00,1.08,109.08,9.62,30.60,9.72,42.26,56.02,41.30
2451434,39953,38,473,14537,3840,500,896,889,6839,332,1,2236,10,1,1,612,21,121.59,9.72,131.31,65.73,202.86,36.47,1.70,83.42,278.31
2451564,70259,139,313,12204,4568,172,154,13397,4749,102,1,2110,15,1,1,614,25,1055.50,31.66,1087.16,36.14,1025.50,306.09,404.68,344.73,1093.30
2451429,6684,20,249,9282,5628,194,797,14463,6394,204,1,2115,20,1,1,620,2,136.98,9.58,146.56,83.37,2.44,84.92,25.50,26.56,95.39
2451438,65199,176,249,9282,5628,194,113,11293,6103,333,1,2240,3,1,1,620,37,491.36,14.74,506.10,94.89,260.85,275.16,214.03,2.17,370.48
2451484,67869,115,932,15765,5143,72,585,13034,6872,47,1,2145,6,1,1,621,48,2769.12,27.69,2796.81,22.75,346.08,1689.16,917.96,162.00,396.52
2451433,31105,19,932,15765,5143,72,452,12804,1273,78,1,2120,6,1,1,621,47,7526.58,225.79,7752.37,2.61,96.35,2182.70,4435.42,908.46,324.75
2451482,37410,55,634,12069,1391,46,634,12069,7006,46,1,2097,19,1,1,625,6,874.14,52.44,926.58,7.03,281.34,279.72,475.53,118.89,340.81
2451500,66350,40,586,5766,2066,106,135,14327,5384,376,1,2075,5,1,1,626,5,130.90,7.85,138.75,62.56,261.85,41.88,25.81,63.21,332.26
2451464,71932,64,393,3066,188,162,256,10141,5566,244,1,2151,5,1,1,627,69,816.27,32.65,848.92,19.46,2312.88,767.29,22.53,26.45,2364.99
2451469,61746,170,393,3066,188,162,182,14740,1165,494,1,2695,14,1,1,627,1,123.04,11.07,134.11,36.24,56.78,22.14,69.62,31.28,104.09
2451497,44765,148,393,3066,188,162,480,5092,2039,309,1,2594,5,1,1,627,58,2358.86,165.12,2523.98,26.70,1711.58,1462.49,717.09,179.28,1903.40
2451555,38365,157,393,3066,188,162,855,1002,4601,459,1,2062,12,1,1,627,15,443.25,39.89,483.14,88.00,43.35,425.52,4.96,12.77,171.24
2451555,78595,160,589,10704,5700,132,896,19183,6731,51,1,2222,4,1,1,630,31,2286.25,22.86,2309.11,11.61,1606.42,845.91,1094.65,345.69,1640.89
2451511,13145,175,880,6230,4499,32,630,10829,2599,392,1,2693,4,1,1,633,4,136.96,12.32,149.28,76.57,11.88,97.24,15.49,24.23,100.77
2451485,23489,130,532,,,236,,442,5653,,,2238,18,,,636,52,399.88,,407.87,98.68,,263.92,16.31,,
2451443,65271,76,119,8570,3462,10,50,18429,5713,117,1,2612,9,1,1,639,1,17.21,1.20,18.41,59.52,8.70,13.25,3.24,0.72,69.42
2451582,23614,94,887,10566,6501,8,877,14691,1052,116,1,2078,7,1,1,640,23,97.52,6.82,104.34,5.38,422.74,49.73,36.79,11.00,434.94
2451527,72010,163,258,18547,5396,65,574,12814,4997,12,1,2254,3,1,1,643,67,6340.88,507.27,6848.15,15.98,2181.52,1965.67,3193.90,1181.31,2704.77
2451584,45480,122,95,2613,779,321,988,12696,3292,124,1,2764,7,1,1,647,44,878.24,79.04,957.28,47.56,57.64,421.55,100.47,356.22,184.24
2451640,24674,172,50,15476,5782,1,987,9916,6983,54,1,2210,14,1,1,648,63,2771.37,166.28,2937.65,18.96,1242.36,83.14,2661.34,26.89,1427.60
2451606,46052,2,50,15476,5782,1,611,514,1289,84,1,2123,2,1,1,648,23,742.90,59.43,802.33,83.14,345.23,475.45,10.69,256.76,487.80
2451546,46167,20,546,15586,5355,483,305,17135,4133,175,1,2195,8,1,1,650,13,199.29,15.94,215.23,76.90,188.24,119.57,43.84,35.88,281.08
2451571,84516,97,331,18113,3599,233,331,18113,6856,233,1,2164,2,1,1,652,9,866.43,60.65,927.08,6.88,223.29,667.15,127.53,71.75,290.82
2451550,41795,112,11,8566,5841,456,186,1840,5711,405,1,2056,13,1,1,653,24,3254.64,130.18,3384.82,25.94,1225.68,3222.09,27.99,4.56,1381.80
2451529,65871,122,261,8690,5814,167,338,8217,5969,168,1,2075,11,1,1,654,31,2435.98,194.87,2630.85,24.41,2277.26,121.79,69.42,2244.77,2496.54
2451571,51726,38,448,17933,3273,162,870,6111,1816,105,1,2226,19,1,1,655,31,1062.68,95.64,1158.32,16.62,858.39,478.20,403.29,181.19,970.65
2451568,40557,56,448,17933,3273,162,178,7454,4017,33,1,2111,1,1,1,655,58,5750.70,0.00,5750.70,7.80,1875.14,517.56,1046.62,4186.52,1882.94
2451445,42761,13,392,13005,2114,128,841,2127,3701,119,1,2178,6,1,1,656,7,42.14,3.37,45.51,83.00,87.78,9.69,31.47,0.98,174.15
2451544,72553,134,392,13005,2114,128,557,12764,5929,159,1,2096,16,1,1,656,60,180.60,1.80,182.40,12.51,49.20,86.68,30.05,63.87,63.51
2451545,21751,34,741,14826,1166,302,417,15666,732,122,1,2196,12,1,1,657,70,1465.10,102.55,1567.65,12.96,87.50,835.10,535.50,94.50,203.01
2451524,25761,61,,13628,7010,273,,2604,3728,144,1,,12,,,658,6,,0.00,143.82,,,,,52.47,147.03
2451516,33925,85,590,13628,7010,273,600,10280,5838,11,1,2097,16,1,1,658,9,241.11,4.82,245.93,69.76,4.23,84.38,14.10,142.63,78.81
2451597,45374,146,972,2448,3515,410,972,2448,2235,410,1,2140,12,1,1,661,42,3580.08,71.60,3651.68,41.53,125.58,2112.24,29.35,1438.49,238.71
2451514,81323,4,366,11280,2689,27,698,12542,5256,61,1,2086,9,1,1,662,32,178.24,10.69,188.93,67.07,178.24,51.68,12.65,113.91,256.00
2451499,80302,121,28,6710,2361,4,401,1882,6693,356,1,2713,12,1,1,665,2,94.56,6.61,101.17,74.53,31.52,17.02,24.03,53.51,112.66
2451617,27309,25,266,10836,3334,68,536,13854,6067,404,1,2763,2,1,1,667,15,86.40,7.77,94.17,86.05,893.85,9.50,28.45,48.45,987.67
2451580,15739,175,248,3635,6654,257,743,19031,3342,492,1,2794,15,1,1,669,25,924.75,73.98,998.73,96.24,308.25,360.65,541.53,22.57,478.47
2451468,8173,127,248,3635,6654,257,695,10718,3943,412,1,2142,12,1,1,669,19,3958.65,277.10,4235.75,9.37,288.61,2929.40,586.67,442.58,575.08
2451637,36586,22,923,1619,4130,310,64,5302,1038,435,1,2208,20,1,1,670,61,2431.46,218.83,2650.29,98.15,1350.54,753.75,1241.50,436.21,1667.52
2451612,28767,79,366,6201,3635,93,653,8530,1976,167,1,2749,1,1,1,671,14,868.28,17.36,885.64,29.90,0.00,738.03,66.42,63.83,47.26
2451511,30948,154,403,13140,5813,418,902,9633,5945,321,1,2779,9,1,1,672,2,60.02,1.80,61.82,8.53,17.04,45.01,12.15,2.86,27.37
2451597,74711,4,155,7496,6454,27,698,8842,415,39,1,2107,4,1,1,673,7,332.01,26.56,358.57,14.85,35.56,278.88,45.16,7.97,76.97
2451521,29525,86,122,6355,4004,45,97,6441,3961,101,1,2144,14,1,1,675,22,2087.80,125.26,2213.06,7.22,44.22,1607.60,336.14,144.06,176.70
2451498,43926,163,781,4126,3936,237,762,7929,6476,364,1,2060,15,1,1,676,26,92.04,2.76,94.80,42.36,253.24,89.27,2.54,0.23,298.36
2451490,38938,2,21,12916,6667,37,574,7420,4526,25,1,2136,16,1,1,679,28,1527.40,76.37,1603.77,98.16,187.04,274.93,738.95,513.52,361.57
2451562,54247,136,608,17866,6435,25,53,14130,1473,153,1,2210,14,1,1,680,25,1438.75,71.93,1510.68,14.77,1173.75,1194.16,29.35,215.24,1260.45
2451557,71762,73,708,4201,6326,35,412,912,1155,111,1,2819,13,1,1,681,10,588.50,0.00,588.50,74.05,60.80,194.20,287.83,106.47,134.85
2451544,39087,31,114,4270,194,281,175,11446,7197,280,1,2158,2,1,1,683,1,139.52,4.18,143.70,6.74,20.58,110.22,8.49,20.81,31.50
2451501,58601,136,114,4270,194,281,687,17906,3322,109,1,2122,3,1,1,683,43,2423.05,24.23,2447.28,49.26,2423.05,218.07,1256.83,948.15,2496.54
2451580,68652,64,114,4270,194,281,821,17057,5742,375,1,2814,14,1,1,683,13,1108.12,33.24,1141.36,53.53,655.46,609.46,219.41,279.25,742.23
2451471,38399,158,114,4270,194,281,114,4270,1712,281,1,2055,20,1,1,683,42,429.66,34.37,464.03,66.83,53.34,193.34,148.88,87.44,154.54
2451620,84956,38,697,7019,5004,234,36,3773,5553,194,1,2886,11,1,1,685,6,27.12,0.54,27.66,46.51,4.08,18.17,8.05,0.90,51.13
2451617,77649,31,8,6068,4064,45,385,14798,4723,129,1,2061,8,1,1,686,36,3911.40,195.57,4106.97,22.13,715.32,3129.12,531.95,250.33,933.02
2451502,31349,136,741,7939,401,478,971,2604,29,38,1,2145,11,1,1,687,26,961.48,28.84,990.32,51.41,1131.00,557.65,335.17,68.66,1211.25
2451584,63090,64,,7939,401,478,,,5183,237,,,,,,687,,,,,,3649.36,,2001.53,,3930.15
2451592,74476,158,741,7939,401,478,115,17087,5393,156,1,2094,19,1,1,687,33,904.53,27.13,931.66,31.47,384.45,416.08,439.60,48.85,443.05
2451587,51328,73,741,7939,401,478,333,13465,5528,451,1,2910,7,1,1,687,2,9.50,0.28,9.78,60.45,3.22,4.08,2.49,2.93,63.95
2451658,48435,109,741,7939,401,478,783,16197,1449,462,1,2227,8,1,1,687,4,40.44,1.21,41.65,18.32,50.12,25.88,14.26,0.30,69.65
2451546,53306,38,,,6104,,,,4056,277,1,2191,7,,1,689,,996.80,,,,13.60,578.14,,,
2451581,15367,121,521,2921,6104,419,521,2921,2908,419,1,2067,3,1,1,689,49,9808.82,294.26,10103.08,83.63,4217.43,2452.20,1544.89,5811.73,4595.32
2451465,67409,94,287,13075,2719,335,501,12545,5102,271,1,2203,11,1,1,694,17,21.93,0.65,22.58,63.14,1011.67,17.54,1.93,2.46,1075.46
2451499,29773,16,287,13075,2719,335,116,3380,2452,412,1,2860,19,1,1,694,46,2921.00,116.84,3037.84,63.42,761.76,2804.16,79.45,37.39,942.02
2451488,79914,16,555,13346,432,147,596,3450,6252,330,1,2896,10,1,1,695,53,124.55,3.73,128.28,12.92,27.56,68.50,4.48,51.57,44.21
2451581,43423,146,677,15328,4130,133,76,16646,1433,337,1,2153,9,1,1,696,11,187.55,1.87,189.42,11.54,333.41,97.52,57.61,32.42,346.82
2451556,44913,31,825,18142,2932,462,421,17796,1340,20,1,2246,20,1,1,698,3,190.32,11.41,201.73,39.86,112.23,123.70,36.64,29.98,163.50
2451515,35787,164,825,18142,2932,462,921,7761,416,186,1,2831,8,1,1,698,39,2679.69,0.00,2679.69,53.01,0.00,0.00,1741.79,937.90,53.01
2451705,54565,82,40,82,2860,70,217,3186,3009,228,1,2890,18,1,1,700,9,986.04,0.00,986.04,5.19,468.09,542.32,212.98,230.74,473.28
2451548,74844,26,38,14718,4822,414,422,7736,6779,10,1,2896,10,1,1,701,12,1131.96,90.55,1222.51,84.52,11.76,203.75,297.02,631.19,186.83
2451572,41548,92,159,12043,3327,411,52,1010,6422,230,1,2069,14,1,1,702,21,573.51,40.14,613.65,26.07,675.99,332.63,221.60,19.28,742.20
2451616,54540,133,549,6525,686,178,690,4017,2202,368,1,2140,13,1,1,704,4,93.72,1.87,95.59,34.27,38.32,75.91,8.72,9.09,74.46
2451531,68099,73,549,6525,686,178,818,9775,976,258,1,2152,11,1,1,704,6,485.76,43.71,529.47,39.32,28.56,427.46,1.74,56.56,111.59
2451656,39320,38,435,11885,375,292,521,6629,5176,31,1,2091,9,1,1,707,4,5.48,0.49,5.97,57.02,38.40,3.89,0.77,0.82,95.91
2451682,27551,64,179,5049,671,64,355,8291,3909,48,1,2924,19,1,1,710,53,3150.32,283.52,3433.84,86.40,1457.50,0.00,1606.66,1543.66,1827.42
2451582,46496,19,614,7851,2999,68,112,7224,5004,156,1,2063,19,1,1,715,88,542.08,16.26,558.34,99.47,795.52,411.98,6.50,123.60,911.25
2451607,41392,133,923,15052,662,8,446,14339,6093,348,1,2270,20,1,1,718,2,158.36,11.08,169.44,44.03,65.72,136.18,11.31,10.87,120.83
2451592,82432,100,923,15052,662,8,54,6762,4366,106,1,2329,6,1,1,718,8,1207.84,36.23,1244.07,36.46,515.68,434.82,293.74,479.28,588.37
2451628,53122,152,923,15052,662,8,717,15640,3562,283,1,2375,5,1,1,718,43,5411.55,162.34,5573.89,11.54,1629.70,3788.08,422.10,1201.37,1803.58
2451679,70531,170,923,15052,662,8,697,16546,1444,22,1,2371,3,1,1,718,12,1900.80,57.02,1957.82,16.54,1126.32,323.13,646.84,930.83,1199.88
2451590,61469,73,923,15052,662,8,809,2674,968,493,1,2960,7,1,1,718,69,2882.13,28.82,2910.95,87.76,1399.32,1239.31,197.13,1445.69,1515.90
2451558,16389,172,100,2723,2689,60,341,4203,3471,450,1,2998,6,1,1,721,84,1960.56,137.23,2097.79,85.00,2557.80,548.95,1101.05,310.56,2780.03
2451653,54638,122,100,2723,2689,60,7,7899,4346,494,1,2291,12,1,1,721,56,404.88,0.00,404.88,30.45,50.40,327.95,50.77,26.16,80.85
2451622,36814,85,348,9,2853,129,246,11656,3850,81,1,2097,8,1,1,723,10,138.10,1.38,139.48,42.78,28.50,102.19,34.83,1.08,72.66
2451628,22550,67,283,9911,3074,193,479,17342,2315,148,1,2970,7,1,1,726,68,2464.32,123.21,2587.53,0.54,574.60,295.71,954.18,1214.43,698.35
2451711,38075,43,996,8027,5905,236,625,12832,5183,389,1,3023,13,1,1,727,16,277.76,19.44,297.20,64.72,370.40,66.66,14.77,196.33,454.56
2451584,37328,62,254,4855,1369,450,791,12857,4380,194,1,2118,2,1,1,733,24,2412.24,0.00,2412.24,44.44,680.16,1616.20,326.37,469.67,724.60
2451669,48048,20,586,9787,1476,221,7,2253,3972,438,1,2961,2,1,1,734,57,1429.56,100.06,1529.62,21.82,267.90,929.21,135.09,365.26,389.78
2451501,66418,128,461,17654,4383,297,603,5819,2272,137,1,2131,12,1,1,740,14,96.60,3.86,100.46,14.09,96.60,56.02,0.40,40.18,114.55
2451664,731,79,217,3141,3994,206,124,5990,6898,498,1,2063,18,1,1,741,30,150.60,6.02,156.62,67.09,32.70,69.27,65.06,16.27,105.81
2451738,82687,50,217,3141,3994,206,540,6784,5539,487,1,2157,18,1,1,741,1,143.08,5.72,148.80,54.62,27.82,134.49,6.70,1.89,88.16
2451717,56731,49,363,12211,4378,209,415,2256,3679,186,1,3125,7,1,1,742,2,266.18,5.32,271.50,36.74,50.42,181.00,71.55,13.63,92.48
2451678,25499,116,363,12211,4378,209,342,10323,3921,2,1,2118,11,1,1,742,37,207.57,4.15,211.72,66.98,890.96,159.82,38.67,9.08,962.09
2451596,70599,61,493,268,5828,472,55,18470,5064,229,1,3132,10,1,1,744,56,2668.96,240.20,2909.16,7.86,641.76,934.13,988.85,745.98,889.82
2451535,58654,140,562,3986,25,80,743,5114,2771,340,1,2135,7,1,1,746,49,3873.94,271.17,4145.11,76.47,578.20,2363.10,120.86,1389.98,925.84
2451639,16041,28,688,6227,1191,66,773,12264,6726,473,1,2129,15,1,1,748,16,166.40,1.66,168.06,53.45,55.36,134.78,24.34,7.28,110.47
2451704,18610,22,688,6227,1191,66,648,18572,401,143,1,2339,10,1,1,748,40,3393.20,169.66,3562.86,43.74,1950.00,2273.44,582.27,537.49,2163.40
2451734,44844,37,907,7610,2881,368,441,12809,153,165,1,2142,14,1,1,750,2,267.22,21.37,288.59,53.70,66.80,26.72,189.99,50.51,141.87
2451681,74713,10,907,7610,2881,368,907,7610,1111,368,1,3088,12,1,1,750,54,4002.48,320.19,4322.67,74.87,2445.66,2761.71,173.70,1067.07,2840.72
2451671,74435,100,8,15286,4932,194,988,2008,5426,292,1,2114,10,1,1,752,69,4214.52,0.00,4214.52,45.12,4214.52,42.14,2586.87,1585.51,4259.64
2451585,44875,134,8,15286,4932,194,616,1574,4373,360,1,3092,7,1,1,752,46,4359.42,261.56,4620.98,27.00,3133.06,1438.60,2511.90,408.92,3421.62
2451722,59823,158,8,15286,4932,194,723,7729,3025,253,1,3130,3,1,1,752,4,0.00,0.00,0.00,90.85,58.00,0.00,0.00,0.00,148.85
2451729,73555,79,426,15824,2133,10,296,14331,983,319,1,2111,20,1,1,754,19,124.45,11.20,135.65,49.43,75.62,60.98,19.04,44.43,136.25
2451640,74711,158,926,9296,1242,153,495,18690,4696,30,1,2097,12,1,1,755,10,411.40,4.11,415.51,71.15,884.50,181.01,158.96,71.43,959.76
2451629,41070,56,737,17779,3669,135,971,1877,3848,316,1,2337,1,1,1,756,42,3619.98,289.59,3909.57,6.13,1652.28,3330.38,69.50,220.10,1948.00
2451708,21054,157,737,17779,3669,135,781,10354,2278,431,1,2105,4,1,1,756,22,980.54,88.24,1068.78,13.54,118.80,833.45,107.37,39.72,220.58
2451690,68635,26,350,10515,2433,398,834,2646,2666,55,1,2128,9,1,1,757,3,43.59,3.48,47.07,73.86,23.76,37.05,3.07,3.47,101.10
2451710,57600,50,299,10126,226,213,864,13561,2271,132,1,2337,8,1,1,761,1,103.02,7.21,110.23,71.72,35.52,86.53,4.61,11.88,114.45
2451611,33334,133,628,1597,1293,449,697,5449,3901,137,1,3061,18,1,1,764,19,25.65,2.05,27.70,69.63,696.92,19.49,1.90,4.26,768.60
2451692,371,100,628,1597,1293,449,844,4022,6436,346,1,2302,9,1,1,764,46,3041.98,212.93,3254.91,61.96,1862.08,486.71,1788.68,766.59,2136.97
2451618,52092,31,628,1597,1293,449,422,12860,7131,339,1,2276,10,1,1,764,13,354.51,0.00,354.51,75.24,275.73,322.60,28.71,3.20,350.97
2451631,67622,7,518,6337,7045,432,445,13162,6484,498,1,2066,7,1,1,767,23,3735.20,74.70,3809.90,25.29,2098.52,2577.28,914.75,243.17,2198.51
2451694,73469,2,116,5803,5650,117,308,17729,2828,123,1,2090,1,1,1,769,5,257.50,5.15,262.65,17.06,143.35,110.72,77.79,68.99,165.56
2451626,71436,32,299,13781,2359,489,859,6761,5722,460,1,3095,8,1,1,772,48,4939.68,49.39,4989.07,81.66,102.72,3111.99,676.24,1151.45,233.77
2451577,73733,10,752,15302,620,254,752,15302,3890,254,1,2069,15,1,1,773,6,33.54,0.00,33.54,23.02,23.46,21.13,11.78,0.63,46.48
2451694,73367,112,113,1287,5804,126,582,10759,5502,362,1,2131,9,1,1,774,6,111.78,10.06,121.84,71.48,156.54,105.07,6.44,0.27,238.08
2451601,50431,2,113,1287,5804,126,665,18108,6510,253,1,3063,9,1,1,774,29,2353.64,188.29,2541.93,78.56,419.05,847.31,301.26,1205.07,685.90
2451663,61963,122,113,1287,5804,126,206,6795,378,250,1,3083,20,1,1,774,37,93.61,1.87,95.48,67.86,172.79,43.06,40.94,9.61,242.52
2451666,74105,112,398,6055,3520,181,152,18156,990,424,1,2094,13,1,1,775,32,2312.32,115.61,2427.93,60.85,168.00,716.81,989.21,606.30,344.46
2451627,41658,151,398,6055,3520,181,89,6933,5865,130,1,2304,19,1,1,775,1,0.00,0.00,0.00,94.56,43.39,0.00,0.00,0.00,137.95
2451599,40777,37,512,4869,3802,347,653,9184,3555,211,1,3037,13,1,1,777,21,1492.26,59.69,1551.95,26.49,1003.80,656.59,635.10,200.57,1089.98
2451643,46177,163,512,4869,3802,347,263,19102,1966,193,1,2092,20,1,1,777,3,683.46,20.50,703.96,65.26,157.11,451.08,32.53,199.85,242.87
2451638,42231,37,643,18194,6073,441,311,15133,208,466,1,2342,13,1,1,778,3,189.57,1.89,191.46,1.88,272.52,47.39,41.23,100.95,276.29
2451540,40763,127,643,18194,6073,441,117,14847,2376,381,1,2369,16,1,1,778,9,14.22,1.13,15.35,91.45,170.82,7.82,1.15,5.25,263.40
2451676,19217,40,82,9889,72,414,438,331,5952,378,1,2299,10,1,1,783,12,118.08,5.90,123.98,54.45,228.36,100.36,6.02,11.70,288.71
2451668,41581,158,539,6283,3163,375,610,16950,2315,32,1,3126,10,1,1,786,80,5156.00,412.48,5568.48,15.53,4932.00,2165.52,2900.76,89.72,5360.01
2451721,48280,94,25,10049,4008,176,767,18410,3579,20,1,2328,3,1,1,787,39,929.76,0.00,929.76,88.81,3003.78,427.68,331.37,170.71,3092.59
2451681,84513,38,210,3116,2646,417,829,10824,2769,123,1,2284,19,1,1,791,52,4307.68,86.15,4393.83,19.21,2637.96,2756.91,635.81,914.96,2743.32
2451587,48050,140,329,11057,4513,52,167,12347,6390,408,1,2279,15,1,1,792,32,243.20,12.16,255.36,85.44,196.16,223.74,1.36,18.10,293.76
2451630,63087,170,670,19070,727,279,991,14023,1139,484,1,3050,13,1,1,793,2,94.58,3.78,98.36,23.95,70.92,77.55,4.76,12.27,98.65
2451694,55632,56,100,11829,6950,75,765,10111,3398,21,1,2144,17,1,1,794,58,552.16,44.17,596.33,56.93,1151.30,552.16,0.00,0.00,1252.40
2451684,68686,134,301,12049,1124,459,110,10032,2562,452,1,3112,9,1,1,795,29,505.18,45.46,550.64,13.26,80.04,202.07,27.27,275.84,138.76
2451544,71629,142,301,12049,1124,459,15,5681,1166,222,1,2151,9,1,1,795,19,434.53,30.41,464.94,31.75,651.70,247.68,44.84,142.01,713.86
2451693,72551,28,226,8758,3091,47,290,4545,4955,264,1,3041,17,1,1,800,39,5246.67,419.73,5666.40,34.82,182.91,4512.13,124.87,609.67,637.46
2451614,51516,115,603,3178,3161,240,493,9569,1965,252,1,2142,12,1,1,803,16,2871.68,28.71,2900.39,79.45,32.16,315.88,945.64,1610.16,140.32
