product_id,name,category,price,cost
P01942,Product 1942,Books,199.03,114.39
P01943,Product 1943,Toys,211.51,185.66
P01944,Product 1944,Clothing,140.41,128.22
P01945,Product 1945,Books,76.65,114.71
P01946,Product 1946,Home,456.36,104.38
P01947,Product 1947,Garden,70.89,51.95
P01948,Product 1948,Home,7.99,55.03
P01949,Product 1949,Clothing,375.97,110.6
P01950,Product 1950,Sports,474.48,49.04
P01951,Product 1951,Electronics,12.41,72.51
P01952,Product 1952,Home,22.63,30.83
P01953,Product 1953,Books,136.15,68.3
P01954,Product 1954,Books,182.63,9.24
P01955,Product 1955,Toys,301.23,11.0
P01956,Product 1956,Garden,127.75,103.07
P01957,Product 1957,Electronics,144.3,5.85
P01958,Product 1958,Beauty,22.55,174.15
P01959,Product 1959,Sports,167.06,107.8
P01960,Product 1960,Sports,216.8,47.08
P01961,Product 1961,Home,67.16,38.61
P01962,Product 1962,Beauty,16.34,66.07
P01963,Product 1963,Clothing,277.88,30.53
P01964,Product 1964,Books,84.08,40.87
P01965,Product 1965,Electronics,499.59,90.71
P01966,Product 1966,Clothing,225.63,52.29
P01967,Product 1967,Toys,13.27,78.85
P01968,Product 1968,Sports,163.11,147.81
P01969,Product 1969,Home,285.74,5.55
P01970,Product 1970,Garden,451.87,131.27
P01971,Product 1971,Home,313.56,132.35
P01972,Product 1972,Home,36.06,121.05
P01973,Product 1973,Sports,24.03,181.3
P01974,Product 1974,Garden,50.07,195.76
P01975,Product 1975,Books,365.31,95.65
P01976,Product 1976,Sports,41.94,150.95
P01977,Product 1977,Home,461.67,4.54
P01978,Product 1978,Garden,363.77,23.27
P01979,Product 1979,Sports,321.89,49.84
P01980,Product 1980,Books,473.51,160.9
P01981,Product 1981,Sports,126.86,98.65
P01982,Product 1982,Electronics,94.07,56.16
P01983,Product 1983,Home,216.48,117.39
P01984,Product 1984,Garden,455.44,190.3
P01985,Product 1985,Books,491.9,66.12
P01986,Product 1986,Sports,330.38,187.91
P01987,Product 1987,Beauty,428.95,123.95
P01988,Product 1988,Electronics,438.03,125.64
P01989,Product 1989,Beauty,474.06,177.1
P01990,Product 1990,Books,257.12,134.88
P01991,Product 1991,Electronics,486.65,6.73
P01992,Product 1992,Beauty,308.44,184.65
P01993,Product 1993,Beauty,298.45,85.85
P01994,Product 1994,Clothing,422.55,73.32
P01995,Product 1995,Electronics,494.87,171.87
P01996,Product 1996,Electronics,304.08,11.76
P01997,Product 1997,Beauty,276.63,191.09
P01998,Product 1998,Sports,164.22,115.42
P01999,Product 1999,Garden,61.59,93.57
P02000,Product 2000,Home,266.66,104.82
