preference_id,consumer_id,category,preference_score
PF00165320,CON0001832,Home,8
PF00165321,CON0046751,Automotive,6
PF00165322,CON0042362,Electronics,4
PF00165323,CON0056580,Health,2
PF00165324,CON0083422,Groceries,2
PF00165325,CON0005527,Fashion,1
PF00165326,CON0057909,Fashion,7
PF00165327,CON0066126,Entertainment,6
PF00165328,CON0030314,Groceries,2
PF00165329,CON0029831,Home,2
PF00165330,CON0046052,Travel,3
PF00165331,CON0042362,Entertainment,8
PF00165332,CON0075064,Groceries,6
PF00165333,CON0070039,Groceries,5
PF00165334,CON0077435,Entertainment,4
PF00165335,CON0062106,Electronics,1
PF00165336,CON0080624,Fashion,7
PF00165337,CON0027065,Fashion,9
PF00165338,CON0076563,Health,9
PF00165339,CON0015274,Home,2
PF00165340,CON0033934,Fashion,10
PF00165341,CON0090347,Groceries,10
PF00165342,CON0081264,Health,10
PF00165343,CON0010211,Entertainment,7
PF00165344,CON0042912,Fashion,8
PF00165345,CON0066001,Home,1
PF00165346,CON0080635,Entertainment,1
PF00165347,CON0021613,Electronics,8
PF00165348,CON0068908,Entertainment,7
PF00165349,CON0092718,Travel,4
PF00165350,CON0078300,Electronics,4
PF00165351,CON0061985,Health,10
PF00165352,CON0029224,Home,1
PF00165353,CON0053747,Entertainment,7
PF00165354,CON0052142,Automotive,4
PF00165355,CON0069187,Travel,8
PF00165356,CON0099969,Entertainment,4
PF00165357,CON0037433,Home,7
PF00165358,CON0026666,Electronics,4
PF00165359,CON0085829,Home,6
PF00165360,CON0038695,Travel,9
PF00165361,CON0064154,Automotive,3
PF00165362,CON0055965,Automotive,10
PF00165363,CON0001763,Electronics,8
PF00165364,CON0010583,Health,9
PF00165365,CON0026153,Electronics,5
PF00165366,CON0010807,Electronics,10
PF00165367,CON0022890,Automotive,8
PF00165368,CON0089060,Health,5
PF00165369,CON0004253,Health,10
PF00165370,CON0075123,Automotive,3
PF00165371,CON0089551,Fashion,5
PF00165372,CON0075089,Fashion,4
PF00165373,CON0074371,Entertainment,4
PF00165374,CON0097825,Electronics,9
PF00165375,CON0013509,Groceries,6
PF00165376,CON0010213,Groceries,3
PF00165377,CON0087968,Groceries,4
PF00165378,CON0023274,Automotive,2
PF00165379,CON0020031,Automotive,8
PF00165380,CON0099426,Groceries,10
PF00165381,CON0085462,Groceries,9
PF00165382,CON0000074,Fashion,8
PF00165383,CON0080448,Groceries,10
PF00165384,CON0031147,Groceries,4
PF00165385,CON0013501,Entertainment,8
PF00165386,CON0031205,Entertainment,9
PF00165387,CON0063323,Automotive,5
PF00165388,CON0020890,Health,8
PF00165389,CON0044282,Automotive,3
PF00165390,CON0020059,Home,6
PF00165391,CON0033657,Electronics,9
PF00165392,CON0095886,Travel,9
PF00165393,CON0062949,Electronics,5
PF00165394,CON0067007,Electronics,4
PF00165395,CON0078338,Home,10
PF00165396,CON0088736,Groceries,7
PF00165397,CON0022591,Travel,4
PF00165398,CON0076533,Electronics,4
PF00165399,CON0020609,Travel,5
PF00165400,CON0019422,Electronics,10
PF00165401,CON0027278,Automotive,1
PF00165402,CON0065377,Fashion,6
PF00165403,CON0019294,Automotive,10
PF00165404,CON0052183,Home,6
PF00165405,CON0099419,Home,8
PF00165406,CON0028294,Entertainment,3
PF00165407,CON0059960,Health,4
PF00165408,CON0028410,Electronics,3
PF00165409,CON0073124,Health,7
PF00165410,CON0097042,Automotive,8
PF00165411,CON0011976,Automotive,5
PF00165412,CON0009662,Entertainment,10
PF00165413,CON0092735,Travel,9
PF00165414,CON0046990,Home,4
PF00165415,CON0091020,Automotive,7
PF00165416,CON0019702,Groceries,7
PF00165417,CON0044658,Fashion,6
PF00165418,CON0002649,Home,3
PF00165419,CON0034277,Home,5
PF00165420,CON0055748,Travel,8
PF00165421,CON0047072,Entertainment,7
PF00165422,CON0034036,Fashion,6
PF00165423,CON0091227,Automotive,3
PF00165424,CON0040687,Groceries,8
PF00165425,CON0032576,Home,9
PF00165426,CON0065367,Home,5
PF00165427,CON0030944,Home,9
PF00165428,CON0060115,Electronics,4
PF00165429,CON0003408,Automotive,8
PF00165430,CON0072074,Automotive,5
PF00165431,CON0012170,Entertainment,3
PF00165432,CON0087380,Home,4
PF00165433,CON0012005,Health,5
PF00165434,CON0076847,Health,1
PF00165435,CON0052188,Automotive,6
PF00165436,CON0047093,Electronics,9
PF00165437,CON0090966,Fashion,4
PF00165438,CON0024005,Automotive,7
PF00165439,CON0095870,Electronics,1
PF00165440,CON0008160,Automotive,8
PF00165441,CON0097475,Fashion,3
PF00165442,CON0068601,Home,10
PF00165443,CON0098232,Health,5
PF00165444,CON0005710,Automotive,4
PF00165445,CON0028024,Entertainment,1
PF00165446,CON0063638,Fashion,2
PF00165447,CON0070928,Travel,10
PF00165448,CON0066514,Electronics,6
PF00165449,CON0041450,Groceries,4
PF00165450,CON0095015,Electronics,9
PF00165451,CON0068161,Health,3
PF00165452,CON0028473,Automotive,5
PF00165453,CON0045870,Entertainment,8
PF00165454,CON0002325,Electronics,8
PF00165455,CON0061524,Fashion,2
PF00165456,CON0011650,Fashion,10
PF00165457,CON0076186,Travel,10
PF00165458,CON0027885,Home,3
PF00165459,CON0074096,Home,7
PF00165460,CON0015222,Fashion,6
PF00165461,CON0038041,Travel,10
PF00165462,CON0001486,Fashion,10
PF00165463,CON0059084,Fashion,6
PF00165464,CON0040261,Entertainment,1
PF00165465,CON0092865,Fashion,2
PF00165466,CON0056576,Groceries,10
PF00165467,CON0067491,Fashion,6
PF00165468,CON0060042,Travel,10
PF00165469,CON0006842,Home,1
PF00165470,CON0054181,Home,7
PF00165471,CON0010600,Automotive,6
PF00165472,CON0096405,Electronics,1
PF00165473,CON0059816,Fashion,8
PF00165474,CON0056066,Fashion,6
PF00165475,CON0075837,Automotive,7
PF00165476,CON0004081,Automotive,3
PF00165477,CON0042415,Fashion,3
PF00165478,CON0072655,Travel,8
PF00165479,CON0047083,Entertainment,9
PF00165480,CON0012507,Travel,9
PF00165481,CON0081134,Travel,2
PF00165482,CON0048221,Automotive,6
PF00165483,CON0074624,Electronics,6
PF00165484,CON0094416,Electronics,6
PF00165485,CON0004737,Entertainment,6
PF00165486,CON0040001,Home,5
PF00165487,CON0016955,Travel,1
PF00165488,CON0074519,Travel,8
PF00165489,CON0065236,Entertainment,10
PF00165490,CON0047461,Fashion,7
PF00165491,CON0051403,Travel,2
PF00165492,CON0030623,Groceries,2
PF00165493,CON0098126,Electronics,7
PF00165494,CON0007432,Entertainment,6
PF00165495,CON0091761,Automotive,3
PF00165496,CON0020092,Travel,5
PF00165497,CON0072008,Entertainment,3
PF00165498,CON0046200,Automotive,9
PF00165499,CON0092827,Fashion,5
PF00165500,CON0059440,Groceries,5
PF00165501,CON0089740,Entertainment,9
PF00165502,CON0087222,Home,3
PF00165503,CON0078974,Health,10
PF00165504,CON0081893,Automotive,4
PF00165505,CON0050634,Entertainment,1
PF00165506,CON0053079,Health,9
PF00165507,CON0002288,Groceries,1
PF00165508,CON0088457,Health,10
PF00165509,CON0060681,Entertainment,1
PF00165510,CON0046803,Automotive,9
PF00165511,CON0056196,Health,9
PF00165512,CON0028723,Groceries,6
PF00165513,CON0013108,Fashion,6
PF00165514,CON0054013,Home,7
PF00165515,CON0096381,Electronics,3
PF00165516,CON0062380,Travel,9
PF00165517,CON0055444,Health,4
PF00165518,CON0065377,Automotive,10
PF00165519,CON0098139,Automotive,10
PF00165520,CON0033790,Groceries,3
PF00165521,CON0060103,Health,4
PF00165522,CON0009781,Groceries,9
PF00165523,CON0000991,Groceries,8
PF00165524,CON0099442,Travel,5
PF00165525,CON0073609,Fashion,10
PF00165526,CON0081718,Health,3
PF00165527,CON0065841,Health,2
PF00165528,CON0039085,Electronics,6
PF00165529,CON0006764,Fashion,8
PF00165530,CON0024809,Health,8
PF00165531,CON0028456,Home,6
PF00165532,CON0009323,Groceries,5
PF00165533,CON0001505,Travel,1
PF00165534,CON0044795,Health,9
PF00165535,CON0059795,Groceries,2
PF00165536,CON0011931,Travel,8
PF00165537,CON0015183,Fashion,1
PF00165538,CON0079201,Entertainment,2
PF00165539,CON0052190,Electronics,3
PF00165540,CON0021607,Health,1
PF00165541,CON0058393,Home,7
PF00165542,CON0013942,Electronics,7
PF00165543,CON0095898,Health,6
PF00165544,CON0052417,Groceries,10
PF00165545,CON0054977,Entertainment,8
PF00165546,CON0019697,Automotive,8
PF00165547,CON0016974,Fashion,3
PF00165548,CON0085675,Entertainment,4
PF00165549,CON0066189,Travel,6
PF00165550,CON0080632,Health,7
PF00165551,CON0077559,Automotive,10
PF00165552,CON0062396,Health,4
PF00165553,CON0020168,Fashion,2
PF00165554,CON0071652,Entertainment,3
PF00165555,CON0088104,Fashion,9
PF00165556,CON0056252,Entertainment,7
PF00165557,CON0023487,Electronics,8
PF00165558,CON0028539,Electronics,4
PF00165559,CON0049499,Entertainment,8
PF00165560,CON0061548,Fashion,6
PF00165561,CON0065377,Electronics,5
PF00165562,CON0040228,Entertainment,2
PF00165563,CON0063781,Health,5
PF00165564,CON0078842,Groceries,10
PF00165565,CON0081221,Home,10
PF00165566,CON0058031,Electronics,3
PF00165567,CON0058927,Electronics,1
PF00165568,CON0087344,Travel,9
PF00165569,CON0022423,Fashion,7
PF00165570,CON0061640,Groceries,8
PF00165571,CON0072129,Fashion,10
PF00165572,CON0039465,Entertainment,7
PF00165573,CON0013034,Travel,4
PF00165574,CON0037127,Electronics,1
PF00165575,CON0056126,Travel,8
PF00165576,CON0059279,Home,6
PF00165577,CON0041121,Health,2
PF00165578,CON0019215,Groceries,9
PF00165579,CON0064558,Health,3
PF00165580,CON0095656,Fashion,9
PF00165581,CON0083519,Fashion,9
PF00165582,CON0095068,Entertainment,9
PF00165583,CON0082039,Health,2
PF00165584,CON0071343,Electronics,3
PF00165585,CON0027698,Electronics,9
PF00165586,CON0012706,Home,5
PF00165587,CON0030786,Health,4
PF00165588,CON0080886,Entertainment,6
PF00165589,CON0084485,Electronics,9
PF00165590,CON0062845,Travel,7
PF00165591,CON0003785,Groceries,1
PF00165592,CON0043684,Entertainment,10
PF00165593,CON0037902,Travel,7
PF00165594,CON0014852,Fashion,9
PF00165595,CON0041002,Health,2
PF00165596,CON0072649,Entertainment,3
PF00165597,CON0000083,Health,7
PF00165598,CON0078816,Travel,9
PF00165599,CON0075406,Travel,8
PF00165600,CON0000661,Fashion,1
PF00165601,CON0067038,Health,1
PF00165602,CON0004123,Home,2
PF00165603,CON0065609,Entertainment,3
PF00165604,CON0041974,Health,6
PF00165605,CON0001008,Health,8
PF00165606,CON0027940,Home,6
PF00165607,CON0044722,Home,7
PF00165608,CON0032315,Fashion,3
PF00165609,CON0033776,Groceries,8
PF00165610,CON0036704,Groceries,1
PF00165611,CON0076188,Entertainment,9
PF00165612,CON0021992,Home,8
PF00165613,CON0055222,Fashion,6
PF00165614,CON0044037,Groceries,4
PF00165615,CON0061667,Groceries,6
PF00165616,CON0010566,Groceries,2
PF00165617,CON0032218,Entertainment,8
PF00165618,CON0008715,Fashion,4
PF00165619,CON0011975,Electronics,8
PF00165620,CON0060291,Fashion,2
PF00165621,CON0012243,Automotive,4
PF00165622,CON0090296,Electronics,3
PF00165623,CON0016091,Entertainment,4
PF00165624,CON0065498,Electronics,10
PF00165625,CON0096624,Health,4
PF00165626,CON0063922,Automotive,1
PF00165627,CON0086441,Automotive,10
PF00165628,CON0056345,Electronics,2
PF00165629,CON0076249,Entertainment,8
PF00165630,CON0061309,Automotive,7
PF00165631,CON0028021,Electronics,7
PF00165632,CON0028927,Home,5
PF00165633,CON0052594,Home,2
PF00165634,CON0097339,Automotive,2
PF00165635,CON0047078,Groceries,7
PF00165636,CON0057089,Travel,10
PF00165637,CON0065529,Home,6
PF00165638,CON0036313,Travel,2
PF00165639,CON0004489,Electronics,3
PF00165640,CON0043710,Groceries,3
PF00165641,CON0086590,Groceries,8
PF00165642,CON0035632,Health,1
PF00165643,CON0086504,Electronics,3
PF00165644,CON0059646,Health,10
PF00165645,CON0061239,Groceries,10
PF00165646,CON0037645,Fashion,6
PF00165647,CON0014362,Fashion,6
PF00165648,CON0054160,Groceries,2
PF00165649,CON0030904,Health,8
PF00165650,CON0009294,Travel,10
PF00165651,CON0007248,Health,7
PF00165652,CON0016735,Groceries,9
PF00165653,CON0007376,Home,6
PF00165654,CON0073947,Fashion,5
PF00165655,CON0042908,Travel,4
PF00165656,CON0051090,Fashion,1
PF00165657,CON0056528,Entertainment,3
PF00165658,CON0029027,Health,8
PF00165659,CON0029137,Fashion,4
PF00165660,CON0049647,Health,6
PF00165661,CON0035755,Groceries,4
PF00165662,CON0098607,Home,6
PF00165663,CON0010677,Automotive,2
PF00165664,CON0038469,Fashion,9
PF00165665,CON0003155,Fashion,3
PF00165666,CON0012518,Electronics,6
PF00165667,CON0016417,Groceries,2
PF00165668,CON0074642,Fashion,5
PF00165669,CON0083923,Entertainment,1
PF00165670,CON0032679,Travel,1
PF00165671,CON0049518,Health,9
PF00165672,CON0007931,Health,4
PF00165673,CON0050079,Health,7
PF00165674,CON0033677,Home,9
PF00165675,CON0027982,Fashion,10
PF00165676,CON0005596,Groceries,5
PF00165677,CON0078262,Electronics,9
PF00165678,CON0044277,Automotive,4
PF00165679,CON0072171,Home,5
PF00165680,CON0035195,Fashion,4
PF00165681,CON0069019,Groceries,8
PF00165682,CON0001330,Entertainment,4
PF00165683,CON0058851,Groceries,10
PF00165684,CON0058422,Fashion,6
PF00165685,CON0014583,Home,6
PF00165686,CON0076225,Home,10
PF00165687,CON0082326,Entertainment,9
PF00165688,CON0091552,Fashion,8
PF00165689,CON0017192,Health,7
PF00165690,CON0091954,Groceries,4
PF00165691,CON0064733,Travel,1
PF00165692,CON0065616,Entertainment,4
PF00165693,CON0049869,Health,7
PF00165694,CON0000697,Electronics,7
PF00165695,CON0097456,Health,5
PF00165696,CON0075530,Electronics,9
PF00165697,CON0007016,Entertainment,6
PF00165698,CON0046100,Travel,5
PF00165699,CON0049262,Electronics,4
PF00165700,CON0075841,Electronics,9
PF00165701,CON0095019,Groceries,10
PF00165702,CON0052914,Travel,2
PF00165703,CON0006555,Entertainment,9
PF00165704,CON0015686,Automotive,7
PF00165705,CON0090140,Electronics,6
PF00165706,CON0047024,Entertainment,8
PF00165707,CON0059639,Entertainment,3
PF00165708,CON0031243,Home,4
PF00165709,CON0076994,Home,1
PF00165710,CON0051265,Home,4
PF00165711,CON0042202,Travel,9
PF00165712,CON0006611,Electronics,8
PF00165713,CON0089408,Automotive,4
PF00165714,CON0075486,Groceries,5
PF00165715,CON0043008,Electronics,2
PF00165716,CON0025729,Electronics,2
PF00165717,CON0043116,Home,4
PF00165718,CON0075929,Groceries,5
PF00165719,CON0020574,Automotive,7
PF00165720,CON0012393,Entertainment,10
PF00165721,CON0055043,Automotive,3
PF00165722,CON0061680,Fashion,8
PF00165723,CON0006435,Health,2
PF00165724,CON0078618,Groceries,6
PF00165725,CON0050958,Travel,4
PF00165726,CON0021959,Groceries,4
PF00165727,CON0081409,Electronics,5
PF00165728,CON0035873,Travel,10
PF00165729,CON0036565,Automotive,6
PF00165730,CON0068186,Electronics,6
PF00165731,CON0013544,Groceries,7
PF00165732,CON0092711,Home,6
PF00165733,CON0007320,Home,2
PF00165734,CON0020577,Health,8
PF00165735,CON0063100,Automotive,4
PF00165736,CON0045506,Fashion,8
PF00165737,CON0035276,Entertainment,3
PF00165738,CON0001068,Automotive,1
PF00165739,CON0011942,Health,7
PF00165740,CON0039152,Groceries,9
PF00165741,CON0083487,Electronics,5
PF00165742,CON0083203,Electronics,9
PF00165743,CON0046335,Travel,8
PF00165744,CON0018447,Travel,4
PF00165745,CON0097176,Fashion,7
PF00165746,CON0058824,Home,10
PF00165747,CON0099791,Entertainment,6
PF00165748,CON0043566,Electronics,3
PF00165749,CON0039938,Groceries,4
PF00165750,CON0045632,Entertainment,5
PF00165751,CON0005601,Automotive,1
PF00165752,CON0084783,Health,9
PF00165753,CON0025063,Travel,2
PF00165754,CON0097516,Automotive,10
PF00165755,CON0097298,Groceries,7
PF00165756,CON0063635,Entertainment,4
PF00165757,CON0007646,Groceries,7
PF00165758,CON0008967,Automotive,9
PF00165759,CON0042046,Home,6
PF00165760,CON0039247,Fashion,4
PF00165761,CON0011512,Entertainment,8
PF00165762,CON0047481,Electronics,8
PF00165763,CON0087289,Groceries,1
PF00165764,CON0009025,Fashion,10
PF00165765,CON0065922,Groceries,4
PF00165766,CON0027183,Home,6
PF00165767,CON0080699,Entertainment,2
PF00165768,CON0080226,Fashion,6
PF00165769,CON0075846,Automotive,10
PF00165770,CON0089824,Electronics,2
PF00165771,CON0075348,Home,3
PF00165772,CON0048000,Electronics,1
PF00165773,CON0005223,Travel,8
PF00165774,CON0053781,Travel,1
PF00165775,CON0011821,Groceries,5
PF00165776,CON0004332,Electronics,1
PF00165777,CON0074719,Electronics,10
PF00165778,CON0049175,Groceries,8
PF00165779,CON0046287,Home,8
PF00165780,CON0024467,Travel,6
PF00165781,CON0038812,Health,1
PF00165782,CON0093409,Travel,2
PF00165783,CON0098949,Fashion,9
PF00165784,CON0062300,Health,2
PF00165785,CON0044208,Health,4
PF00165786,CON0004477,Health,2
PF00165787,CON0032389,Electronics,10
PF00165788,CON0012081,Home,10
PF00165789,CON0090609,Automotive,2
PF00165790,CON0056243,Health,7
PF00165791,CON0057457,Electronics,7
PF00165792,CON0047318,Automotive,10
PF00165793,CON0090622,Groceries,1
PF00165794,CON0061031,Travel,7
PF00165795,CON0099309,Health,4
PF00165796,CON0037689,Travel,6
PF00165797,CON0013717,Health,6
PF00165798,CON0024379,Health,2
PF00165799,CON0020313,Travel,2
PF00165800,CON0096817,Groceries,4
PF00165801,CON0003439,Entertainment,9
PF00165802,CON0002173,Automotive,7
PF00165803,CON0089611,Travel,7
PF00165804,CON0047803,Travel,6
PF00165805,CON0070350,Electronics,8
PF00165806,CON0086305,Home,7
PF00165807,CON0074884,Home,4
PF00165808,CON0068073,Automotive,2
PF00165809,CON0021740,Travel,1
PF00165810,CON0018301,Travel,3
PF00165811,CON0073010,Health,10
PF00165812,CON0035079,Electronics,7
PF00165813,CON0032920,Travel,4
PF00165814,CON0012397,Entertainment,10
PF00165815,CON0059216,Home,2
PF00165816,CON0065956,Entertainment,10
PF00165817,CON0019042,Fashion,5
PF00165818,CON0084684,Travel,4
PF00165819,CON0049760,Health,2
PF00165820,CON0084901,Automotive,6
PF00165821,CON0053592,Entertainment,1
PF00165822,CON0070817,Electronics,5
PF00165823,CON0010435,Groceries,9
PF00165824,CON0066591,Electronics,5
PF00165825,CON0024196,Health,2
PF00165826,CON0081101,Groceries,7
PF00165827,CON0097975,Electronics,2
PF00165828,CON0011063,Groceries,5
PF00165829,CON0097826,Automotive,8
PF00165830,CON0006326,Home,5
PF00165831,CON0068744,Fashion,3
PF00165832,CON0073616,Travel,1
PF00165833,CON0059861,Automotive,5
PF00165834,CON0077928,Travel,8
PF00165835,CON0023042,Fashion,1
PF00165836,CON0003412,Health,7
PF00165837,CON0012946,Groceries,10
PF00165838,CON0053892,Groceries,8
PF00165839,CON0092775,Home,1
PF00165840,CON0039138,Health,5
PF00165841,CON0059323,Groceries,2
PF00165842,CON0064953,Travel,5
PF00165843,CON0067113,Groceries,5
PF00165844,CON0029734,Entertainment,2
PF00165845,CON0031432,Health,9
PF00165846,CON0007443,Automotive,3
PF00165847,CON0041427,Groceries,10
PF00165848,CON0068772,Home,1
PF00165849,CON0052465,Automotive,5
PF00165850,CON0040933,Electronics,3
PF00165851,CON0000365,Entertainment,8
PF00165852,CON0040211,Home,3
PF00165853,CON0019804,Entertainment,4
PF00165854,CON0019554,Groceries,2
PF00165855,CON0064188,Fashion,7
PF00165856,CON0072798,Electronics,6
PF00165857,CON0035601,Health,2
PF00165858,CON0075356,Groceries,2
PF00165859,CON0020112,Groceries,2
PF00165860,CON0075927,Home,7
PF00165861,CON0018340,Entertainment,7
PF00165862,CON0044587,Electronics,8
PF00165863,CON0045207,Groceries,4
PF00165864,CON0071371,Groceries,7
PF00165865,CON0097947,Health,7
PF00165866,CON0069497,Fashion,1
PF00165867,CON0058132,Travel,5
PF00165868,CON0043614,Travel,4
PF00165869,CON0037227,Groceries,2
PF00165870,CON0043042,Groceries,2
PF00165871,CON0015982,Groceries,2
PF00165872,CON0074356,Home,6
PF00165873,CON0008850,Electronics,1
PF00165874,CON0040548,Travel,3
PF00165875,CON0083545,Home,6
PF00165876,CON0096769,Electronics,5
PF00165877,CON0012137,Groceries,7
PF00165878,CON0018580,Fashion,8
PF00165879,CON0018292,Entertainment,4
PF00165880,CON0001325,Entertainment,10
PF00165881,CON0033417,Travel,8
PF00165882,CON0091456,Health,5
PF00165883,CON0080220,Automotive,7
PF00165884,CON0024055,Travel,10
PF00165885,CON0074469,Entertainment,4
PF00165886,CON0083795,Groceries,3
PF00165887,CON0071420,Groceries,8
PF00165888,CON0008079,Automotive,2
PF00165889,CON0053246,Entertainment,4
PF00165890,CON0037433,Electronics,10
PF00165891,CON0012341,Entertainment,2
PF00165892,CON0046329,Automotive,8
PF00165893,CON0022281,Travel,9
PF00165894,CON0041557,Automotive,3
PF00165895,CON0096487,Electronics,8
PF00165896,CON0024719,Home,2
PF00165897,CON0041773,Health,10
PF00165898,CON0010077,Home,5
PF00165899,CON0091995,Entertainment,8
PF00165900,CON0070399,Travel,8
PF00165901,CON0039408,Home,8
PF00165902,CON0024951,Groceries,5
PF00165903,CON0030020,Health,6
PF00165904,CON0007793,Entertainment,5
PF00165905,CON0080614,Entertainment,2
PF00165906,CON0022053,Electronics,4
PF00165907,CON0098738,Groceries,9
PF00165908,CON0018636,Automotive,7
PF00165909,CON0068669,Fashion,4
PF00165910,CON0095590,Fashion,1
PF00165911,CON0027462,Travel,2
PF00165912,CON0092480,Groceries,2
PF00165913,CON0013762,Health,1
PF00165914,CON0026882,Health,2
PF00165915,CON0012693,Automotive,8
PF00165916,CON0060321,Entertainment,7
PF00165917,CON0026133,Electronics,2
PF00165918,CON0068521,Health,9
PF00165919,CON0030429,Home,7
PF00165920,CON0075252,Entertainment,6
PF00165921,CON0039824,Electronics,5
PF00165922,CON0088750,Automotive,2
PF00165923,CON0004925,Health,3
PF00165924,CON0060850,Groceries,7
PF00165925,CON0020647,Home,7
PF00165926,CON0083965,Travel,6
PF00165927,CON0024321,Home,5
PF00165928,CON0014876,Home,9
PF00165929,CON0071858,Health,3
PF00165930,CON0027820,Entertainment,1
PF00165931,CON0098976,Travel,7
PF00165932,CON0068663,Electronics,5
PF00165933,CON0065231,Automotive,7
PF00165934,CON0019350,Health,7
PF00165935,CON0074139,Travel,9
PF00165936,CON0045683,Automotive,2
PF00165937,CON0090492,Home,7
PF00165938,CON0018045,Groceries,4
PF00165939,CON0055679,Automotive,5
PF00165940,CON0020319,Groceries,5
PF00165941,CON0003029,Home,8
PF00165942,CON0023542,Fashion,5
PF00165943,CON0009109,Health,5
PF00165944,CON0007945,Health,3
PF00165945,CON0047369,Automotive,2
PF00165946,CON0036764,Entertainment,9
PF00165947,CON0015375,Entertainment,9
PF00165948,CON0044806,Automotive,7
PF00165949,CON0036822,Electronics,3
PF00165950,CON0067774,Travel,8
PF00165951,CON0085158,Automotive,2
PF00165952,CON0016901,Automotive,1
PF00165953,CON0097906,Electronics,7
PF00165954,CON0054705,Entertainment,2
PF00165955,CON0010216,Fashion,3
PF00165956,CON0081252,Health,10
PF00165957,CON0086350,Fashion,3
PF00165958,CON0051076,Travel,9
PF00165959,CON0096000,Home,2
PF00165960,CON0022260,Travel,10
PF00165961,CON0059178,Entertainment,1
PF00165962,CON0008988,Travel,1
PF00165963,CON0020591,Automotive,8
PF00165964,CON0054288,Travel,1
PF00165965,CON0094779,Home,4
PF00165966,CON0050084,Automotive,5
PF00165967,CON0057973,Entertainment,9
PF00165968,CON0012949,Home,9
PF00165969,CON0050821,Home,8
PF00165970,CON0083459,Home,8
PF00165971,CON0033941,Home,10
PF00165972,CON0089161,Home,4
PF00165973,CON0046105,Entertainment,2
PF00165974,CON0056801,Home,1
PF00165975,CON0076498,Travel,6
PF00165976,CON0030234,Groceries,6
PF00165977,CON0004579,Fashion,10
PF00165978,CON0002688,Health,4
PF00165979,CON0016852,Entertainment,9
PF00165980,CON0003666,Health,4
PF00165981,CON0097941,Automotive,10
PF00165982,CON0033439,Health,5
PF00165983,CON0030147,Fashion,9
PF00165984,CON0005394,Entertainment,8
PF00165985,CON0056003,Travel,5
PF00165986,CON0011134,Electronics,4
PF00165987,CON0047011,Travel,7
PF00165988,CON0083582,Home,10
PF00165989,CON0059892,Fashion,3
PF00165990,CON0070438,Fashion,5
PF00165991,CON0093482,Groceries,6
PF00165992,CON0040714,Groceries,10
PF00165993,CON0099039,Fashion,5
PF00165994,CON0030315,Automotive,4
PF00165995,CON0062032,Entertainment,7
PF00165996,CON0056875,Groceries,1
PF00165997,CON0048994,Fashion,7
PF00165998,CON0012312,Entertainment,5
PF00165999,CON0027413,Home,6
PF00166000,CON0096065,Entertainment,6
PF00166001,CON0060449,Groceries,1
PF00166002,CON0018679,Entertainment,8
PF00166003,CON0098631,Travel,4
PF00166004,CON0091468,Groceries,3
PF00166005,CON0013364,Electronics,9
PF00166006,CON0086012,Fashion,9
PF00166007,CON0045831,Travel,1
PF00166008,CON0048450,Automotive,1
PF00166009,CON0020645,Travel,10
PF00166010,CON0083601,Fashion,7
PF00166011,CON0018806,Fashion,4
PF00166012,CON0038683,Travel,6
PF00166013,CON0054318,Entertainment,5
PF00166014,CON0084513,Entertainment,7
PF00166015,CON0063203,Health,9
PF00166016,CON0035357,Entertainment,8
PF00166017,CON0083878,Automotive,3
PF00166018,CON0082205,Travel,2
PF00166019,CON0003515,Fashion,1
PF00166020,CON0071486,Home,3
PF00166021,CON0083879,Home,10
PF00166022,CON0010009,Fashion,7
PF00166023,CON0076292,Electronics,10
PF00166024,CON0021306,Electronics,9
PF00166025,CON0032571,Travel,3
PF00166026,CON0038171,Electronics,3
PF00166027,CON0033951,Home,3
PF00166028,CON0009521,Travel,10
PF00166029,CON0043042,Home,3
PF00166030,CON0074813,Health,7
PF00166031,CON0075812,Fashion,6
PF00166032,CON0015884,Groceries,10
PF00166033,CON0032345,Groceries,5
PF00166034,CON0062558,Entertainment,1
PF00166035,CON0053298,Groceries,4
PF00166036,CON0093158,Automotive,10
PF00166037,CON0007305,Fashion,9
PF00166038,CON0021163,Health,4
PF00166039,CON0092958,Automotive,5
PF00166040,CON0048974,Electronics,7
PF00166041,CON0026269,Travel,1
PF00166042,CON0031037,Entertainment,10
PF00166043,CON0018071,Automotive,1
PF00166044,CON0091367,Entertainment,10
PF00166045,CON0076474,Fashion,6
PF00166046,CON0069044,Groceries,2
PF00166047,CON0033037,Automotive,3
PF00166048,CON0051292,Fashion,9
PF00166049,CON0024713,Home,8
PF00166050,CON0033818,Groceries,4
PF00166051,CON0093457,Health,4
PF00166052,CON0041214,Groceries,2
PF00166053,CON0014648,Automotive,2
PF00166054,CON0080113,Travel,4
PF00166055,CON0064376,Automotive,1
PF00166056,CON0043975,Electronics,5
PF00166057,CON0052526,Travel,2
PF00166058,CON0058063,Entertainment,8
PF00166059,CON0076132,Home,5
PF00166060,CON0066164,Automotive,5
PF00166061,CON0001436,Home,2
PF00166062,CON0035814,Electronics,7
PF00166063,CON0073321,Fashion,2
PF00166064,CON0006997,Entertainment,4
PF00166065,CON0076143,Automotive,9
PF00166066,CON0001775,Health,6
PF00166067,CON0093315,Health,1
PF00166068,CON0036668,Groceries,1
PF00166069,CON0064468,Electronics,6
PF00166070,CON0026028,Automotive,5
PF00166071,CON0099266,Home,6
PF00166072,CON0035886,Home,10
PF00166073,CON0000788,Groceries,6
PF00166074,CON0080498,Entertainment,10
