employee_id,department,role,hire_date,tenure_months,salary,performance_score,status
E1431,Sales,Director,2019-01-02,73,101620,1.2,active
E1432,Operations,Director,2019-01-02,73,150266,3.8,active
E1433,Operations,Senior,2019-01-02,73,64753,1.4,left
E1434,Sales,Intern,2019-01-01,73,114033,3.2,active
E1435,Operations,Director,2019-01-02,73,61651,3.4,active
E1436,Marketing,Senior,2019-01-01,73,49967,3.0,active
E1437,Operations,Junior,2019-01-02,73,136788,3.7,left
E1438,Sales,Junior,2019-01-02,73,133333,1.8,active
E1439,Engineering,Director,2019-01-01,73,167150,2.1,active
E1440,Sales,Director,2019-01-01,73,148452,3.0,active
E1441,Engineering,Director,2019-01-02,73,138164,2.4,active
E1442,Engineering,Intern,2019-01-01,73,67645,4.3,left
E1443,Marketing,Manager,2019-01-01,73,150152,4.3,active
E1444,Marketing,Manager,2019-01-02,73,141822,2.4,active
E1445,Sales,Director,2019-01-01,73,89991,1.2,left
E1446,Sales,Director,2019-01-02,73,119629,2.4,active
E1447,Sales,Manager,2019-01-02,73,65362,4.9,active
E1448,Engineering,Intern,2019-01-02,73,149247,3.5,active
E1449,Finance,Junior,2019-01-02,73,83541,1.9,active
E1450,Engineering,Manager,2019-01-02,73,119621,3.6,active
E1451,HR,Senior,2019-01-01,73,79781,1.4,active
E1452,HR,Director,2019-01-01,73,154810,4.2,left
E1453,Finance,Manager,2019-01-02,73,41112,4.5,active
E1454,Sales,Manager,2019-01-02,73,54005,2.0,active
E1455,Marketing,Director,2019-01-02,73,120512,4.4,active
E1456,Finance,Senior,2019-01-02,73,42337,1.1,active
E1457,Engineering,Director,2019-01-01,73,143494,4.1,active
E1458,Marketing,Senior,2019-01-01,73,165343,1.9,active
E1459,Marketing,Senior,2019-01-02,73,59856,3.9,active
E1460,Operations,Director,2019-01-02,73,145625,4.4,active
E1461,Finance,Director,2019-01-01,73,141369,2.7,active
E1462,Operations,Manager,2019-01-02,73,71375,2.3,active
E1463,Finance,Intern,2019-01-01,73,136590,1.9,active
E1464,Engineering,Director,2019-01-02,73,179713,4.9,left
E1465,Sales,Senior,2019-01-02,73,167719,2.9,active
E1466,Finance,Senior,2019-01-02,73,165137,3.5,active
E1467,Operations,Junior,2019-01-02,73,148925,3.5,active
E1468,HR,Junior,2019-01-01,73,151484,4.0,active
E1469,Operations,Intern,2019-01-01,73,157449,3.7,active
E1470,Operations,Manager,2019-01-02,73,88720,1.6,active
E1471,Marketing,Junior,2019-01-01,73,170381,3.8,active
E1472,Sales,Manager,2019-01-02,73,57433,2.1,left
E1473,HR,Senior,2019-01-01,73,115799,3.3,active
E1474,HR,Manager,2019-01-01,73,136494,4.7,active
E1475,Marketing,Director,2019-01-02,73,95402,4.2,active
E1476,Sales,Senior,2019-01-01,73,90813,4.1,active
E1477,Marketing,Junior,2019-01-01,73,50503,3.3,active
E1478,Sales,Junior,2019-01-01,73,57294,3.2,active
E1479,Operations,Manager,2019-01-02,73,143641,2.8,left
E1480,Marketing,Manager,2019-01-01,73,106893,1.1,left
E1481,Sales,Junior,2019-01-02,73,153172,1.4,left
E1482,Engineering,Director,2019-01-02,73,132202,3.5,left
E1483,Finance,Intern,2019-01-01,73,118258,4.6,left
E1484,Operations,Director,2019-01-01,73,54087,2.8,active
E1485,Finance,Intern,2019-01-02,73,54922,1.9,active
E1486,Engineering,Intern,2019-01-02,73,135627,4.7,active
E1487,Sales,Intern,2019-01-01,73,90162,2.0,active
E1488,Engineering,Manager,2019-01-01,73,166428,4.5,active
E1489,Finance,Director,2019-01-01,73,166860,3.9,active
E1490,Engineering,Senior,2019-01-01,73,135860,2.2,active
E1491,Finance,Senior,2019-01-02,73,149440,3.9,active
E1492,Operations,Junior,2019-01-02,73,96087,4.0,active
E1493,Finance,Intern,2019-01-02,73,155072,1.2,active
E1494,HR,Intern,2019-01-02,73,137499,2.0,active
E1495,HR,Intern,2019-01-01,73,168051,4.6,active
E1496,Sales,Intern,2019-01-02,73,99836,1.5,left
E1497,Marketing,Senior,2019-01-01,73,93938,3.1,active
E1498,Engineering,Director,2019-01-01,73,167175,2.0,left
E1499,Marketing,Junior,2019-01-02,73,63074,4.0,active
E1500,Engineering,Manager,2019-01-02,73,134666,2.6,active
