transaction_id,customer_id,transaction_date,product,channel,amount,status
T1371,C1796,2024-01-31,Credit Card,Web,2900.68,completed
T1372,C1651,2024-06-27,Investment,Mobile,3808.08,refunded
T1373,C1951,2024-05-13,Credit Card,Mobile,4631.19,completed
T1374,C1875,2024-04-26,Investment,Partner,530.39,completed
T1375,C1393,2024-05-22,Savings,API,1583.3,completed
T1376,C1571,2024-01-18,Savings,API,4264.76,pending
T1377,C1685,2024-04-30,Mortgage,API,2155.83,completed
T1378,C1193,2024-04-19,Savings,Partner,3619.0,completed
T1379,C1024,2024-10-09,Loan,Web,3973.28,completed
T1380,C1794,2024-08-13,Checking,Mobile,3453.71,completed
T1381,C1217,2024-03-13,Loan,API,2589.12,completed
T1382,C1290,2024-07-05,Credit Card,API,194.17,completed
T1383,C1427,2024-07-07,Investment,API,1033.54,completed
T1384,C1926,2024-04-14,Savings,Web,2249.63,completed
T1385,C1876,2024-05-20,Savings,Branch,2065.35,completed
T1386,C1163,2024-07-14,Loan,Branch,622.82,refunded
T1387,C1764,2024-04-27,Credit Card,Branch,3021.27,pending
T1388,C1643,2024-11-14,Loan,Branch,1008.48,completed
T1389,C1588,2024-06-12,Investment,Web,616.14,completed
T1390,C1495,2024-04-20,Investment,Branch,1193.6,completed
T1391,C1405,2024-07-08,Credit Card,Mobile,3151.88,pending
T1392,C1363,2024-11-20,Investment,Partner,3243.41,completed
T1393,C1466,2024-08-27,Checking,Web,47.38,refunded
T1394,C1695,2024-01-18,Credit Card,API,1005.03,pending
T1395,C1906,2024-01-11,Checking,Mobile,379.44,completed
T1396,C1783,2024-08-13,Savings,Branch,3440.82,completed
T1397,C1559,2024-08-30,Mortgage,API,1593.8,pending
T1398,C1956,2024-03-11,Savings,Web,1799.42,completed
T1399,C1224,2024-11-03,Checking,Partner,4012.22,completed
T1400,C1118,2024-05-21,Loan,Branch,3722.31,refunded
T1401,C1601,2024-09-03,Loan,Partner,3249.58,completed
T1402,C1194,2024-07-31,Mortgage,Branch,1355.43,completed
T1403,C1916,2024-04-21,Checking,Web,2168.62,completed
T1404,C1267,2024-03-31,Loan,Branch,3039.49,pending
T1405,C1905,2024-09-26,Credit Card,Partner,2027.64,completed
T1406,C1701,2024-07-08,Savings,Partner,3193.96,completed
T1407,C1313,2024-12-31,Mortgage,API,2169.02,completed
T1408,C1349,2024-10-19,Savings,Mobile,2154.63,completed
T1409,C1986,2024-07-08,Investment,Web,1598.99,completed
T1410,C1643,2024-04-22,Checking,Branch,3387.91,completed
T1411,C1448,2024-01-13,Mortgage,API,936.47,completed
T1412,C1518,2024-01-12,Investment,Partner,3950.71,refunded
T1413,C1239,2024-03-16,Checking,Mobile,2089.42,completed
T1414,C1592,2024-01-31,Checking,Mobile,2734.94,completed
T1415,C1199,2024-11-19,Savings,API,2807.42,completed
T1416,C1510,2024-09-18,Checking,Partner,1659.36,refunded
T1417,C1767,2024-08-13,Loan,Mobile,739.48,completed
T1418,C1782,2024-05-31,Loan,API,4415.57,completed
T1419,C1253,2024-03-16,Mortgage,Mobile,4578.54,refunded
T1420,C1064,2024-09-18,Credit Card,API,3737.63,completed
T1421,C1401,2024-08-11,Investment,API,2817.16,completed
T1422,C1290,2024-04-08,Checking,Web,4494.16,completed
T1423,C1234,2024-08-04,Savings,Web,3083.0,refunded
T1424,C1725,2024-01-29,Credit Card,Mobile,4809.9,completed
T1425,C1397,2024-12-02,Mortgage,Web,1314.22,pending
T1426,C1614,2024-11-26,Savings,Mobile,3680.94,pending
T1427,C1332,2024-02-28,Investment,Mobile,2212.09,refunded
T1428,C1232,2024-06-14,Checking,API,4178.24,completed
T1429,C1559,2024-03-31,Loan,Partner,2489.51,completed
T1430,C1132,2024-03-13,Checking,Web,2145.71,completed
T1431,C1029,2024-03-07,Checking,Mobile,1730.11,completed
T1432,C1373,2024-08-02,Checking,Web,3266.61,refunded
T1433,C1384,2024-06-28,Loan,Web,1778.31,pending
T1434,C1586,2024-08-01,Investment,API,387.28,completed
T1435,C1582,2024-05-11,Credit Card,Branch,2602.98,completed
T1436,C1268,2024-10-26,Loan,Partner,1243.93,pending
T1437,C1182,2024-12-19,Investment,Mobile,2506.46,pending
T1438,C1419,2024-07-27,Loan,Branch,2601.24,completed
T1439,C1175,2024-03-01,Savings,Partner,817.09,completed
T1440,C1445,2024-03-06,Mortgage,Mobile,1927.22,completed
T1441,C1917,2024-05-13,Mortgage,Branch,3922.57,pending
T1442,C1268,2024-01-02,Credit Card,Partner,1561.38,completed
T1443,C1826,2024-06-08,Checking,Web,3010.96,refunded
T1444,C1042,2024-08-15,Checking,Partner,3583.35,completed
T1445,C1889,2024-10-25,Mortgage,API,711.12,refunded
T1446,C1385,2024-08-15,Savings,Web,3864.66,pending
T1447,C1139,2024-10-23,Mortgage,API,4242.62,refunded
T1448,C1679,2024-07-06,Mortgage,Web,2095.68,completed
T1449,C1914,2024-04-14,Checking,Web,2300.51,completed
T1450,C1638,2024-05-13,Mortgage,Branch,1999.46,completed
T1451,C1266,2024-04-03,Investment,Web,481.38,completed
T1452,C1844,2024-08-20,Loan,Partner,4727.35,completed
T1453,C1816,2024-02-22,Savings,Web,4464.43,completed
T1454,C1168,2024-04-28,Investment,API,1923.22,refunded
T1455,C1004,2024-06-14,Investment,Mobile,971.3,completed
T1456,C1356,2024-03-05,Investment,API,3359.02,completed
T1457,C1380,2024-03-18,Mortgage,Partner,1148.05,completed
T1458,C1246,2024-09-25,Credit Card,Mobile,2104.74,refunded
T1459,C1187,2024-06-21,Credit Card,Branch,3468.85,pending
T1460,C1921,2024-04-28,Mortgage,Web,3637.9,completed
T1461,C1605,2024-07-04,Mortgage,Branch,1615.11,completed
T1462,C1700,2024-04-04,Savings,API,2849.08,refunded
T1463,C1339,2024-10-28,Checking,Mobile,2373.19,refunded
T1464,C1308,2024-11-30,Checking,Mobile,4684.18,completed
T1465,C1314,2024-04-12,Loan,Partner,3477.2,pending
T1466,C1499,2024-06-23,Savings,Mobile,3979.12,completed
T1467,C1052,2024-07-23,Loan,Branch,3644.23,completed
T1468,C1433,2024-07-19,Credit Card,Branch,2617.57,completed
T1469,C1675,2024-12-25,Savings,Partner,3824.04,pending
T1470,C1726,2024-10-14,Loan,API,2312.96,completed
T1471,C1374,2024-04-16,Credit Card,API,1076.03,completed
T1472,C1582,2024-02-11,Loan,API,4946.03,pending
T1473,C1553,2024-09-01,Mortgage,Branch,4050.08,completed
T1474,C1995,2024-09-17,Loan,API,2571.43,pending
T1475,C1561,2024-06-11,Mortgage,API,4863.27,completed
T1476,C1461,2024-08-23,Savings,API,4909.46,completed
T1477,C1864,2024-09-02,Loan,Branch,1927.52,completed
T1478,C1968,2024-10-01,Credit Card,Partner,2895.71,refunded
T1479,C1328,2024-12-04,Investment,API,2927.51,completed
T1480,C1108,2024-01-14,Investment,Web,560.48,pending
T1481,C1285,2024-04-09,Investment,Web,1631.26,completed
T1482,C1688,2024-03-22,Credit Card,Branch,1738.59,completed
T1483,C1721,2024-08-23,Checking,API,1297.87,pending
T1484,C1362,2024-03-19,Mortgage,Mobile,2785.01,completed
T1485,C1249,2024-08-05,Investment,Web,4736.58,completed
T1486,C1154,2024-09-14,Credit Card,Branch,1796.95,completed
T1487,C1793,2024-12-01,Investment,Branch,2522.34,pending
T1488,C1546,2024-06-14,Credit Card,Mobile,3219.17,completed
T1489,C1919,2024-01-31,Savings,Mobile,1186.89,completed
T1490,C1708,2024-03-20,Savings,Mobile,3952.92,completed
T1491,C1834,2024-12-23,Credit Card,API,4097.46,completed
T1492,C1855,2024-09-11,Savings,Partner,2230.63,refunded
T1493,C1782,2024-09-29,Loan,API,1163.88,completed
T1494,C1601,2024-08-26,Checking,Branch,3614.48,completed
T1495,C1467,2024-09-08,Loan,API,2930.26,refunded
T1496,C1976,2024-05-23,Savings,Partner,2442.69,completed
T1497,C1764,2024-12-15,Credit Card,API,618.93,pending
T1498,C1128,2024-02-29,Investment,Web,643.22,completed
T1499,C1834,2024-06-01,Mortgage,Branch,4452.54,refunded
T1500,C1688,2024-11-24,Credit Card,Web,1442.51,completed
