user_id,signup_date,plan,top_feature,sessions,days_active,mrr,status
U1436,2024-04-20,Pro,Dashboard,56,8,45.39,active
U1437,2023-09-12,Business,Dashboard,53,18,124.13,active
U1438,2023-06-29,Pro,Automation,184,25,160.27,active
U1439,2023-08-30,Enterprise,API,149,1,10.4,active
U1440,2023-10-22,Business,Automation,100,9,45.94,active
U1441,2023-12-03,Pro,Dashboard,195,3,332.57,trial
U1442,2023-02-03,Pro,API,124,9,445.52,active
U1443,2023-06-15,Enterprise,Reports,103,28,327.28,churned
U1444,2023-05-07,Pro,Integrations,17,10,17.94,churned
U1445,2024-01-04,Pro,AI Insights,167,24,77.44,active
U1446,2023-07-19,Pro,AI Insights,36,4,493.8,active
U1447,2023-06-10,Pro,Reports,175,2,453.91,churned
U1448,2023-06-25,Business,Dashboard,95,1,119.88,active
U1449,2023-09-19,Enterprise,Reports,40,27,371.55,trial
U1450,2023-04-10,Business,Dashboard,130,7,113.72,churned
U1451,2023-08-02,Pro,AI Insights,62,26,17.59,trial
U1452,2023-09-15,Enterprise,Integrations,170,25,221.18,churned
U1453,2023-05-02,Pro,Integrations,174,27,235.71,trial
U1454,2023-07-26,Free,Integrations,60,9,247.66,churned
U1455,2023-02-02,Pro,Integrations,37,21,126.86,active
U1456,2023-04-21,Free,Integrations,198,23,286.01,active
U1457,2023-12-15,Pro,Dashboard,45,14,312.47,active
U1458,2023-04-12,Free,Integrations,136,30,391.76,active
U1459,2023-02-12,Business,API,98,8,315.48,active
U1460,2023-01-31,Business,Integrations,148,8,60.58,active
U1461,2023-03-05,Free,AI Insights,71,5,374.4,trial
U1462,2024-02-15,Pro,Automation,132,14,281.08,active
U1463,2024-01-25,Enterprise,Integrations,108,16,241.92,active
U1464,2024-01-24,Enterprise,Integrations,173,20,177.77,active
U1465,2023-03-05,Business,Automation,84,3,49.2,active
U1466,2023-08-16,Enterprise,AI Insights,85,29,114.53,active
U1467,2023-07-27,Free,Automation,193,17,56.85,churned
U1468,2023-05-23,Business,Dashboard,148,16,443.74,active
U1469,2023-08-29,Enterprise,Reports,150,6,487.31,active
U1470,2023-06-05,Enterprise,Automation,2,8,471.84,active
U1471,2024-03-17,Free,Automation,19,1,213.9,churned
U1472,2024-04-18,Business,Integrations,5,10,312.77,active
U1473,2023-11-25,Enterprise,AI Insights,23,25,398.64,active
U1474,2023-06-13,Enterprise,API,122,20,185.37,active
U1475,2023-04-21,Enterprise,Integrations,8,25,191.45,churned
U1476,2024-04-27,Enterprise,Integrations,155,1,154.98,churned
U1477,2024-02-17,Business,Automation,171,9,109.36,active
U1478,2023-01-07,Enterprise,Integrations,59,14,64.6,trial
U1479,2023-07-18,Pro,Automation,107,20,215.29,active
U1480,2023-08-23,Enterprise,Automation,161,5,462.79,active
U1481,2023-12-05,Free,Dashboard,78,19,482.32,active
U1482,2023-11-13,Pro,Integrations,156,12,268.78,trial
U1483,2023-12-02,Free,AI Insights,23,23,180.26,active
U1484,2023-02-15,Free,AI Insights,188,23,189.21,active
U1485,2023-06-22,Free,API,60,7,472.47,active
U1486,2024-04-19,Pro,Automation,163,15,166.23,churned
U1487,2024-01-06,Business,AI Insights,6,24,414.31,churned
U1488,2023-07-18,Enterprise,Integrations,71,18,171.48,active
U1489,2023-01-13,Pro,AI Insights,53,28,208.53,active
U1490,2023-10-08,Pro,API,116,30,128.22,churned
U1491,2024-04-24,Business,AI Insights,103,20,108.59,active
U1492,2023-05-26,Pro,Integrations,146,1,331.79,active
U1493,2024-05-01,Free,API,15,27,267.56,active
U1494,2023-06-23,Free,AI Insights,130,23,381.9,active
U1495,2023-12-03,Enterprise,API,63,9,132.49,active
U1496,2024-02-04,Enterprise,Integrations,99,4,338.61,churned
U1497,2023-07-18,Pro,Reports,111,10,348.61,trial
U1498,2023-12-18,Pro,Automation,13,11,332.12,churned
U1499,2024-01-24,Enterprise,Dashboard,45,4,329.93,trial
U1500,2023-03-02,Business,API,117,4,135.48,churned
