shipment_id,sku,warehouse,order_date,ship_date,lead_time_days,quantity,cost,status
S1058,SKU3368,East DC,2024-09-28,2024-10-10,12,269,139.21,delivered
S1059,SKU2110,West DC,2024-10-09,2024-10-15,6,406,80.35,delivered
S1060,SKU8562,West DC,2024-01-17,2024-01-31,14,145,41.17,delivered
S1061,SKU5092,West DC,2024-06-01,2024-06-08,7,342,120.0,delayed
S1062,SKU3027,West DC,2024-05-26,2024-06-04,9,194,64.16,delivered
S1063,SKU7642,Central DC,2024-02-15,2024-02-29,14,476,89.21,delayed
S1064,SKU9648,Central DC,2024-02-17,2024-02-19,2,125,75.94,delivered
S1065,SKU7346,East DC,2024-12-19,2024-12-28,9,301,84.29,in_transit
S1066,SKU2724,Central DC,2024-04-15,2024-04-29,14,447,103.62,delivered
S1067,SKU3525,West DC,2024-08-08,2024-08-16,8,51,68.06,delivered
S1068,SKU5528,West DC,2024-08-06,2024-08-07,1,409,192.89,delivered
S1069,SKU3173,Central DC,2024-12-23,2024-12-30,7,115,87.21,delivered
S1070,SKU9360,East DC,2024-09-19,2024-09-27,8,60,10.43,in_transit
S1071,SKU7880,South DC,2024-08-21,2024-08-27,6,355,42.23,delivered
S1072,SKU8036,West DC,2024-09-16,2024-09-30,14,461,113.04,delivered
S1073,SKU6006,East DC,2024-12-15,2024-12-24,9,139,118.85,in_transit
S1074,SKU9648,South DC,2024-03-28,2024-04-02,5,246,189.18,in_transit
S1075,SKU3173,East DC,2024-06-18,2024-06-19,1,385,72.79,delayed
S1076,SKU1411,East DC,2024-09-17,2024-09-18,1,60,192.8,delayed
S1077,SKU9349,West DC,2024-03-13,2024-03-24,11,49,135.81,delivered
S1078,SKU7642,West DC,2024-08-19,2024-08-30,11,346,13.82,delivered
S1079,SKU7642,Central DC,2024-12-10,2024-12-23,13,405,154.87,delivered
S1080,SKU5528,Central DC,2024-10-17,2024-10-20,3,58,61.09,delivered
S1081,SKU1070,Central DC,2024-06-25,2024-06-29,4,241,16.43,delivered
S1082,SKU3280,Central DC,2024-08-11,2024-08-17,6,209,88.06,in_transit
S1083,SKU7642,West DC,2024-10-30,2024-11-09,10,244,187.88,delayed
S1084,SKU9360,Central DC,2024-06-02,2024-06-13,11,250,47.56,delivered
S1085,SKU9349,East DC,2024-08-13,2024-08-18,5,104,135.61,delivered
S1086,SKU3027,East DC,2024-04-15,2024-04-24,9,72,98.52,delivered
S1087,SKU3173,West DC,2024-05-18,2024-05-26,8,390,77.03,delayed
S1088,SKU7979,East DC,2024-01-22,2024-01-26,4,404,51.36,delayed
S1089,SKU9349,South DC,2024-08-23,2024-09-06,14,479,138.42,delivered
S1090,SKU9344,East DC,2024-04-20,2024-04-30,10,298,114.51,delivered
S1091,SKU1441,Central DC,2024-02-13,2024-02-20,7,481,194.27,delivered
S1092,SKU6442,West DC,2024-11-15,2024-11-21,6,214,171.0,in_transit
S1093,SKU7642,Central DC,2024-06-04,2024-06-09,5,106,39.0,delivered
S1094,SKU2110,East DC,2024-01-11,2024-01-23,12,302,155.51,in_transit
S1095,SKU4373,Central DC,2024-08-12,2024-08-16,4,496,126.62,delivered
S1096,SKU3027,South DC,2024-03-15,2024-03-29,14,211,114.77,delayed
S1097,SKU9648,South DC,2024-08-22,2024-09-02,11,72,148.48,delivered
S1098,SKU1441,Central DC,2024-08-23,2024-09-01,9,187,188.49,in_transit
S1099,SKU4154,East DC,2024-11-14,2024-11-18,4,408,134.48,delivered
S1100,SKU5847,West DC,2024-08-21,2024-09-01,11,361,175.91,delayed
S1101,SKU5910,South DC,2024-08-19,2024-08-29,10,458,185.39,in_transit
S1102,SKU9349,West DC,2024-07-09,2024-07-10,1,352,73.59,in_transit
S1103,SKU7880,East DC,2024-05-12,2024-05-13,1,260,39.18,delivered
S1104,SKU5847,South DC,2024-12-03,2024-12-06,3,372,142.14,delayed
S1105,SKU4373,East DC,2024-12-28,2025-01-01,4,165,8.2,delivered
S1106,SKU3368,South DC,2024-06-02,2024-06-16,14,325,103.43,in_transit
S1107,SKU1009,East DC,2024-08-17,2024-08-25,8,95,150.89,delayed
S1108,SKU5910,East DC,2024-08-28,2024-09-01,4,172,21.25,delivered
S1109,SKU7592,South DC,2024-11-05,2024-11-08,3,265,33.01,delayed
S1110,SKU8562,Central DC,2024-03-05,2024-03-08,3,18,198.87,delivered
S1111,SKU3280,West DC,2024-09-25,2024-10-09,14,186,26.08,delayed
S1112,SKU8036,East DC,2024-02-19,2024-03-01,11,424,183.18,delivered
S1113,SKU4944,West DC,2024-11-24,2024-11-28,4,424,199.11,delivered
S1114,SKU6835,West DC,2024-06-26,2024-06-29,3,444,135.66,in_transit
S1115,SKU2279,West DC,2024-12-25,2025-01-01,7,482,56.61,delivered
S1116,SKU4944,South DC,2024-06-15,2024-06-20,5,334,136.17,in_transit
S1117,SKU9565,West DC,2024-02-28,2024-03-04,5,97,29.87,delivered
S1118,SKU3302,West DC,2024-08-19,2024-08-24,5,420,138.96,in_transit
S1119,SKU5910,Central DC,2024-04-01,2024-04-04,3,380,157.54,delivered
S1120,SKU7880,Central DC,2024-05-26,2024-06-07,12,108,112.06,delivered
S1121,SKU1009,South DC,2024-02-01,2024-02-06,5,396,73.03,in_transit
S1122,SKU5910,South DC,2024-04-09,2024-04-11,2,491,25.34,delayed
S1123,SKU5910,Central DC,2024-03-31,2024-04-06,6,296,88.89,delivered
S1124,SKU9565,East DC,2024-08-20,2024-08-23,3,369,172.56,delivered
S1125,SKU7880,Central DC,2024-12-12,2024-12-25,13,464,117.18,in_transit
S1126,SKU7642,Central DC,2024-01-12,2024-01-24,12,470,47.63,in_transit
S1127,SKU9349,East DC,2024-12-24,2024-12-30,6,454,54.63,in_transit
S1128,SKU5873,Central DC,2024-05-11,2024-05-19,8,187,109.55,delayed
S1129,SKU7880,West DC,2024-07-09,2024-07-22,13,393,162.42,delivered
S1130,SKU9565,Central DC,2024-05-14,2024-05-25,11,62,161.89,delivered
S1131,SKU1009,South DC,2024-10-11,2024-10-13,2,53,123.52,delivered
S1132,SKU3027,West DC,2024-01-02,2024-01-15,13,155,79.89,delivered
S1133,SKU1141,South DC,2024-08-15,2024-08-27,12,402,94.57,delivered
S1134,SKU6006,Central DC,2024-11-26,2024-12-04,8,73,59.86,delivered
S1135,SKU6835,West DC,2024-10-21,2024-10-29,8,311,143.62,delivered
S1136,SKU3525,South DC,2024-05-13,2024-05-20,7,53,23.86,in_transit
S1137,SKU1411,Central DC,2024-04-10,2024-04-22,12,261,54.79,delivered
S1138,SKU8432,East DC,2024-09-12,2024-09-18,6,240,44.06,in_transit
S1139,SKU3027,Central DC,2024-05-13,2024-05-22,9,173,166.55,delivered
S1140,SKU9565,South DC,2024-02-02,2024-02-12,10,382,59.76,delivered
S1141,SKU1313,Central DC,2024-04-25,2024-04-27,2,56,185.5,delivered
S1142,SKU4417,West DC,2024-11-01,2024-11-15,14,183,100.75,delayed
S1143,SKU4359,West DC,2024-05-07,2024-05-18,11,422,167.56,delivered
S1144,SKU6006,West DC,2024-12-25,2025-01-04,10,436,78.13,in_transit
S1145,SKU9648,Central DC,2024-11-21,2024-11-23,2,14,191.14,delivered
S1146,SKU9565,East DC,2024-02-17,2024-02-19,2,347,69.59,delivered
S1147,SKU9738,West DC,2024-09-13,2024-09-26,13,10,69.79,in_transit
S1148,SKU7643,West DC,2024-08-24,2024-09-02,9,30,131.8,delivered
S1149,SKU5873,West DC,2024-08-22,2024-08-27,5,253,75.32,delivered
S1150,SKU1070,West DC,2024-01-03,2024-01-06,3,282,123.66,in_transit
S1151,SKU3302,Central DC,2024-08-19,2024-08-29,10,87,199.02,in_transit
S1152,SKU9738,Central DC,2024-04-11,2024-04-23,12,78,38.11,delivered
S1153,SKU4373,East DC,2024-04-02,2024-04-08,6,188,63.89,in_transit
S1154,SKU7087,Central DC,2024-04-26,2024-04-27,1,397,136.03,in_transit
S1155,SKU4154,East DC,2024-07-18,2024-07-23,5,458,68.7,delivered
S1156,SKU9875,East DC,2024-10-07,2024-10-21,14,126,51.1,delivered
S1157,SKU2724,West DC,2024-02-12,2024-02-21,9,183,187.84,delayed
S1158,SKU9738,Central DC,2024-02-15,2024-02-21,6,269,79.12,delivered
S1159,SKU2002,East DC,2024-03-22,2024-03-30,8,258,50.49,delivered
S1160,SKU5910,West DC,2024-03-10,2024-03-19,9,102,41.55,delivered
S1161,SKU3027,Central DC,2024-07-23,2024-07-24,1,286,7.29,delivered
S1162,SKU3368,West DC,2024-02-01,2024-02-15,14,321,193.38,in_transit
S1163,SKU2724,West DC,2024-09-15,2024-09-27,12,417,126.1,delivered
S1164,SKU8562,Central DC,2024-02-13,2024-02-25,12,34,109.32,delivered
S1165,SKU4373,East DC,2024-07-29,2024-08-05,7,27,11.36,delivered
S1166,SKU8562,Central DC,2024-04-02,2024-04-13,11,114,130.3,delivered
S1167,SKU7087,Central DC,2024-04-06,2024-04-13,7,302,179.14,in_transit
S1168,SKU1009,South DC,2024-11-20,2024-12-03,13,458,147.7,delivered
S1169,SKU6006,Central DC,2024-08-01,2024-08-02,1,470,144.48,in_transit
S1170,SKU1703,Central DC,2024-08-16,2024-08-24,8,331,160.81,delivered
S1171,SKU4154,South DC,2024-08-09,2024-08-23,14,327,127.99,delivered
S1172,SKU3525,East DC,2024-01-22,2024-01-27,5,299,62.71,delivered
S1173,SKU5826,West DC,2024-01-07,2024-01-19,12,29,73.84,delivered
S1174,SKU6835,South DC,2024-05-28,2024-06-07,10,290,95.12,delivered
S1175,SKU7979,South DC,2024-11-06,2024-11-10,4,187,172.17,delivered
S1176,SKU3280,East DC,2024-08-16,2024-08-26,10,380,101.74,in_transit
S1177,SKU7642,East DC,2024-05-29,2024-06-08,10,87,105.54,in_transit
S1178,SKU5092,East DC,2024-03-07,2024-03-21,14,294,177.25,delivered
S1179,SKU4944,West DC,2024-08-19,2024-08-24,5,244,20.73,delivered
S1180,SKU6442,East DC,2024-10-20,2024-11-01,12,493,152.66,delivered
S1181,SKU6835,South DC,2024-02-19,2024-03-04,14,333,74.45,delivered
S1182,SKU8036,East DC,2024-12-17,2024-12-31,14,328,129.21,delivered
S1183,SKU5092,East DC,2024-11-03,2024-11-11,8,359,185.62,in_transit
S1184,SKU7592,East DC,2024-09-03,2024-09-17,14,469,146.21,delivered
S1185,SKU5847,East DC,2024-06-13,2024-06-22,9,254,67.18,in_transit
S1186,SKU9349,West DC,2024-07-07,2024-07-18,11,88,55.09,delivered
S1187,SKU4944,East DC,2024-09-11,2024-09-16,5,498,164.81,in_transit
S1188,SKU3280,East DC,2024-04-20,2024-05-04,14,232,24.8,delivered
S1189,SKU7643,East DC,2024-01-11,2024-01-12,1,142,26.67,delivered
S1190,SKU9565,South DC,2024-08-24,2024-08-26,2,486,67.66,delivered
S1191,SKU8432,South DC,2024-08-04,2024-08-07,3,460,92.02,delivered
S1192,SKU5826,Central DC,2024-08-25,2024-09-03,9,463,6.39,delivered
S1193,SKU7642,East DC,2024-10-08,2024-10-17,9,330,180.98,delivered
S1194,SKU8562,Central DC,2024-09-05,2024-09-07,2,117,108.6,delayed
S1195,SKU4154,Central DC,2024-07-12,2024-07-23,11,176,148.53,delivered
S1196,SKU2724,South DC,2024-12-12,2024-12-23,11,198,141.87,delivered
S1197,SKU8562,South DC,2024-10-07,2024-10-20,13,183,119.64,delayed
S1198,SKU1411,East DC,2024-11-01,2024-11-10,9,494,96.86,delivered
S1199,SKU4417,East DC,2024-03-04,2024-03-16,12,147,119.07,in_transit
S1200,SKU4359,West DC,2024-10-21,2024-10-22,1,166,9.88,delivered
S1201,SKU5873,West DC,2024-10-13,2024-10-24,11,403,149.05,in_transit
S1202,SKU3280,Central DC,2024-01-30,2024-01-31,1,389,166.7,delivered
S1203,SKU3525,South DC,2024-12-07,2024-12-16,9,240,133.43,delivered
S1204,SKU3368,West DC,2024-08-06,2024-08-13,7,20,156.48,delayed
S1205,SKU7643,South DC,2024-05-12,2024-05-25,13,440,50.4,delivered
S1206,SKU4787,West DC,2024-01-31,2024-02-09,9,304,11.89,in_transit
S1207,SKU6835,Central DC,2024-11-19,2024-11-20,1,389,159.42,delivered
S1208,SKU1703,West DC,2024-07-25,2024-07-31,6,314,125.83,delivered
S1209,SKU3302,West DC,2024-05-05,2024-05-08,3,402,105.81,delivered
S1210,SKU9738,East DC,2024-03-16,2024-03-28,12,85,185.85,delivered
S1211,SKU6006,Central DC,2024-11-16,2024-11-20,4,70,70.32,in_transit
S1212,SKU2279,Central DC,2024-01-16,2024-01-28,12,95,26.0,in_transit
S1213,SKU4154,West DC,2024-09-09,2024-09-10,1,182,27.5,delivered
S1214,SKU2724,West DC,2024-05-19,2024-05-20,1,403,145.78,delivered
S1215,SKU8036,South DC,2024-07-10,2024-07-12,2,375,58.28,in_transit
S1216,SKU4154,East DC,2024-12-21,2024-12-26,5,104,73.49,delayed
S1217,SKU1141,Central DC,2024-02-25,2024-03-08,12,292,136.72,delayed
S1218,SKU1411,South DC,2024-09-16,2024-09-21,5,371,141.72,delivered
S1219,SKU1411,East DC,2024-12-25,2024-12-31,6,412,196.17,delivered
S1220,SKU3302,West DC,2024-03-04,2024-03-08,4,489,193.6,delivered
S1221,SKU4944,Central DC,2024-09-29,2024-10-03,4,162,160.34,delayed
S1222,SKU4417,Central DC,2024-04-09,2024-04-15,6,312,17.65,delivered
S1223,SKU1441,Central DC,2024-04-03,2024-04-04,1,360,163.15,delivered
S1224,SKU2002,West DC,2024-05-06,2024-05-17,11,128,128.59,delivered
S1225,SKU9875,East DC,2024-01-27,2024-02-03,7,388,147.2,delivered
S1226,SKU5873,South DC,2024-07-21,2024-08-02,12,334,55.99,in_transit
S1227,SKU4417,South DC,2024-11-19,2024-11-22,3,453,166.58,delivered
S1228,SKU6006,Central DC,2024-12-19,2024-12-22,3,265,118.65,delivered
S1229,SKU6006,South DC,2024-06-18,2024-06-19,1,284,29.6,delivered
S1230,SKU9344,Central DC,2024-02-24,2024-03-06,11,150,66.01,delivered
S1231,SKU2668,West DC,2024-03-20,2024-03-27,7,249,188.06,delayed
S1232,SKU1141,East DC,2024-01-19,2024-01-21,2,9,144.52,delivered
S1233,SKU1313,East DC,2024-08-21,2024-08-31,10,469,69.23,delayed
S1234,SKU1703,Central DC,2024-09-09,2024-09-18,9,381,80.83,delivered
S1235,SKU1703,South DC,2024-03-14,2024-03-21,7,486,118.81,delivered
S1236,SKU7643,East DC,2024-10-18,2024-10-21,3,46,24.71,delivered
S1237,SKU3173,East DC,2024-05-20,2024-05-31,11,244,82.72,delayed
S1238,SKU8432,South DC,2024-07-05,2024-07-06,1,175,86.2,delivered
S1239,SKU2002,West DC,2024-04-27,2024-05-08,11,263,119.48,delayed
S1240,SKU6835,South DC,2024-03-06,2024-03-09,3,398,116.85,delivered
S1241,SKU5826,West DC,2024-06-15,2024-06-29,14,38,92.32,delivered
S1242,SKU1009,Central DC,2024-05-19,2024-05-28,9,172,81.79,delayed
S1243,SKU2279,Central DC,2024-05-25,2024-05-30,5,49,197.55,delayed
S1244,SKU7979,West DC,2024-11-29,2024-12-02,3,382,92.33,in_transit
S1245,SKU7880,West DC,2024-04-02,2024-04-09,7,346,117.68,delivered
S1246,SKU4154,East DC,2024-11-01,2024-11-14,13,292,199.64,delivered
S1247,SKU1141,South DC,2024-03-12,2024-03-18,6,263,120.31,delivered
S1248,SKU3027,East DC,2024-02-29,2024-03-03,3,162,50.4,delivered
S1249,SKU3280,Central DC,2024-08-19,2024-08-27,8,388,139.03,delivered
S1250,SKU3173,West DC,2024-11-07,2024-11-18,11,13,41.37,in_transit
S1251,SKU2279,Central DC,2024-11-08,2024-11-15,7,411,136.16,delivered
S1252,SKU6442,Central DC,2024-02-01,2024-02-11,10,196,17.71,delivered
S1253,SKU9648,East DC,2024-06-04,2024-06-05,1,493,11.65,delivered
S1254,SKU2110,East DC,2024-04-09,2024-04-11,2,252,102.85,in_transit
S1255,SKU8432,West DC,2024-07-27,2024-08-05,9,76,117.68,delivered
S1256,SKU8036,South DC,2024-06-18,2024-06-23,5,29,119.98,delivered
S1257,SKU4417,South DC,2024-02-03,2024-02-16,13,281,135.54,delayed
S1258,SKU1141,Central DC,2024-05-12,2024-05-14,2,283,72.37,delivered
S1259,SKU2110,South DC,2024-12-15,2024-12-21,6,384,43.32,delayed
S1260,SKU1313,West DC,2024-08-04,2024-08-06,2,348,153.75,delivered
S1261,SKU5873,South DC,2024-02-01,2024-02-08,7,394,188.55,in_transit
S1262,SKU1070,South DC,2024-07-25,2024-08-06,12,23,53.05,delayed
S1263,SKU9738,West DC,2024-03-21,2024-04-02,12,62,76.86,delivered
S1264,SKU1070,West DC,2024-09-28,2024-10-03,5,333,8.95,in_transit
S1265,SKU2668,Central DC,2024-06-22,2024-07-05,13,65,110.36,delivered
S1266,SKU7346,East DC,2024-04-20,2024-05-01,11,63,114.96,delivered
S1267,SKU7643,East DC,2024-06-03,2024-06-11,8,264,156.21,in_transit
S1268,SKU7087,East DC,2024-07-15,2024-07-28,13,496,182.85,delayed
S1269,SKU5910,Central DC,2024-01-12,2024-01-20,8,26,194.51,delayed
S1270,SKU7592,East DC,2024-12-06,2024-12-09,3,432,55.23,delayed
S1271,SKU5847,West DC,2024-10-15,2024-10-25,10,260,71.14,delivered
S1272,SKU3027,Central DC,2024-10-11,2024-10-17,6,172,75.87,delivered
S1273,SKU2279,East DC,2024-07-15,2024-07-16,1,267,191.24,delivered
S1274,SKU9360,East DC,2024-09-20,2024-09-24,4,10,83.7,delayed
S1275,SKU5092,West DC,2024-11-04,2024-11-09,5,256,178.87,delivered
S1276,SKU1411,East DC,2024-11-08,2024-11-16,8,450,141.43,delivered
S1277,SKU7642,East DC,2024-10-22,2024-11-04,13,19,126.61,delivered
S1278,SKU9349,South DC,2024-10-14,2024-10-21,7,454,81.74,delivered
S1279,SKU4787,South DC,2024-03-04,2024-03-13,9,191,179.84,delivered
S1280,SKU9360,West DC,2024-07-10,2024-07-23,13,476,57.32,delayed
S1281,SKU6835,South DC,2024-10-10,2024-10-24,14,21,81.2,in_transit
S1282,SKU2279,South DC,2024-12-09,2024-12-20,11,340,37.94,in_transit
S1283,SKU1411,East DC,2024-02-22,2024-03-05,12,37,143.15,delayed
S1284,SKU1703,Central DC,2024-01-01,2024-01-12,11,26,48.16,delayed
S1285,SKU7346,West DC,2024-06-23,2024-07-03,10,350,197.89,delayed
S1286,SKU1441,Central DC,2024-02-14,2024-02-26,12,79,48.91,delayed
S1287,SKU7087,Central DC,2024-06-16,2024-06-22,6,414,74.3,delivered
S1288,SKU6442,South DC,2024-10-06,2024-10-16,10,118,112.77,in_transit
S1289,SKU2724,South DC,2024-04-06,2024-04-10,4,388,150.98,delivered
S1290,SKU2668,East DC,2024-03-14,2024-03-24,10,194,126.14,delivered
S1291,SKU6442,West DC,2024-08-09,2024-08-20,11,88,138.05,in_transit
S1292,SKU3302,Central DC,2024-02-23,2024-02-27,4,353,70.94,delayed
S1293,SKU7979,Central DC,2024-04-01,2024-04-02,1,14,169.8,delivered
S1294,SKU7592,East DC,2024-04-07,2024-04-10,3,432,36.72,delivered
S1295,SKU9344,West DC,2024-04-04,2024-04-15,11,59,38.52,delivered
S1296,SKU3173,East DC,2024-04-21,2024-04-22,1,104,13.13,delivered
S1297,SKU2002,West DC,2024-12-01,2024-12-09,8,127,44.21,delivered
S1298,SKU1441,West DC,2024-11-18,2024-11-30,12,462,185.47,delivered
S1299,SKU5826,South DC,2024-08-12,2024-08-18,6,249,195.18,delivered
S1300,SKU7087,East DC,2024-02-22,2024-03-03,10,338,156.14,delivered
S1301,SKU6835,South DC,2024-01-08,2024-01-15,7,440,11.62,delivered
S1302,SKU4417,West DC,2024-07-02,2024-07-04,2,397,134.0,delivered
S1303,SKU1703,East DC,2024-04-06,2024-04-16,10,239,60.96,delayed
S1304,SKU4787,South DC,2024-01-05,2024-01-13,8,387,141.75,in_transit
S1305,SKU3302,Central DC,2024-02-21,2024-02-29,8,445,109.02,delivered
S1306,SKU5092,Central DC,2024-03-11,2024-03-22,11,447,122.01,delivered
S1307,SKU1070,East DC,2024-04-13,2024-04-18,5,120,125.02,delivered
S1308,SKU8432,West DC,2024-06-23,2024-07-05,12,247,17.09,delivered
S1309,SKU1313,South DC,2024-08-26,2024-09-09,14,482,55.43,delayed
S1310,SKU9738,South DC,2024-07-05,2024-07-11,6,377,94.65,delayed
S1311,SKU9344,West DC,2024-03-10,2024-03-20,10,311,26.56,delivered
S1312,SKU9648,South DC,2024-10-09,2024-10-10,1,102,97.47,delivered
S1313,SKU9875,East DC,2024-10-02,2024-10-05,3,304,80.08,in_transit
S1314,SKU5826,East DC,2024-09-25,2024-09-28,3,302,101.37,delivered
S1315,SKU2110,South DC,2024-01-28,2024-02-03,6,167,168.24,delivered
S1316,SKU4787,East DC,2024-05-05,2024-05-11,6,48,190.69,delivered
S1317,SKU3368,East DC,2024-03-23,2024-03-28,5,419,189.8,delivered
S1318,SKU9349,South DC,2024-07-21,2024-07-26,5,99,67.16,in_transit
S1319,SKU5910,South DC,2024-07-09,2024-07-17,8,357,182.18,delayed
S1320,SKU1441,South DC,2024-07-17,2024-07-27,10,466,123.37,delivered
S1321,SKU7880,Central DC,2024-11-10,2024-11-16,6,184,197.16,in_transit
S1322,SKU7880,West DC,2024-03-24,2024-03-28,4,205,26.04,delivered
S1323,SKU1703,West DC,2024-04-12,2024-04-13,1,315,170.59,delivered
S1324,SKU2279,East DC,2024-12-10,2024-12-16,6,405,84.86,in_transit
S1325,SKU1703,South DC,2024-03-28,2024-04-02,5,169,18.46,delivered
S1326,SKU4787,West DC,2024-12-31,2025-01-12,12,422,126.63,delivered
S1327,SKU7642,South DC,2024-05-27,2024-05-31,4,492,36.51,in_transit
S1328,SKU9349,East DC,2024-09-04,2024-09-12,8,493,88.0,delivered
S1329,SKU9344,South DC,2024-05-21,2024-05-29,8,76,74.02,in_transit
S1330,SKU2110,East DC,2024-10-28,2024-11-04,7,241,69.59,delivered
S1331,SKU6006,Central DC,2024-01-09,2024-01-13,4,435,44.17,delivered
S1332,SKU7346,Central DC,2024-09-02,2024-09-16,14,134,187.25,in_transit
S1333,SKU9360,South DC,2024-03-12,2024-03-24,12,420,48.58,in_transit
S1334,SKU6442,South DC,2024-08-19,2024-08-26,7,292,72.58,in_transit
S1335,SKU5092,West DC,2024-11-16,2024-11-29,13,290,138.32,delivered
S1336,SKU9738,South DC,2024-04-23,2024-05-03,10,344,63.25,delivered
S1337,SKU7592,East DC,2024-11-17,2024-11-25,8,115,48.18,delayed
S1338,SKU6006,East DC,2024-02-03,2024-02-06,3,34,106.91,delivered
S1339,SKU1313,East DC,2024-12-18,2024-12-23,5,88,37.72,delayed
S1340,SKU9875,West DC,2024-06-20,2024-06-25,5,379,148.33,delivered
S1341,SKU4359,Central DC,2024-03-05,2024-03-09,4,160,86.55,delayed
S1342,SKU4787,East DC,2024-09-19,2024-09-20,1,476,194.33,delivered
S1343,SKU5528,South DC,2024-11-04,2024-11-15,11,248,168.36,delayed
S1344,SKU8432,Central DC,2024-09-09,2024-09-10,1,325,112.86,delivered
S1345,SKU2110,Central DC,2024-06-17,2024-06-29,12,354,164.1,delivered
S1346,SKU3280,East DC,2024-11-01,2024-11-09,8,265,166.27,delivered
S1347,SKU4787,East DC,2024-04-11,2024-04-25,14,167,142.03,in_transit
S1348,SKU5092,West DC,2024-05-17,2024-05-26,9,430,122.65,delivered
S1349,SKU9344,East DC,2024-10-29,2024-11-08,10,482,49.94,delivered
S1350,SKU8562,South DC,2024-02-19,2024-02-25,6,413,153.62,delayed
S1351,SKU7592,West DC,2024-02-18,2024-03-02,13,12,75.14,delivered
S1352,SKU2279,Central DC,2024-12-25,2025-01-08,14,430,15.92,delivered
S1353,SKU2668,South DC,2024-04-05,2024-04-16,11,375,167.19,delivered
S1354,SKU2724,South DC,2024-11-02,2024-11-12,10,113,198.75,delivered
S1355,SKU9565,East DC,2024-08-15,2024-08-20,5,380,102.31,delivered
S1356,SKU5873,South DC,2024-11-22,2024-11-24,2,282,7.98,delivered
S1357,SKU2279,East DC,2024-09-04,2024-09-09,5,304,124.65,delivered
S1358,SKU9648,East DC,2024-07-07,2024-07-14,7,198,7.62,delivered
S1359,SKU9565,South DC,2024-04-15,2024-04-18,3,190,86.94,delivered
S1360,SKU8432,East DC,2024-09-18,2024-09-22,4,408,98.31,delayed
S1361,SKU5092,East DC,2024-10-12,2024-10-25,13,371,82.31,delivered
S1362,SKU8432,East DC,2024-06-27,2024-07-05,8,435,70.16,delivered
S1363,SKU7087,East DC,2024-07-02,2024-07-16,14,367,38.73,delivered
S1364,SKU5910,East DC,2024-11-05,2024-11-18,13,477,121.14,in_transit
S1365,SKU2002,East DC,2024-09-14,2024-09-21,7,273,157.57,delayed
S1366,SKU2668,West DC,2024-10-04,2024-10-12,8,32,107.27,delivered
S1367,SKU3173,South DC,2024-10-10,2024-10-14,4,299,19.06,delayed
S1368,SKU3525,South DC,2024-05-07,2024-05-14,7,174,103.78,delivered
S1369,SKU9349,South DC,2024-03-22,2024-04-02,11,485,164.74,delivered
S1370,SKU1070,South DC,2024-08-15,2024-08-19,4,274,175.34,delivered
S1371,SKU8432,West DC,2024-02-14,2024-02-25,11,133,57.59,delivered
S1372,SKU9349,Central DC,2024-04-22,2024-04-27,5,2,28.54,delivered
S1373,SKU9565,West DC,2024-05-08,2024-05-22,14,464,129.31,in_transit
S1374,SKU3027,South DC,2024-11-29,2024-12-11,12,161,173.85,delivered
S1375,SKU7592,West DC,2024-08-04,2024-08-18,14,253,43.01,in_transit
S1376,SKU5092,South DC,2024-08-30,2024-09-04,5,330,164.98,delayed
S1377,SKU6006,West DC,2024-07-21,2024-07-28,7,265,155.45,delivered
S1378,SKU9648,Central DC,2024-05-20,2024-06-03,14,150,189.15,delivered
S1379,SKU7643,West DC,2024-03-18,2024-03-26,8,431,27.49,delayed
S1380,SKU4154,Central DC,2024-12-30,2025-01-10,11,196,198.31,delivered
S1381,SKU9648,Central DC,2024-12-23,2024-12-28,5,26,23.44,delivered
S1382,SKU3302,East DC,2024-06-03,2024-06-16,13,462,87.67,delivered
S1383,SKU9349,Central DC,2024-08-29,2024-08-31,2,339,90.08,delivered
S1384,SKU9875,West DC,2024-08-28,2024-09-06,9,263,147.86,delivered
S1385,SKU3280,West DC,2024-08-18,2024-08-19,1,245,157.71,in_transit
S1386,SKU9349,South DC,2024-03-23,2024-03-26,3,250,196.1,delivered
S1387,SKU7880,Central DC,2024-07-28,2024-08-08,11,65,164.83,delivered
S1388,SKU7642,West DC,2024-08-09,2024-08-18,9,381,51.2,delivered
S1389,SKU1411,East DC,2024-08-30,2024-09-03,4,499,132.23,delivered
S1390,SKU6006,South DC,2024-01-14,2024-01-21,7,154,25.79,delivered
S1391,SKU7592,South DC,2024-10-30,2024-10-31,1,225,79.06,delayed
S1392,SKU3173,East DC,2024-07-28,2024-08-10,13,456,62.11,delivered
S1393,SKU7087,South DC,2024-07-20,2024-07-29,9,209,147.47,delivered
S1394,SKU1070,East DC,2024-12-12,2024-12-17,5,173,115.69,delivered
S1395,SKU8036,East DC,2024-02-29,2024-03-06,6,297,91.27,delayed
S1396,SKU3525,West DC,2024-10-31,2024-11-13,13,207,198.05,delayed
S1397,SKU3525,South DC,2024-09-28,2024-10-07,9,73,153.93,delayed
S1398,SKU9360,Central DC,2024-01-27,2024-02-10,14,309,49.61,in_transit
S1399,SKU2724,West DC,2024-09-17,2024-10-01,14,239,14.51,delivered
S1400,SKU7346,Central DC,2024-06-09,2024-06-10,1,46,176.83,in_transit
S1401,SKU9360,Central DC,2024-05-24,2024-05-25,1,188,59.5,delayed
S1402,SKU4417,Central DC,2024-01-31,2024-02-02,2,449,5.69,delivered
