consumer_id,age,gender,income_bracket,education,region
CON0077405,80,M,50-75K,Bachelors,North
CON0077406,62,M,100K+,HS,North
CON0077407,77,F,<25K,HS,North
CON0077408,44,M,25-50K,College,North
CON0077409,39,F,75-100K,HS,South
CON0077410,36,M,<25K,Bachelors,South
CON0077411,64,F,100K+,HS,West
CON0077412,56,F,75-100K,College,North
CON0077413,33,F,50-75K,Bachelors,South
CON0077414,46,F,50-75K,Graduate,South
CON0077415,22,F,25-50K,HS,West
CON0077416,78,M,100K+,Graduate,South
CON0077417,34,F,100K+,Graduate,West
CON0077418,25,F,75-100K,Bachelors,South
CON0077419,82,F,75-100K,Bachelors,West
CON0077420,19,M,25-50K,Graduate,North
CON0077421,76,F,50-75K,Bachelors,South
CON0077422,64,F,50-75K,Graduate,North
CON0077423,58,M,25-50K,Bachelors,East
CON0077424,62,M,<25K,College,West
CON0077425,90,F,<25K,Bachelors,North
CON0077426,41,M,75-100K,College,West
CON0077427,34,F,50-75K,Graduate,South
CON0077428,20,F,100K+,HS,East
CON0077429,53,M,<25K,College,East
CON0077430,81,M,100K+,Graduate,South
CON0077431,90,M,50-75K,HS,North
CON0077432,41,M,50-75K,Bachelors,South
CON0077433,49,F,50-75K,College,North
CON0077434,60,F,25-50K,Bachelors,South
CON0077435,46,M,75-100K,Bachelors,North
CON0077436,44,F,100K+,College,West
CON0077437,87,M,50-75K,HS,South
CON0077438,41,F,75-100K,Graduate,East
CON0077439,32,M,25-50K,Graduate,East
CON0077440,76,F,75-100K,College,West
CON0077441,56,M,50-75K,HS,North
CON0077442,18,M,25-50K,Graduate,North
CON0077443,64,M,50-75K,Graduate,East
CON0077444,24,F,<25K,Bachelors,West
CON0077445,61,F,<25K,Bachelors,West
CON0077446,35,M,100K+,HS,West
CON0077447,51,M,100K+,Bachelors,South
CON0077448,39,F,100K+,College,West
CON0077449,68,F,100K+,Graduate,South
CON0077450,39,F,50-75K,College,South
CON0077451,45,F,50-75K,College,East
CON0077452,85,F,75-100K,Graduate,South
CON0077453,80,M,100K+,HS,West
CON0077454,71,F,25-50K,College,South
CON0077455,60,M,50-75K,Graduate,South
CON0077456,33,F,25-50K,Graduate,North
CON0077457,49,F,<25K,HS,West
CON0077458,77,M,100K+,Graduate,South
CON0077459,28,M,25-50K,Bachelors,West
CON0077460,20,F,75-100K,Graduate,North
CON0077461,22,F,25-50K,HS,West
CON0077462,84,F,75-100K,HS,North
CON0077463,59,M,75-100K,Bachelors,East
CON0077464,55,F,100K+,College,South
CON0077465,74,M,25-50K,Bachelors,West
CON0077466,78,M,25-50K,Graduate,West
CON0077467,27,M,25-50K,Bachelors,North
CON0077468,55,M,<25K,Graduate,South
CON0077469,22,M,25-50K,Bachelors,West
CON0077470,87,M,100K+,Bachelors,East
CON0077471,61,M,50-75K,Bachelors,North
CON0077472,79,M,75-100K,Graduate,South
CON0077473,49,F,<25K,Bachelors,South
CON0077474,53,F,50-75K,Graduate,North
CON0077475,44,F,25-50K,Graduate,West
CON0077476,88,M,<25K,Bachelors,South
CON0077477,38,F,75-100K,College,East
CON0077478,41,M,25-50K,Graduate,South
CON0077479,21,F,50-75K,HS,East
CON0077480,26,F,75-100K,HS,West
CON0077481,27,F,100K+,Graduate,West
CON0077482,89,M,75-100K,Graduate,West
CON0077483,81,M,25-50K,Bachelors,South
CON0077484,20,M,100K+,Bachelors,South
CON0077485,24,F,100K+,College,East
CON0077486,58,M,100K+,Graduate,West
CON0077487,72,M,50-75K,Bachelors,North
CON0077488,20,F,75-100K,Bachelors,West
CON0077489,67,M,75-100K,Graduate,East
CON0077490,41,M,100K+,HS,East
CON0077491,73,M,25-50K,College,West
CON0077492,55,F,<25K,Bachelors,East
CON0077493,87,F,25-50K,Bachelors,East
CON0077494,58,M,25-50K,Graduate,West
CON0077495,66,F,75-100K,College,East
CON0077496,41,F,25-50K,Bachelors,South
CON0077497,84,F,50-75K,Graduate,South
CON0077498,51,F,<25K,College,North
CON0077499,87,M,75-100K,Bachelors,East
CON0077500,77,M,100K+,HS,East
CON0077501,48,F,50-75K,HS,West
CON0077502,28,M,25-50K,HS,North
CON0077503,27,M,100K+,Graduate,West
CON0077504,36,F,<25K,College,North
CON0077505,42,F,25-50K,HS,North
CON0077506,33,M,25-50K,College,West
CON0077507,30,F,100K+,HS,North
CON0077508,19,F,<25K,Graduate,South
CON0077509,56,M,50-75K,HS,North
CON0077510,68,F,75-100K,HS,West
CON0077511,68,M,<25K,Graduate,North
CON0077512,18,M,75-100K,College,East
CON0077513,87,F,75-100K,College,West
CON0077514,72,F,<25K,HS,East
CON0077515,71,M,100K+,HS,East
CON0077516,70,F,75-100K,Bachelors,East
CON0077517,56,F,50-75K,Graduate,North
CON0077518,87,M,<25K,HS,South
CON0077519,34,M,25-50K,Graduate,East
CON0077520,23,M,25-50K,HS,South
CON0077521,79,F,50-75K,College,East
CON0077522,73,F,<25K,College,South
CON0077523,78,M,50-75K,HS,North
CON0077524,86,F,100K+,HS,North
CON0077525,46,F,100K+,College,North
CON0077526,18,M,100K+,Bachelors,North
CON0077527,51,M,25-50K,HS,North
CON0077528,51,M,100K+,Graduate,North
CON0077529,55,F,25-50K,College,South
CON0077530,33,M,75-100K,College,East
CON0077531,74,M,25-50K,HS,East
CON0077532,28,F,100K+,Bachelors,East
CON0077533,30,F,<25K,Bachelors,South
CON0077534,32,F,25-50K,Graduate,South
CON0077535,68,M,25-50K,College,East
CON0077536,48,M,<25K,Bachelors,East
CON0077537,19,F,100K+,HS,North
CON0077538,64,M,50-75K,College,South
CON0077539,61,F,50-75K,Bachelors,East
CON0077540,68,F,75-100K,Graduate,South
CON0077541,73,M,<25K,Graduate,West
CON0077542,26,F,75-100K,HS,East
CON0077543,77,F,<25K,Graduate,North
CON0077544,74,F,75-100K,Graduate,East
CON0077545,87,M,50-75K,College,East
CON0077546,28,M,25-50K,Bachelors,North
CON0077547,46,F,<25K,HS,South
CON0077548,19,F,50-75K,Bachelors,East
CON0077549,56,F,100K+,College,West
CON0077550,52,F,25-50K,College,West
CON0077551,53,F,75-100K,Graduate,East
CON0077552,80,M,<25K,College,South
CON0077553,52,M,25-50K,HS,North
CON0077554,88,M,100K+,College,West
CON0077555,66,M,50-75K,College,West
CON0077556,89,F,100K+,Bachelors,South
CON0077557,43,M,100K+,HS,East
CON0077558,18,F,75-100K,Bachelors,West
CON0077559,64,F,50-75K,Graduate,North
CON0077560,55,M,25-50K,HS,West
CON0077561,23,M,100K+,College,South
CON0077562,27,F,50-75K,HS,North
CON0077563,41,M,100K+,HS,North
CON0077564,67,M,50-75K,HS,West
CON0077565,48,M,50-75K,Graduate,South
CON0077566,79,M,<25K,Graduate,South
CON0077567,44,F,100K+,HS,North
CON0077568,34,M,75-100K,College,South
CON0077569,59,F,75-100K,Bachelors,East
CON0077570,89,F,50-75K,Bachelors,East
CON0077571,81,M,25-50K,Graduate,East
CON0077572,90,M,75-100K,Bachelors,East
CON0077573,50,F,25-50K,Bachelors,North
CON0077574,55,M,25-50K,Bachelors,South
CON0077575,49,M,<25K,Bachelors,North
CON0077576,47,F,<25K,College,East
CON0077577,36,M,<25K,Bachelors,East
CON0077578,58,M,50-75K,HS,North
CON0077579,51,F,<25K,College,East
CON0077580,23,M,50-75K,Bachelors,North
CON0077581,27,M,<25K,Graduate,North
CON0077582,61,F,75-100K,HS,South
CON0077583,53,F,100K+,Graduate,West
CON0077584,59,M,100K+,Bachelors,South
CON0077585,70,M,<25K,HS,West
CON0077586,44,M,50-75K,HS,South
CON0077587,68,M,25-50K,Graduate,South
CON0077588,31,F,25-50K,Bachelors,North
CON0077589,28,M,50-75K,College,North
CON0077590,38,F,100K+,College,West
CON0077591,25,F,75-100K,Bachelors,North
CON0077592,76,M,75-100K,College,West
CON0077593,58,M,100K+,HS,West
CON0077594,23,F,25-50K,Graduate,West
CON0077595,88,M,<25K,HS,West
CON0077596,71,F,100K+,Bachelors,South
CON0077597,19,F,75-100K,Bachelors,North
CON0077598,76,M,100K+,Graduate,South
CON0077599,87,F,50-75K,Graduate,South
CON0077600,56,F,25-50K,College,East
CON0077601,90,M,25-50K,Bachelors,North
CON0077602,40,M,<25K,Bachelors,North
CON0077603,58,M,75-100K,Bachelors,North
CON0077604,19,F,75-100K,HS,West
CON0077605,84,M,100K+,College,West
CON0077606,78,F,50-75K,Bachelors,East
CON0077607,46,M,25-50K,HS,North
CON0077608,32,F,25-50K,College,North
CON0077609,88,M,50-75K,Bachelors,East
CON0077610,86,M,<25K,College,North
CON0077611,87,F,25-50K,Graduate,South
CON0077612,85,F,50-75K,Graduate,South
CON0077613,62,M,50-75K,Bachelors,South
CON0077614,86,M,50-75K,College,South
CON0077615,20,M,<25K,Bachelors,North
CON0077616,88,F,50-75K,HS,South
CON0077617,84,M,100K+,HS,East
CON0077618,77,M,100K+,Bachelors,East
CON0077619,47,M,25-50K,College,West
CON0077620,25,F,100K+,Bachelors,South
CON0077621,76,F,50-75K,Graduate,West
CON0077622,81,F,100K+,Graduate,West
CON0077623,78,F,50-75K,Bachelors,East
CON0077624,90,F,75-100K,College,West
CON0077625,25,F,<25K,Bachelors,North
CON0077626,70,F,100K+,College,North
CON0077627,38,M,<25K,College,South
CON0077628,28,F,75-100K,Bachelors,East
CON0077629,45,F,50-75K,College,North
CON0077630,31,M,25-50K,Bachelors,East
CON0077631,44,F,75-100K,College,East
CON0077632,29,F,100K+,Bachelors,South
CON0077633,85,F,25-50K,College,North
CON0077634,44,M,50-75K,College,East
CON0077635,28,F,75-100K,Graduate,South
CON0077636,65,M,<25K,Graduate,West
CON0077637,35,F,25-50K,Graduate,South
CON0077638,43,F,25-50K,Bachelors,North
CON0077639,85,F,75-100K,HS,West
CON0077640,34,M,100K+,College,East
CON0077641,57,F,50-75K,Graduate,East
CON0077642,51,F,50-75K,Bachelors,South
CON0077643,30,M,50-75K,Bachelors,North
CON0077644,75,F,75-100K,College,South
CON0077645,43,F,<25K,College,South
CON0077646,61,M,50-75K,Bachelors,North
CON0077647,80,F,100K+,Graduate,North
CON0077648,50,M,50-75K,Graduate,North
CON0077649,18,M,75-100K,College,North
CON0077650,25,F,100K+,Bachelors,North
CON0077651,46,F,50-75K,College,North
CON0077652,20,M,25-50K,HS,East
CON0077653,69,M,50-75K,College,South
CON0077654,62,M,<25K,HS,North
CON0077655,55,F,50-75K,HS,West
CON0077656,58,M,<25K,Graduate,West
CON0077657,80,M,75-100K,HS,South
CON0077658,67,F,100K+,HS,North
CON0077659,71,M,25-50K,College,South
CON0077660,36,M,75-100K,Bachelors,North
CON0077661,51,F,100K+,College,North
CON0077662,21,F,<25K,Bachelors,West
CON0077663,33,M,100K+,Graduate,South
CON0077664,46,F,75-100K,HS,West
CON0077665,57,F,25-50K,Graduate,West
CON0077666,51,F,100K+,College,West
CON0077667,32,M,75-100K,College,East
CON0077668,63,M,50-75K,Bachelors,South
CON0077669,83,F,<25K,College,North
CON0077670,72,F,75-100K,Bachelors,South
CON0077671,72,F,<25K,Bachelors,North
CON0077672,73,F,<25K,HS,East
CON0077673,58,M,25-50K,Bachelors,West
CON0077674,40,F,<25K,HS,South
CON0077675,77,M,75-100K,HS,South
CON0077676,33,M,<25K,HS,East
CON0077677,22,M,50-75K,College,South
CON0077678,20,F,50-75K,Graduate,South
CON0077679,84,M,75-100K,Graduate,East
CON0077680,18,F,25-50K,Graduate,West
CON0077681,59,M,75-100K,College,North
CON0077682,27,M,75-100K,Bachelors,North
CON0077683,19,F,100K+,College,East
CON0077684,47,M,75-100K,Bachelors,East
CON0077685,30,F,75-100K,Graduate,South
CON0077686,41,M,<25K,Bachelors,North
CON0077687,84,F,25-50K,Graduate,East
CON0077688,88,F,25-50K,College,North
CON0077689,77,F,75-100K,Bachelors,East
CON0077690,88,F,75-100K,College,North
CON0077691,54,M,100K+,Bachelors,North
CON0077692,31,F,25-50K,Graduate,South
CON0077693,47,F,25-50K,HS,West
CON0077694,37,F,<25K,HS,North
CON0077695,73,F,75-100K,College,North
CON0077696,34,F,25-50K,College,North
CON0077697,47,F,<25K,HS,West
CON0077698,33,M,<25K,College,South
CON0077699,64,F,50-75K,Graduate,East
CON0077700,54,F,100K+,Bachelors,South
CON0077701,87,F,50-75K,Graduate,West
CON0077702,51,F,100K+,HS,East
CON0077703,61,F,50-75K,College,West
CON0077704,64,M,100K+,Graduate,East
CON0077705,46,M,75-100K,HS,East
CON0077706,66,F,<25K,HS,West
CON0077707,40,M,75-100K,Bachelors,West
CON0077708,58,F,<25K,Graduate,South
CON0077709,51,M,100K+,HS,West
CON0077710,69,M,50-75K,Bachelors,South
CON0077711,76,M,100K+,College,West
CON0077712,42,F,50-75K,College,West
CON0077713,55,M,<25K,Graduate,North
CON0077714,46,M,25-50K,College,West
CON0077715,50,F,50-75K,Bachelors,East
CON0077716,87,F,<25K,College,West
CON0077717,59,F,100K+,Graduate,North
CON0077718,50,M,100K+,Bachelors,North
CON0077719,23,F,<25K,Graduate,North
CON0077720,80,M,25-50K,Bachelors,North
CON0077721,48,M,<25K,Bachelors,East
CON0077722,60,M,25-50K,HS,South
CON0077723,87,M,100K+,Bachelors,South
CON0077724,78,F,<25K,Graduate,East
CON0077725,39,M,50-75K,Bachelors,East
CON0077726,51,F,100K+,HS,North
CON0077727,77,M,<25K,College,South
CON0077728,55,F,100K+,HS,North
CON0077729,66,F,50-75K,Bachelors,West
CON0077730,38,F,<25K,HS,East
CON0077731,62,M,100K+,HS,North
CON0077732,42,M,100K+,HS,South
CON0077733,56,F,75-100K,HS,West
CON0077734,67,M,50-75K,HS,North
CON0077735,78,M,100K+,Bachelors,West
CON0077736,78,M,50-75K,HS,West
CON0077737,22,M,25-50K,College,West
CON0077738,29,M,100K+,Graduate,South
CON0077739,43,M,75-100K,Bachelors,East
CON0077740,71,F,75-100K,Bachelors,East
CON0077741,21,F,25-50K,College,West
CON0077742,56,M,75-100K,College,North
CON0077743,73,F,25-50K,HS,East
CON0077744,68,M,50-75K,College,East
CON0077745,57,F,<25K,HS,South
CON0077746,40,F,100K+,Graduate,North
CON0077747,71,F,75-100K,Graduate,North
CON0077748,48,F,<25K,Graduate,West
CON0077749,51,M,<25K,College,East
CON0077750,62,M,<25K,HS,East
CON0077751,45,F,25-50K,Graduate,West
CON0077752,90,M,75-100K,Graduate,South
CON0077753,58,M,75-100K,Graduate,North
CON0077754,71,F,50-75K,HS,North
CON0077755,64,M,25-50K,College,East
CON0077756,36,F,<25K,Graduate,North
CON0077757,89,M,25-50K,HS,South
CON0077758,31,F,100K+,Graduate,East
CON0077759,24,F,50-75K,Graduate,East
CON0077760,73,M,<25K,College,West
CON0077761,41,M,50-75K,HS,North
CON0077762,70,F,50-75K,HS,North
CON0077763,22,M,<25K,Bachelors,East
CON0077764,37,M,25-50K,Bachelors,East
CON0077765,18,F,25-50K,Bachelors,North
CON0077766,35,M,75-100K,Graduate,South
CON0077767,58,F,100K+,Graduate,South
CON0077768,61,F,50-75K,Bachelors,North
CON0077769,61,M,50-75K,Graduate,North
CON0077770,82,F,<25K,Graduate,South
CON0077771,21,F,<25K,Bachelors,South
CON0077772,75,M,<25K,Bachelors,West
CON0077773,60,F,100K+,Graduate,West
CON0077774,57,M,75-100K,Graduate,South
CON0077775,70,F,<25K,HS,West
CON0077776,83,M,50-75K,HS,North
CON0077777,57,M,<25K,HS,North
CON0077778,29,F,<25K,Bachelors,East
CON0077779,48,F,100K+,Graduate,East
CON0077780,58,M,100K+,Bachelors,West
CON0077781,54,M,100K+,Graduate,North
CON0077782,80,F,<25K,College,West
CON0077783,84,M,50-75K,Graduate,South
CON0077784,21,F,<25K,Graduate,West
CON0077785,31,M,100K+,Bachelors,West
CON0077786,38,F,50-75K,HS,North
CON0077787,55,F,<25K,College,West
CON0077788,38,F,50-75K,Bachelors,South
CON0077789,43,M,25-50K,College,East
CON0077790,33,M,100K+,HS,North
CON0077791,49,M,75-100K,Bachelors,South
CON0077792,77,M,100K+,HS,North
CON0077793,41,F,50-75K,HS,South
CON0077794,83,M,50-75K,HS,South
CON0077795,85,M,50-75K,HS,South
CON0077796,39,M,50-75K,HS,South
CON0077797,88,M,25-50K,HS,West
CON0077798,42,M,<25K,Graduate,North
CON0077799,25,F,50-75K,HS,North
CON0077800,69,M,<25K,HS,East
CON0077801,26,F,100K+,HS,North
CON0077802,38,M,<25K,College,West
CON0077803,72,F,<25K,College,South
CON0077804,26,M,100K+,Bachelors,West
CON0077805,69,M,50-75K,HS,West
CON0077806,61,F,75-100K,College,South
CON0077807,80,F,<25K,Bachelors,North
CON0077808,66,M,75-100K,College,East
CON0077809,53,F,<25K,HS,East
CON0077810,54,F,100K+,Bachelors,South
CON0077811,58,F,75-100K,HS,West
CON0077812,48,M,100K+,College,West
CON0077813,70,M,100K+,Graduate,South
CON0077814,26,M,75-100K,HS,West
CON0077815,35,M,<25K,Bachelors,West
CON0077816,22,M,<25K,HS,South
CON0077817,29,F,50-75K,Graduate,West
CON0077818,44,F,75-100K,HS,East
CON0077819,83,M,100K+,Bachelors,North
CON0077820,45,M,100K+,Graduate,East
CON0077821,61,M,50-75K,Bachelors,South
CON0077822,83,F,<25K,College,North
CON0077823,53,F,<25K,HS,West
CON0077824,43,F,100K+,Bachelors,East
CON0077825,84,M,75-100K,Graduate,West
CON0077826,82,F,100K+,Graduate,West
CON0077827,24,F,75-100K,Bachelors,East
CON0077828,66,M,<25K,Bachelors,West
CON0077829,40,M,75-100K,HS,South
CON0077830,22,M,100K+,Graduate,South
CON0077831,33,F,100K+,College,North
CON0077832,20,M,100K+,College,North
CON0077833,58,F,100K+,College,West
CON0077834,29,M,25-50K,Bachelors,North
CON0077835,49,F,25-50K,Bachelors,West
CON0077836,67,F,<25K,Bachelors,East
CON0077837,18,M,25-50K,HS,East
CON0077838,78,F,75-100K,HS,South
CON0077839,88,F,50-75K,HS,West
CON0077840,34,M,25-50K,HS,West
CON0077841,49,F,<25K,Graduate,South
CON0077842,88,M,50-75K,College,West
CON0077843,51,M,75-100K,Bachelors,East
CON0077844,79,F,75-100K,HS,North
CON0077845,82,F,<25K,Bachelors,South
CON0077846,78,M,50-75K,HS,East
CON0077847,24,F,100K+,Graduate,South
CON0077848,65,M,100K+,Bachelors,South
CON0077849,58,M,100K+,Graduate,North
CON0077850,47,M,75-100K,Graduate,West
CON0077851,67,F,75-100K,Bachelors,East
CON0077852,54,F,100K+,Bachelors,South
CON0077853,72,M,100K+,Graduate,North
CON0077854,60,F,<25K,Graduate,North
CON0077855,52,F,<25K,College,West
CON0077856,90,M,<25K,HS,North
CON0077857,24,F,25-50K,HS,North
CON0077858,61,F,<25K,College,West
CON0077859,77,M,75-100K,Bachelors,South
CON0077860,60,M,100K+,Bachelors,West
CON0077861,82,F,75-100K,HS,South
CON0077862,48,F,<25K,Graduate,North
CON0077863,79,M,100K+,Graduate,South
CON0077864,79,F,25-50K,College,West
CON0077865,71,F,25-50K,College,South
CON0077866,33,M,<25K,Bachelors,East
CON0077867,37,F,100K+,Graduate,South
CON0077868,18,M,100K+,HS,East
CON0077869,20,M,<25K,HS,South
CON0077870,82,F,<25K,HS,West
CON0077871,79,M,25-50K,HS,North
CON0077872,69,M,50-75K,Bachelors,East
CON0077873,90,F,75-100K,HS,West
CON0077874,40,M,<25K,Graduate,North
CON0077875,22,M,100K+,Graduate,North
CON0077876,20,F,100K+,Bachelors,South
CON0077877,40,M,<25K,Bachelors,North
CON0077878,26,F,100K+,Bachelors,North
CON0077879,74,M,<25K,Bachelors,North
CON0077880,85,F,50-75K,College,South
CON0077881,65,F,100K+,HS,East
CON0077882,56,F,25-50K,Bachelors,North
CON0077883,64,F,75-100K,Bachelors,West
CON0077884,67,M,50-75K,Graduate,West
CON0077885,31,F,25-50K,College,West
CON0077886,43,M,75-100K,Bachelors,South
CON0077887,43,M,75-100K,Graduate,East
CON0077888,47,M,25-50K,Graduate,East
CON0077889,54,M,25-50K,College,East
CON0077890,83,M,75-100K,Graduate,East
CON0077891,74,M,<25K,College,East
CON0077892,47,F,75-100K,Bachelors,North
CON0077893,90,F,100K+,College,East
CON0077894,35,M,25-50K,Bachelors,South
CON0077895,30,M,100K+,College,East
CON0077896,30,M,<25K,HS,North
CON0077897,82,M,75-100K,Graduate,West
CON0077898,48,F,<25K,Graduate,North
CON0077899,89,M,100K+,HS,East
CON0077900,27,M,75-100K,HS,West
CON0077901,52,M,25-50K,College,West
CON0077902,54,F,75-100K,Bachelors,East
CON0077903,52,M,<25K,Graduate,East
CON0077904,40,F,50-75K,Bachelors,North
CON0077905,59,M,100K+,Bachelors,North
CON0077906,76,F,75-100K,Bachelors,North
CON0077907,73,F,75-100K,Bachelors,East
CON0077908,24,M,<25K,Graduate,South
CON0077909,20,M,25-50K,Bachelors,East
CON0077910,72,F,<25K,Graduate,North
CON0077911,63,F,100K+,HS,North
CON0077912,30,F,<25K,HS,East
CON0077913,25,M,50-75K,Bachelors,West
CON0077914,29,M,<25K,HS,West
CON0077915,45,M,<25K,College,South
CON0077916,62,F,75-100K,Graduate,North
CON0077917,28,M,100K+,Graduate,North
CON0077918,77,F,25-50K,Graduate,West
CON0077919,19,F,75-100K,HS,East
CON0077920,39,F,75-100K,Bachelors,South
CON0077921,78,F,50-75K,College,East
CON0077922,87,F,75-100K,Bachelors,West
CON0077923,46,F,50-75K,College,East
CON0077924,47,F,100K+,Bachelors,East
CON0077925,50,F,75-100K,HS,East
CON0077926,81,M,100K+,Bachelors,West
CON0077927,19,F,<25K,HS,South
CON0077928,35,F,100K+,College,West
CON0077929,70,M,75-100K,College,West
CON0077930,87,F,<25K,HS,East
CON0077931,37,F,100K+,Graduate,East
CON0077932,83,M,100K+,Bachelors,East
CON0077933,34,M,100K+,Graduate,South
CON0077934,61,M,75-100K,Bachelors,West
CON0077935,53,F,<25K,Graduate,East
CON0077936,38,F,100K+,Bachelors,West
CON0077937,47,M,<25K,College,North
CON0077938,59,M,<25K,Graduate,South
CON0077939,83,F,25-50K,Bachelors,West
CON0077940,56,F,25-50K,Bachelors,East
CON0077941,36,F,<25K,HS,North
CON0077942,33,M,50-75K,Graduate,West
CON0077943,63,F,75-100K,Graduate,North
CON0077944,51,F,100K+,HS,East
CON0077945,20,M,100K+,HS,West
CON0077946,64,F,25-50K,College,South
CON0077947,90,M,25-50K,HS,East
CON0077948,69,M,50-75K,HS,East
CON0077949,28,M,75-100K,Bachelors,North
CON0077950,29,M,25-50K,Graduate,East
CON0077951,26,F,50-75K,Graduate,West
CON0077952,85,F,100K+,Graduate,East
CON0077953,87,M,25-50K,Bachelors,West
CON0077954,43,F,50-75K,College,West
CON0077955,34,F,50-75K,College,North
CON0077956,22,M,50-75K,Bachelors,East
CON0077957,46,M,100K+,College,North
CON0077958,81,F,75-100K,College,West
CON0077959,72,M,75-100K,HS,East
CON0077960,66,F,50-75K,Graduate,East
CON0077961,30,F,25-50K,Bachelors,South
CON0077962,82,F,25-50K,HS,East
CON0077963,66,M,75-100K,Graduate,North
CON0077964,80,F,75-100K,HS,East
CON0077965,48,M,50-75K,College,East
CON0077966,84,M,75-100K,Graduate,West
CON0077967,37,F,50-75K,Graduate,North
CON0077968,20,F,75-100K,Bachelors,East
CON0077969,18,F,25-50K,College,East
CON0077970,51,M,<25K,College,West
CON0077971,33,F,<25K,Graduate,West
CON0077972,78,M,75-100K,College,South
CON0077973,59,M,25-50K,HS,East
CON0077974,60,M,50-75K,Graduate,West
CON0077975,51,F,100K+,Graduate,South
CON0077976,28,F,100K+,College,East
CON0077977,73,M,<25K,College,North
CON0077978,77,F,25-50K,HS,North
CON0077979,59,F,50-75K,HS,South
CON0077980,37,M,75-100K,HS,South
CON0077981,21,M,75-100K,College,North
CON0077982,25,M,75-100K,Bachelors,West
CON0077983,57,M,50-75K,HS,North
CON0077984,61,F,<25K,Graduate,West
CON0077985,55,M,<25K,HS,South
CON0077986,55,F,25-50K,Bachelors,East
CON0077987,75,M,100K+,Graduate,South
CON0077988,68,M,50-75K,Bachelors,West
CON0077989,87,F,75-100K,College,South
CON0077990,61,M,50-75K,College,East
CON0077991,89,F,25-50K,Graduate,East
CON0077992,67,F,100K+,Bachelors,South
CON0077993,68,M,<25K,College,West
CON0077994,82,M,<25K,Bachelors,South
CON0077995,83,F,25-50K,Bachelors,West
CON0077996,39,M,25-50K,Graduate,South
CON0077997,25,F,100K+,Graduate,West
CON0077998,56,F,50-75K,College,North
CON0077999,19,F,50-75K,Bachelors,North
CON0078000,30,F,25-50K,Bachelors,North
CON0078001,77,M,25-50K,Bachelors,South
CON0078002,46,M,25-50K,HS,North
CON0078003,45,M,25-50K,College,North
CON0078004,80,F,75-100K,College,West
CON0078005,85,F,50-75K,Bachelors,West
CON0078006,78,M,75-100K,Graduate,South
CON0078007,50,M,<25K,Bachelors,North
CON0078008,47,F,<25K,Graduate,West
CON0078009,43,M,75-100K,Bachelors,East
CON0078010,75,F,75-100K,Bachelors,West
CON0078011,19,F,100K+,College,South
CON0078012,28,M,75-100K,HS,West
CON0078013,62,F,25-50K,HS,East
CON0078014,79,F,25-50K,Bachelors,West
CON0078015,61,F,25-50K,Bachelors,South
CON0078016,87,M,<25K,College,South
CON0078017,57,M,100K+,College,North
CON0078018,51,M,25-50K,College,South
CON0078019,77,M,25-50K,Bachelors,North
CON0078020,22,F,100K+,Bachelors,West
CON0078021,44,F,100K+,Graduate,North
CON0078022,20,M,75-100K,College,South
CON0078023,67,M,100K+,Bachelors,North
CON0078024,45,M,100K+,Graduate,North
CON0078025,38,F,<25K,College,West
CON0078026,27,F,75-100K,HS,North
CON0078027,19,F,50-75K,Graduate,North
CON0078028,64,M,75-100K,Graduate,East
CON0078029,31,F,75-100K,College,West
CON0078030,29,M,100K+,Bachelors,West
CON0078031,83,M,25-50K,Graduate,East
CON0078032,73,F,100K+,Bachelors,East
CON0078033,72,M,<25K,Bachelors,West
CON0078034,29,M,50-75K,HS,East
CON0078035,18,F,75-100K,HS,North
CON0078036,31,M,50-75K,Graduate,West
CON0078037,33,F,<25K,Graduate,North
CON0078038,52,M,50-75K,College,West
CON0078039,49,F,75-100K,Graduate,West
CON0078040,80,M,25-50K,Graduate,East
CON0078041,73,M,100K+,HS,North
CON0078042,64,M,50-75K,Bachelors,North
CON0078043,44,M,75-100K,HS,West
CON0078044,32,F,75-100K,Graduate,North
CON0078045,78,M,100K+,Graduate,South
CON0078046,30,F,<25K,HS,South
CON0078047,89,F,100K+,College,South
CON0078048,51,F,<25K,Bachelors,South
CON0078049,40,F,25-50K,Graduate,East
CON0078050,71,M,25-50K,Bachelors,North
CON0078051,80,M,<25K,Graduate,West
CON0078052,61,M,<25K,HS,West
CON0078053,84,F,100K+,Bachelors,North
CON0078054,29,F,75-100K,HS,North
CON0078055,63,M,75-100K,HS,North
CON0078056,61,M,100K+,Bachelors,South
CON0078057,42,M,75-100K,HS,East
CON0078058,71,M,100K+,HS,South
CON0078059,64,M,50-75K,Bachelors,West
CON0078060,31,M,50-75K,HS,South
CON0078061,60,M,<25K,Bachelors,West
CON0078062,68,F,25-50K,Graduate,North
CON0078063,41,F,50-75K,College,North
CON0078064,37,F,<25K,Graduate,South
CON0078065,32,F,75-100K,Graduate,West
CON0078066,65,F,25-50K,HS,North
CON0078067,61,F,75-100K,HS,West
CON0078068,29,M,<25K,HS,East
CON0078069,40,F,50-75K,HS,West
CON0078070,60,M,75-100K,College,South
CON0078071,54,F,100K+,HS,South
CON0078072,66,M,75-100K,Graduate,East
CON0078073,85,F,25-50K,College,West
CON0078074,41,F,100K+,Bachelors,West
CON0078075,64,F,50-75K,College,South
CON0078076,21,F,75-100K,College,South
CON0078077,72,F,75-100K,Graduate,East
CON0078078,24,M,75-100K,College,North
CON0078079,63,M,75-100K,College,East
