account_id,customer_id,account_type,balance,opened_date
A0066935,C023752,Savings,54785.56,2022-10-29
A0066936,C015055,Investment,71108.15,2021-09-12
A0066937,C005320,Savings,32001.22,2022-08-06
A0066938,C014796,Investment,41076.83,2021-09-14
A0066939,C014613,Credit,62532.82,2022-07-19
A0066940,C003616,Savings,41000.44,2021-09-13
A0066941,C011361,Credit,55426.0,2020-05-09
A0066942,C037166,Checking,71709.04,2022-10-22
A0066943,C028203,Investment,65549.88,2019-05-31
A0066944,C029665,Savings,76541.55,2022-05-11
A0066945,C045013,Savings,53168.25,2021-11-10
A0066946,C007637,Savings,53699.28,2021-05-01
A0066947,C027209,Savings,6653.82,2021-03-30
A0066948,C009330,Credit,79369.28,2022-03-26
A0066949,C015070,Investment,27946.06,2020-04-28
A0066950,C005915,Savings,127.64,2022-09-11
A0066951,C026025,Credit,34014.43,2019-04-07
A0066952,C032148,Checking,16466.88,2019-10-15
A0066953,C022938,Savings,43543.84,2022-05-31
A0066954,C044119,Checking,86477.81,2019-10-15
A0066955,C026050,Credit,30648.78,2019-11-14
A0066956,C002380,Investment,56197.98,2020-04-04
A0066957,C002735,Investment,89852.85,2021-08-19
A0066958,C037720,Investment,92208.87,2021-03-20
A0066959,C005004,Checking,30589.85,2022-04-21
A0066960,C010649,Checking,6871.11,2022-06-03
A0066961,C024522,Investment,39147.93,2022-03-09
A0066962,C004792,Checking,19627.1,2019-02-13
A0066963,C030339,Investment,99750.29,2021-01-20
A0066964,C031533,Checking,31371.18,2022-02-18
A0066965,C028719,Savings,24110.94,2019-04-22
A0066966,C000915,Investment,4476.07,2020-11-24
A0066967,C044760,Savings,5713.32,2019-03-22
A0066968,C028456,Savings,15996.43,2022-09-17
A0066969,C007165,Savings,56236.92,2019-12-30
A0066970,C026555,Checking,70536.46,2021-12-19
A0066971,C043648,Savings,77275.58,2019-09-29
A0066972,C007978,Investment,18255.73,2019-11-18
A0066973,C025459,Investment,17136.22,2021-08-14
A0066974,C015717,Credit,48251.04,2019-04-05
A0066975,C036349,Checking,12975.7,2021-02-05
A0066976,C047951,Credit,21348.85,2019-12-12
A0066977,C016081,Savings,6728.32,2019-06-10
A0066978,C029146,Credit,3090.21,2019-04-11
A0066979,C027637,Checking,95398.2,2021-10-02
A0066980,C030016,Checking,99132.86,2021-08-13
A0066981,C002353,Credit,54808.09,2022-04-27
A0066982,C039880,Credit,2262.86,2020-01-30
A0066983,C014700,Investment,67490.43,2019-11-21
A0066984,C034797,Credit,30281.34,2022-07-02
A0066985,C014132,Credit,5669.49,2021-03-14
A0066986,C044208,Credit,59386.65,2022-08-21
A0066987,C043354,Investment,66607.06,2022-02-23
A0066988,C048092,Checking,2204.97,2019-01-09
A0066989,C000625,Credit,77703.72,2020-03-15
A0066990,C045732,Checking,32904.82,2020-10-13
A0066991,C022727,Credit,3215.97,2020-02-19
A0066992,C041030,Checking,59102.19,2022-08-28
A0066993,C011881,Credit,4859.24,2022-06-06
A0066994,C003898,Credit,1249.88,2022-09-06
A0066995,C008187,Investment,43253.74,2020-10-04
A0066996,C030890,Credit,34368.83,2019-01-06
A0066997,C015917,Savings,94983.45,2021-01-11
A0066998,C049204,Savings,89920.09,2020-09-01
A0066999,C003649,Checking,10381.79,2019-02-06
A0067000,C007980,Savings,30142.13,2020-05-02
A0067001,C014283,Investment,43364.55,2020-02-09
A0067002,C004015,Credit,72675.08,2021-11-26
A0067003,C040810,Credit,55639.36,2021-01-03
A0067004,C004544,Investment,63773.1,2022-10-23
A0067005,C011895,Credit,4115.61,2019-05-22
A0067006,C036718,Investment,72387.84,2021-09-04
A0067007,C030940,Checking,63096.54,2021-10-30
A0067008,C004304,Investment,94178.38,2021-02-16
A0067009,C043196,Credit,36714.36,2020-01-27
A0067010,C025132,Investment,91392.97,2021-05-09
A0067011,C010043,Savings,63220.32,2022-06-10
A0067012,C011776,Checking,1301.63,2023-01-15
A0067013,C023306,Investment,27834.34,2021-08-03
A0067014,C024496,Checking,61350.06,2021-10-09
A0067015,C020260,Investment,48445.48,2022-08-12
A0067016,C044410,Savings,86269.16,2020-01-30
A0067017,C027598,Investment,11607.85,2020-10-14
A0067018,C045258,Savings,44597.44,2022-05-28
A0067019,C020841,Investment,28412.63,2022-09-02
A0067020,C022577,Checking,6885.69,2020-01-08
A0067021,C013373,Savings,50893.84,2022-02-24
A0067022,C034124,Credit,67663.07,2022-08-30
A0067023,C022001,Savings,59338.58,2020-06-30
A0067024,C034945,Savings,27584.82,2022-05-23
A0067025,C002408,Checking,69649.92,2020-08-23
A0067026,C046060,Checking,38210.66,2022-02-21
A0067027,C003758,Credit,35070.26,2020-10-08
A0067028,C019481,Savings,75125.56,2021-02-10
A0067029,C038141,Investment,76388.52,2019-06-28
A0067030,C040267,Investment,15983.03,2022-11-21
A0067031,C026807,Checking,75503.15,2020-03-17
A0067032,C028807,Savings,98108.31,2020-02-07
A0067033,C030033,Savings,86219.39,2022-05-15
A0067034,C043247,Investment,7232.13,2023-02-03
A0067035,C009589,Credit,79466.85,2021-11-13
A0067036,C034665,Investment,20137.41,2019-02-03
A0067037,C047241,Investment,24426.96,2021-07-02
A0067038,C006528,Checking,16759.91,2022-06-06
A0067039,C004741,Checking,14442.08,2021-08-14
A0067040,C007941,Savings,24902.16,2019-04-15
A0067041,C030719,Savings,46536.53,2020-03-11
A0067042,C022743,Checking,68370.76,2021-01-02
A0067043,C015164,Investment,19712.51,2019-12-18
A0067044,C043262,Checking,90350.89,2023-01-12
A0067045,C011918,Checking,47243.17,2022-10-19
A0067046,C037149,Checking,95706.44,2021-07-26
A0067047,C035221,Credit,5047.72,2021-01-09
A0067048,C049646,Savings,84796.96,2019-12-05
A0067049,C023817,Savings,22941.69,2020-07-16
A0067050,C002315,Investment,23454.77,2021-02-28
A0067051,C048968,Credit,99307.36,2020-01-27
A0067052,C046160,Checking,49215.25,2020-03-07
A0067053,C046979,Credit,83011.07,2021-06-08
A0067054,C011232,Investment,38034.82,2019-09-16
A0067055,C016587,Credit,35468.88,2021-09-18
A0067056,C009653,Savings,29771.28,2019-07-20
A0067057,C045899,Checking,18731.64,2020-05-17
A0067058,C013763,Credit,94135.66,2020-07-18
A0067059,C037030,Credit,26180.53,2019-04-15
A0067060,C041910,Checking,48800.98,2022-09-04
A0067061,C035549,Checking,28057.0,2019-04-07
A0067062,C043545,Savings,60732.91,2019-07-14
A0067063,C027867,Checking,50230.38,2020-03-22
A0067064,C033049,Credit,26608.49,2019-09-16
A0067065,C021679,Savings,49985.46,2021-05-31
A0067066,C013295,Checking,73801.62,2019-03-07
A0067067,C014800,Credit,68184.82,2022-04-19
A0067068,C011708,Investment,32264.73,2021-12-01
A0067069,C003261,Savings,60093.95,2022-11-17
A0067070,C023196,Investment,73595.82,2022-02-10
A0067071,C028169,Savings,5200.21,2021-10-05
A0067072,C024685,Checking,89633.57,2019-09-28
A0067073,C032148,Investment,23880.34,2022-12-08
A0067074,C019248,Checking,64831.82,2022-06-14
A0067075,C013014,Credit,44638.39,2021-08-24
A0067076,C047205,Credit,12741.84,2021-11-23
A0067077,C007099,Investment,44517.01,2022-10-16
A0067078,C041363,Investment,24707.28,2019-07-10
A0067079,C044102,Checking,26598.88,2021-05-10
A0067080,C001149,Credit,84084.93,2021-03-09
A0067081,C005891,Credit,86027.42,2019-09-20
A0067082,C043108,Investment,39537.81,2020-04-01
A0067083,C044862,Investment,55678.07,2019-07-29
A0067084,C007067,Checking,43530.57,2020-11-29
A0067085,C038561,Savings,61851.4,2020-12-31
A0067086,C048220,Investment,94868.22,2023-01-02
A0067087,C032762,Investment,7090.84,2020-01-04
A0067088,C048642,Investment,43960.56,2021-03-02
A0067089,C036758,Credit,89819.37,2019-10-22
A0067090,C037690,Checking,78651.21,2020-07-06
A0067091,C033100,Credit,9437.5,2022-11-07
A0067092,C008454,Investment,99709.49,2020-09-15
A0067093,C032421,Checking,99533.92,2019-01-22
A0067094,C005716,Savings,71168.73,2020-10-08
A0067095,C035752,Savings,2530.87,2020-09-25
A0067096,C005206,Investment,40428.86,2019-05-22
A0067097,C022357,Checking,98564.6,2019-06-29
A0067098,C025903,Investment,31794.3,2021-12-30
A0067099,C046154,Checking,19691.33,2021-05-15
A0067100,C015286,Checking,57784.38,2019-06-28
A0067101,C038912,Savings,94802.43,2019-02-23
A0067102,C039223,Credit,23758.36,2021-10-29
A0067103,C048103,Savings,13514.69,2023-02-05
A0067104,C008952,Checking,27051.26,2020-07-12
A0067105,C042244,Savings,35548.32,2021-11-01
A0067106,C048412,Checking,11521.82,2021-11-24
A0067107,C030162,Checking,19105.28,2022-11-22
A0067108,C036451,Investment,38774.11,2020-02-18
A0067109,C009054,Savings,93108.15,2020-05-20
A0067110,C042268,Savings,86175.38,2020-12-15
A0067111,C049830,Savings,86339.36,2020-07-30
A0067112,C038679,Savings,86499.71,2022-11-01
A0067113,C018489,Savings,71368.68,2020-08-06
A0067114,C032609,Savings,52954.02,2020-08-23
A0067115,C024678,Savings,10025.96,2021-06-03
A0067116,C016007,Investment,21219.52,2021-11-29
A0067117,C031302,Investment,95266.57,2023-01-03
A0067118,C046787,Checking,34880.06,2020-08-20
A0067119,C007686,Credit,22526.86,2021-07-13
A0067120,C028722,Investment,74061.92,2019-05-02
A0067121,C017715,Credit,59297.74,2020-05-23
A0067122,C017974,Credit,37874.3,2021-01-11
A0067123,C026484,Credit,9491.66,2022-09-24
A0067124,C038712,Credit,79147.46,2021-06-07
A0067125,C031411,Checking,46567.61,2019-07-25
A0067126,C012541,Checking,7111.47,2022-11-08
A0067127,C024903,Checking,72105.23,2022-03-12
A0067128,C008841,Checking,18325.61,2021-06-02
A0067129,C045943,Investment,6351.5,2021-08-22
A0067130,C020538,Investment,2759.67,2019-03-22
A0067131,C026441,Credit,57157.53,2019-02-06
A0067132,C039271,Investment,16981.52,2020-05-07
A0067133,C011884,Investment,68597.71,2022-01-07
A0067134,C035548,Investment,13638.6,2019-10-03
A0067135,C010311,Investment,26713.74,2019-07-04
A0067136,C009242,Investment,97552.53,2020-02-27
A0067137,C015751,Credit,13937.83,2022-07-12
A0067138,C044312,Investment,66890.08,2020-04-22
A0067139,C004725,Checking,22200.77,2019-02-24
A0067140,C013710,Investment,44217.43,2022-02-26
A0067141,C040006,Savings,83949.04,2021-07-22
A0067142,C029067,Credit,87117.0,2019-01-24
A0067143,C001308,Savings,90823.68,2019-04-07
A0067144,C042010,Savings,79945.6,2023-01-31
A0067145,C027711,Credit,50216.52,2019-03-05
A0067146,C001467,Credit,46511.88,2022-08-04
A0067147,C031678,Savings,1945.95,2020-06-29
A0067148,C006623,Checking,99595.55,2021-06-09
A0067149,C045790,Checking,50.83,2020-03-06
A0067150,C028149,Savings,12288.03,2020-08-01
A0067151,C009952,Savings,99328.93,2021-06-28
A0067152,C022328,Checking,58330.28,2019-02-28
A0067153,C045309,Savings,76026.2,2020-08-13
A0067154,C015699,Investment,23366.8,2021-10-11
A0067155,C012350,Credit,11976.77,2020-04-26
A0067156,C032255,Savings,92145.41,2022-11-20
A0067157,C004224,Credit,42731.49,2021-04-19
A0067158,C009465,Savings,11110.19,2021-09-14
A0067159,C005493,Savings,214.92,2022-05-25
A0067160,C016247,Credit,86600.49,2021-07-28
A0067161,C017355,Checking,98609.81,2020-07-10
A0067162,C038639,Savings,30847.7,2019-12-13
A0067163,C018351,Savings,53485.0,2020-04-26
A0067164,C000233,Investment,44262.07,2022-02-16
A0067165,C026448,Investment,84854.28,2022-03-14
A0067166,C016724,Investment,58019.5,2022-07-04
A0067167,C010681,Savings,33572.52,2020-12-29
A0067168,C037244,Credit,6176.31,2020-11-02
A0067169,C013268,Checking,39166.59,2022-09-29
A0067170,C010261,Investment,80131.24,2019-10-10
A0067171,C030498,Savings,36695.73,2020-03-16
A0067172,C028676,Checking,75633.48,2021-03-28
A0067173,C028233,Investment,83729.67,2020-06-18
A0067174,C015325,Credit,93641.36,2022-11-08
A0067175,C011185,Credit,7059.0,2019-04-22
A0067176,C004510,Investment,72262.78,2021-08-25
A0067177,C031610,Savings,55494.77,2021-01-22
A0067178,C032960,Checking,85669.21,2019-03-25
A0067179,C012595,Credit,45597.75,2020-09-19
A0067180,C004816,Checking,41670.27,2020-02-03
A0067181,C018310,Credit,84764.72,2021-10-07
A0067182,C000183,Investment,90361.25,2020-04-23
A0067183,C013749,Investment,41732.03,2019-08-18
A0067184,C000908,Savings,11680.77,2022-12-22
A0067185,C031077,Checking,76367.45,2022-03-31
A0067186,C035633,Investment,65874.16,2019-10-27
A0067187,C018358,Credit,73675.5,2019-03-18
A0067188,C017203,Investment,84363.44,2019-03-26
A0067189,C007786,Investment,83281.16,2022-02-19
A0067190,C003212,Savings,27800.72,2019-06-30
A0067191,C029785,Investment,64655.81,2020-11-06
A0067192,C048600,Credit,56905.99,2022-12-23
A0067193,C042749,Credit,76202.6,2019-11-07
A0067194,C049052,Credit,20301.34,2023-01-17
A0067195,C032571,Investment,21771.61,2019-07-24
A0067196,C041910,Credit,20826.37,2021-06-29
A0067197,C006917,Savings,21969.04,2021-03-08
A0067198,C029422,Credit,62576.59,2019-04-26
A0067199,C008732,Credit,20592.76,2019-11-18
A0067200,C021789,Credit,46218.68,2021-12-11
A0067201,C043576,Checking,81364.0,2020-05-04
A0067202,C023639,Savings,55991.56,2022-02-01
A0067203,C027727,Savings,55882.64,2022-01-03
A0067204,C014523,Checking,16996.09,2021-12-09
A0067205,C021135,Credit,67723.44,2019-01-11
A0067206,C025877,Savings,39376.19,2022-07-28
A0067207,C009934,Checking,39331.94,2019-03-03
A0067208,C000518,Investment,69921.75,2021-02-12
A0067209,C025536,Credit,89293.7,2020-10-24
A0067210,C044353,Savings,55778.44,2019-04-27
A0067211,C016694,Checking,85121.61,2020-03-08
A0067212,C018326,Savings,98949.91,2021-05-21
A0067213,C038806,Investment,13717.09,2022-11-22
A0067214,C031810,Investment,54069.61,2020-07-29
A0067215,C034371,Checking,58392.27,2019-06-12
A0067216,C032990,Savings,46610.92,2019-06-08
A0067217,C026709,Credit,65644.19,2021-12-03
A0067218,C030358,Credit,70618.01,2022-10-27
A0067219,C019784,Credit,88726.09,2019-02-21
A0067220,C027820,Investment,2959.16,2021-10-25
A0067221,C033934,Investment,59169.45,2020-09-21
A0067222,C044459,Credit,54786.15,2019-11-16
A0067223,C005213,Checking,45772.23,2019-05-29
A0067224,C029174,Credit,41412.1,2022-04-27
A0067225,C024340,Savings,94488.93,2019-06-10
A0067226,C034496,Savings,44377.33,2019-08-10
A0067227,C019318,Savings,85804.02,2020-10-06
A0067228,C041076,Checking,36035.93,2022-05-12
A0067229,C048493,Checking,40676.44,2020-08-29
A0067230,C041390,Checking,12258.3,2022-03-04
A0067231,C021254,Savings,92590.42,2020-03-17
A0067232,C035862,Investment,70097.15,2020-06-26
A0067233,C040871,Credit,54285.02,2022-03-09
A0067234,C002524,Investment,20526.77,2019-06-09
A0067235,C035876,Investment,98357.69,2020-04-17
A0067236,C005838,Checking,60605.24,2022-07-26
A0067237,C031830,Savings,84273.34,2021-07-19
A0067238,C047988,Credit,18765.55,2019-12-02
A0067239,C048102,Investment,66438.55,2020-01-21
A0067240,C021987,Checking,49122.36,2023-01-29
A0067241,C025335,Checking,12032.06,2021-01-07
A0067242,C008151,Savings,6371.75,2023-01-05
A0067243,C007918,Checking,72637.77,2019-01-22
A0067244,C012769,Checking,39853.24,2022-09-28
A0067245,C003365,Credit,52327.18,2019-10-11
A0067246,C028006,Checking,15033.77,2021-12-31
A0067247,C037049,Credit,70932.46,2019-11-13
A0067248,C034470,Credit,62806.25,2020-02-26
A0067249,C043042,Savings,65518.06,2019-06-12
A0067250,C014851,Savings,82264.64,2021-09-28
A0067251,C046872,Investment,38509.33,2023-01-18
A0067252,C000866,Credit,86712.87,2021-12-31
A0067253,C020101,Credit,91546.53,2020-10-16
A0067254,C038334,Checking,63739.7,2019-04-08
A0067255,C049487,Checking,40560.25,2021-05-06
A0067256,C043733,Savings,72209.8,2020-04-11
A0067257,C037816,Checking,9489.8,2021-01-01
A0067258,C029707,Checking,6750.27,2019-07-03
A0067259,C028301,Investment,17198.81,2021-03-02
A0067260,C035870,Investment,29281.68,2020-03-11
A0067261,C040506,Credit,25057.7,2020-11-23
A0067262,C032986,Investment,13446.75,2019-05-19
A0067263,C029818,Savings,76577.38,2021-09-17
A0067264,C025764,Checking,79794.93,2021-08-27
A0067265,C023245,Checking,86667.32,2021-11-30
A0067266,C006268,Checking,19121.56,2021-10-01
A0067267,C043379,Checking,24373.2,2022-03-11
A0067268,C038611,Checking,39954.29,2019-06-25
A0067269,C049316,Investment,40054.95,2021-02-09
A0067270,C041887,Investment,13118.46,2022-05-17
A0067271,C024793,Checking,1349.43,2021-04-20
A0067272,C006045,Credit,2601.08,2022-03-06
A0067273,C011325,Savings,58191.6,2022-08-05
A0067274,C036850,Checking,91629.34,2019-01-03
A0067275,C045546,Credit,86147.75,2021-03-31
A0067276,C045240,Credit,55726.58,2021-09-14
A0067277,C012206,Checking,21307.57,2020-08-30
A0067278,C022722,Savings,94276.98,2019-04-23
A0067279,C020044,Savings,88188.04,2019-05-27
A0067280,C018185,Savings,35971.46,2020-04-30
A0067281,C024880,Checking,48153.28,2019-06-26
A0067282,C027923,Investment,50848.74,2021-10-07
A0067283,C018040,Investment,680.79,2022-03-09
A0067284,C034569,Checking,59056.41,2021-11-28
A0067285,C021164,Checking,78793.72,2022-11-13
A0067286,C026882,Credit,34132.01,2019-02-25
A0067287,C004839,Credit,76524.34,2019-01-06
A0067288,C022489,Credit,21115.49,2019-05-30
A0067289,C006221,Checking,45676.66,2021-12-29
A0067290,C039094,Investment,11389.64,2022-05-15
A0067291,C027616,Checking,71667.69,2021-01-03
A0067292,C024819,Investment,54156.85,2019-08-06
A0067293,C004009,Savings,94795.88,2020-06-24
A0067294,C032479,Savings,96921.01,2022-04-22
A0067295,C029006,Credit,31712.74,2022-04-20
A0067296,C035353,Savings,56170.74,2019-09-13
A0067297,C023878,Savings,25029.01,2020-03-31
A0067298,C000342,Savings,3378.99,2021-03-02
A0067299,C022048,Checking,60919.96,2020-05-27
A0067300,C036016,Investment,77263.01,2019-10-05
A0067301,C025642,Credit,18603.68,2021-01-04
A0067302,C003005,Investment,70716.15,2022-11-27
A0067303,C024164,Credit,36463.92,2022-11-11
A0067304,C031541,Savings,80021.46,2020-09-20
A0067305,C037508,Credit,91330.55,2020-08-02
A0067306,C007253,Savings,19515.27,2019-05-05
A0067307,C008468,Checking,84511.85,2022-10-18
A0067308,C016253,Credit,34911.45,2022-07-16
A0067309,C026618,Investment,94418.73,2020-02-21
A0067310,C017539,Investment,18459.75,2022-02-16
A0067311,C012927,Savings,47002.86,2020-05-29
A0067312,C015910,Checking,29975.48,2020-04-01
A0067313,C011771,Checking,32878.49,2020-10-16
A0067314,C004280,Investment,57906.72,2021-06-16
A0067315,C002055,Investment,48595.42,2021-11-26
A0067316,C045023,Investment,3415.04,2022-06-23
A0067317,C026739,Checking,93339.51,2022-02-27
A0067318,C013192,Checking,32264.56,2019-04-04
A0067319,C002383,Savings,83809.8,2021-06-15
A0067320,C029709,Savings,99814.93,2019-07-12
A0067321,C048437,Investment,75651.44,2021-06-04
A0067322,C042428,Checking,76324.68,2022-07-11
A0067323,C016227,Credit,85446.97,2021-04-01
A0067324,C023045,Credit,55728.56,2019-11-11
A0067325,C013071,Checking,67299.32,2020-07-27
A0067326,C001942,Investment,23744.24,2021-03-29
A0067327,C001957,Investment,91025.41,2021-01-17
A0067328,C016359,Savings,42873.49,2021-04-23
A0067329,C004685,Savings,81354.87,2021-06-20
A0067330,C048926,Credit,16742.35,2022-04-11
A0067331,C048377,Credit,67284.26,2022-12-18
A0067332,C015946,Investment,39234.66,2019-01-10
A0067333,C000582,Checking,25785.14,2019-03-12
A0067334,C047036,Savings,88500.29,2022-09-14
A0067335,C018998,Credit,47483.17,2020-03-20
A0067336,C019149,Credit,19300.84,2020-12-10
A0067337,C034224,Checking,53472.86,2021-07-13
A0067338,C027533,Checking,32812.77,2019-05-27
A0067339,C045045,Savings,97418.14,2022-06-10
A0067340,C048219,Savings,97616.62,2021-07-09
A0067341,C024481,Investment,12972.78,2019-10-13
A0067342,C032405,Savings,1328.47,2020-11-07
A0067343,C020972,Checking,72582.45,2019-08-24
A0067344,C013694,Checking,87661.24,2020-08-23
A0067345,C015094,Savings,50172.66,2022-08-17
A0067346,C041653,Checking,15814.71,2022-09-04
A0067347,C018139,Investment,29875.69,2020-01-08
A0067348,C006792,Checking,42368.4,2019-06-04
A0067349,C037898,Credit,68007.5,2019-01-08
A0067350,C041617,Credit,14336.45,2020-08-24
A0067351,C032452,Checking,83363.03,2022-04-23
A0067352,C028613,Savings,64025.65,2022-10-27
A0067353,C040388,Savings,53016.14,2022-03-26
A0067354,C038497,Savings,7986.88,2020-09-30
A0067355,C011737,Savings,2548.26,2022-03-19
A0067356,C024568,Savings,47486.47,2020-01-03
A0067357,C012702,Savings,88883.19,2019-05-24
A0067358,C005757,Investment,68447.46,2020-03-20
A0067359,C008047,Savings,24354.53,2021-02-27
A0067360,C011045,Credit,86626.74,2019-07-18
A0067361,C045388,Credit,89271.56,2020-03-27
A0067362,C014619,Checking,70415.22,2019-07-06
A0067363,C031125,Checking,66078.81,2022-11-01
A0067364,C042808,Checking,79971.59,2021-05-13
A0067365,C014218,Investment,87960.94,2020-02-23
A0067366,C038843,Savings,3093.74,2020-02-19
A0067367,C028219,Credit,69276.3,2021-01-13
A0067368,C034066,Savings,35302.85,2020-11-27
A0067369,C025603,Credit,45993.89,2020-03-08
A0067370,C002215,Investment,32049.15,2019-07-10
A0067371,C029223,Checking,94869.09,2019-11-18
A0067372,C034110,Credit,11954.26,2019-09-15
A0067373,C046212,Investment,25699.61,2022-01-09
A0067374,C036401,Savings,76645.28,2020-07-30
A0067375,C018141,Investment,67150.08,2021-05-25
A0067376,C035088,Checking,26727.15,2021-09-12
A0067377,C038449,Investment,79731.98,2020-03-06
A0067378,C030030,Credit,32979.97,2019-07-15
A0067379,C037668,Credit,21564.41,2023-02-04
A0067380,C046532,Credit,61.07,2020-06-23
A0067381,C000328,Checking,46935.8,2022-12-10
A0067382,C026149,Credit,88467.15,2021-07-24
A0067383,C039766,Investment,62582.17,2019-11-16
A0067384,C036184,Checking,52507.28,2020-04-14
A0067385,C037116,Credit,3081.28,2021-02-20
A0067386,C035103,Checking,10400.21,2019-10-05
A0067387,C037944,Checking,34107.06,2020-12-20
A0067388,C021792,Credit,70805.8,2020-07-06
A0067389,C017230,Investment,89176.4,2019-04-28
A0067390,C005957,Savings,46738.38,2021-06-25
A0067391,C023306,Savings,53391.13,2023-01-25
A0067392,C011230,Investment,17351.72,2022-12-07
A0067393,C032425,Credit,78703.49,2019-09-15
A0067394,C042059,Checking,98964.64,2020-02-04
A0067395,C001524,Investment,5674.47,2019-06-06
A0067396,C004773,Investment,63696.53,2020-01-10
A0067397,C043086,Savings,21470.65,2020-07-23
A0067398,C014144,Checking,82739.77,2022-08-11
A0067399,C048269,Credit,75000.29,2020-12-29
A0067400,C035683,Checking,91352.18,2021-12-04
A0067401,C039604,Checking,97469.86,2021-12-28
A0067402,C045709,Investment,12710.73,2021-02-08
A0067403,C020053,Savings,99854.73,2023-01-02
A0067404,C045458,Checking,22112.65,2019-05-08
A0067405,C023485,Credit,25258.44,2020-10-23
A0067406,C010472,Savings,84007.99,2021-10-05
A0067407,C000577,Investment,13236.01,2022-06-01
A0067408,C047995,Credit,90635.73,2022-02-12
A0067409,C024296,Credit,81444.86,2022-05-11
A0067410,C022915,Investment,32421.31,2021-03-30
A0067411,C041579,Investment,94415.68,2019-10-16
A0067412,C037302,Checking,13895.16,2019-01-05
A0067413,C014316,Investment,41228.73,2020-07-09
A0067414,C047938,Investment,99820.45,2022-01-18
A0067415,C003240,Checking,23072.46,2019-06-30
A0067416,C048515,Savings,32498.45,2019-04-27
A0067417,C046394,Checking,35822.46,2019-05-29
A0067418,C011774,Checking,85309.43,2022-04-12
A0067419,C006941,Investment,31282.59,2019-05-20
A0067420,C035213,Investment,1601.76,2022-08-30
A0067421,C019558,Savings,43834.36,2021-02-18
A0067422,C030658,Credit,91900.02,2019-03-14
A0067423,C018105,Investment,47207.75,2020-11-21
A0067424,C045791,Credit,51195.42,2020-12-10
A0067425,C030178,Savings,61348.83,2022-01-07
A0067426,C013495,Investment,27847.17,2019-12-04
A0067427,C004800,Savings,13907.32,2022-07-25
A0067428,C009992,Checking,36148.04,2021-06-17
A0067429,C049545,Credit,86541.48,2022-12-09
A0067430,C036081,Checking,66362.54,2022-11-16
A0067431,C029933,Investment,98858.38,2021-01-31
A0067432,C044665,Investment,73609.01,2020-03-01
A0067433,C025841,Investment,40648.27,2022-10-09
A0067434,C034069,Checking,11580.02,2019-03-17
A0067435,C012831,Credit,35577.8,2019-12-05
A0067436,C047674,Checking,30163.57,2022-12-10
A0067437,C016654,Investment,74206.54,2019-03-07
A0067438,C048287,Credit,4484.91,2022-01-19
A0067439,C015801,Savings,35667.46,2021-12-26
A0067440,C037656,Investment,2650.68,2022-05-26
A0067441,C027489,Credit,44778.39,2021-05-30
A0067442,C036427,Credit,83338.24,2022-08-26
A0067443,C033305,Credit,21803.26,2021-03-20
A0067444,C011583,Investment,65969.17,2019-07-06
A0067445,C042407,Investment,88059.21,2021-06-24
A0067446,C047223,Checking,5407.09,2022-01-10
A0067447,C012755,Checking,74019.94,2021-12-14
A0067448,C021020,Credit,24704.14,2020-02-25
A0067449,C039125,Investment,45527.34,2021-11-02
A0067450,C026658,Checking,34131.42,2021-03-23
A0067451,C008899,Credit,25807.47,2020-01-02
A0067452,C035908,Investment,56813.76,2020-12-17
A0067453,C031503,Credit,21508.28,2022-06-02
A0067454,C046665,Credit,28964.4,2019-10-22
A0067455,C013075,Checking,8289.54,2019-06-10
A0067456,C005734,Checking,39708.97,2021-07-27
A0067457,C023130,Investment,487.2,2020-02-13
A0067458,C025274,Investment,67725.0,2022-01-23
A0067459,C042048,Checking,62844.81,2019-02-08
A0067460,C027923,Credit,72282.96,2020-09-13
A0067461,C027972,Savings,2966.57,2019-08-21
A0067462,C048001,Checking,14032.8,2019-03-15
A0067463,C043666,Savings,71840.76,2019-07-28
A0067464,C006441,Checking,31152.96,2022-10-07
A0067465,C040436,Credit,38825.12,2020-11-10
A0067466,C003324,Checking,91311.51,2020-08-22
A0067467,C022703,Investment,15750.49,2021-07-27
A0067468,C049617,Credit,2932.92,2022-05-20
A0067469,C040956,Investment,45070.15,2021-10-20
A0067470,C017411,Checking,80510.14,2019-08-04
A0067471,C032229,Investment,46832.76,2019-01-03
A0067472,C049095,Checking,66813.76,2019-06-10
A0067473,C014355,Checking,16457.31,2022-03-14
A0067474,C022812,Savings,73750.84,2020-09-08
A0067475,C034189,Savings,8850.98,2022-01-25
A0067476,C027166,Credit,54095.42,2022-10-18
A0067477,C013998,Savings,2116.78,2022-04-13
A0067478,C021537,Credit,74382.82,2021-03-13
A0067479,C046912,Credit,59292.2,2021-06-22
A0067480,C042390,Investment,60957.22,2019-01-17
A0067481,C011919,Investment,59975.27,2019-04-11
A0067482,C048306,Savings,73102.43,2021-07-22
A0067483,C039901,Credit,42762.99,2022-03-17
A0067484,C010419,Savings,7735.81,2020-10-13
A0067485,C043701,Credit,98419.4,2022-12-02
A0067486,C049397,Credit,9654.95,2022-10-03
A0067487,C030485,Checking,94917.08,2020-10-19
A0067488,C045104,Savings,57206.64,2020-04-24
A0067489,C013430,Savings,45082.51,2021-08-25
A0067490,C038561,Checking,36421.27,2020-11-21
A0067491,C018904,Checking,3507.28,2021-06-30
A0067492,C030638,Investment,55131.52,2022-10-14
A0067493,C048868,Savings,19688.56,2020-08-08
