loan_id,customer_id,loan_date,amount,interest_rate,term_months,status
L027463,C012198,2022-08-11,102849.06,12.1,24,paid
L027464,C029337,2020-09-25,239534.82,10.57,24,active
L027465,C049372,2022-01-09,217223.92,11.01,60,active
L027466,C037913,2020-03-03,466266.76,12.86,12,active
L027467,C031637,2021-02-06,257079.52,6.38,24,defaulted
L027468,C018212,2020-01-30,209237.9,11.58,48,active
L027469,C004761,2022-06-16,418818.17,9.66,24,paid
L027470,C034089,2020-09-24,325195.37,3.21,48,active
L027471,C043828,2021-09-22,165592.33,10.09,12,paid
L027472,C035010,2020-05-03,348560.97,10.73,12,active
L027473,C022715,2020-11-05,45832.41,6.44,24,active
L027474,C029617,2021-04-02,452629.75,7.41,60,active
L027475,C010813,2022-06-18,263881.41,11.33,36,defaulted
L027476,C024971,2022-11-02,481688.11,8.26,60,paid
L027477,C001156,2022-06-16,152107.44,10.67,12,defaulted
L027478,C017723,2020-03-05,38879.54,13.95,60,active
L027479,C023475,2022-04-29,75768.43,9.14,12,active
L027480,C011021,2023-01-05,319449.55,5.3,60,paid
L027481,C001751,2023-03-02,446929.63,10.75,24,active
L027482,C024452,2020-03-06,229605.84,5.89,60,active
L027483,C002541,2022-07-04,71604.64,5.02,60,active
L027484,C029031,2020-01-14,264853.21,6.94,36,active
L027485,C013343,2022-11-11,87627.61,8.43,60,active
L027486,C030003,2021-08-09,58919.29,13.73,12,active
L027487,C041603,2022-12-03,157485.04,13.91,36,defaulted
L027488,C023298,2021-08-26,291908.84,10.58,12,paid
L027489,C038649,2020-10-03,321638.17,14.15,36,paid
L027490,C035073,2022-09-27,437097.88,3.18,36,defaulted
L027491,C013946,2023-03-16,317886.32,8.41,48,active
L027492,C038380,2023-01-21,314322.32,13.57,48,paid
L027493,C013552,2021-02-01,5328.86,4.14,60,active
L027494,C039774,2020-03-27,222026.11,5.06,60,paid
L027495,C045733,2022-10-06,456474.03,3.03,24,active
L027496,C031000,2022-07-22,147178.21,5.14,24,defaulted
L027497,C033598,2020-06-25,16890.63,3.78,24,paid
L027498,C004845,2021-08-12,399403.94,6.86,24,active
L027499,C008911,2020-07-28,2060.81,11.7,48,paid
L027500,C031406,2022-09-29,102426.03,4.49,24,active
L027501,C014596,2022-04-15,233953.75,7.05,24,active
L027502,C002282,2020-12-13,474182.0,13.99,48,active
L027503,C019830,2020-08-23,437841.15,14.33,48,active
L027504,C025701,2021-07-29,200670.05,14.29,60,active
L027505,C001856,2022-12-21,278290.67,7.08,12,active
L027506,C034409,2022-01-17,299747.69,13.92,36,active
L027507,C027865,2023-03-02,289029.12,3.36,60,defaulted
L027508,C033026,2020-07-09,418969.44,6.55,60,defaulted
L027509,C026921,2022-08-03,441356.31,14.91,48,defaulted
L027510,C002925,2022-11-18,117496.29,7.72,24,active
L027511,C001211,2021-02-03,284680.39,5.55,24,active
L027512,C031004,2021-02-14,180116.93,3.85,48,active
L027513,C049472,2022-05-30,385758.0,3.9,36,defaulted
L027514,C023682,2020-09-01,358432.42,12.99,48,active
L027515,C030162,2021-03-17,407952.01,5.81,60,active
L027516,C027041,2021-12-04,412049.61,8.28,60,active
L027517,C019713,2023-04-11,65422.31,12.91,48,active
L027518,C029439,2020-10-02,385015.73,12.45,48,paid
L027519,C003689,2022-05-16,361218.52,7.24,24,active
L027520,C005565,2022-12-22,268304.68,9.85,24,active
L027521,C032298,2020-09-14,484304.55,4.52,12,active
L027522,C021575,2022-02-26,207605.34,14.09,24,defaulted
L027523,C020606,2020-12-23,223847.61,6.97,60,defaulted
L027524,C041010,2020-06-14,2096.65,11.09,48,active
L027525,C016833,2020-08-19,129794.04,5.57,48,paid
L027526,C005969,2021-04-22,446237.81,3.49,48,defaulted
L027527,C009694,2021-06-08,427679.13,8.49,12,active
L027528,C011597,2020-03-28,474350.57,4.15,12,active
L027529,C032617,2020-03-03,135164.26,3.59,36,active
L027530,C018443,2022-05-28,459864.26,7.03,60,defaulted
L027531,C012021,2023-03-23,401983.07,4.57,36,paid
L027532,C045090,2023-01-23,201644.73,4.99,48,paid
L027533,C008670,2023-04-09,340530.9,13.25,12,active
L027534,C029956,2021-09-20,377646.71,4.56,12,paid
L027535,C045367,2022-10-06,329268.0,14.16,48,active
L027536,C040819,2021-01-19,202425.3,3.52,36,active
L027537,C001293,2022-08-07,466528.04,13.83,60,active
L027538,C011875,2020-08-31,128796.99,10.85,60,active
L027539,C026710,2021-12-04,180163.04,5.95,60,defaulted
L027540,C008126,2023-03-18,281539.37,13.92,60,active
L027541,C023888,2023-03-28,407169.4,14.04,24,paid
L027542,C001446,2022-09-17,371734.0,12.91,36,active
L027543,C018552,2022-08-10,40552.03,10.51,48,defaulted
L027544,C024881,2022-04-02,92692.61,3.36,36,active
L027545,C008755,2020-07-25,45258.55,14.86,24,active
L027546,C013644,2022-11-19,424053.5,5.28,60,active
L027547,C007192,2022-12-06,346507.04,7.83,36,active
L027548,C005440,2021-10-30,60810.71,4.45,36,active
L027549,C042291,2023-04-13,300439.65,5.06,12,defaulted
L027550,C037417,2022-01-09,436718.8,14.46,24,active
L027551,C021067,2022-12-19,178758.58,8.54,12,active
L027552,C008773,2020-07-25,346203.04,7.35,24,active
L027553,C000024,2020-04-09,168597.24,5.63,12,active
L027554,C040414,2021-12-07,32409.57,4.54,60,active
L027555,C041810,2020-06-03,308198.85,11.47,36,defaulted
L027556,C037528,2023-03-31,495430.64,11.2,60,active
L027557,C031866,2023-03-18,33247.86,6.8,24,defaulted
L027558,C049980,2023-03-14,353204.55,9.37,36,paid
L027559,C026799,2023-03-27,215247.08,4.96,12,active
L027560,C020099,2022-03-10,388422.06,9.42,24,active
L027561,C024232,2020-06-12,452834.32,14.18,36,defaulted
L027562,C019445,2022-12-12,480087.16,13.88,60,active
L027563,C038827,2021-02-06,168459.48,11.78,24,active
L027564,C012486,2021-06-17,353979.27,5.05,12,active
L027565,C013559,2022-08-28,212095.92,13.55,60,defaulted
L027566,C022602,2020-10-21,287577.59,7.08,48,active
L027567,C038592,2021-06-14,322386.22,11.46,36,active
L027568,C025334,2021-08-06,166276.81,8.4,24,paid
L027569,C000017,2020-11-30,179222.38,4.25,12,defaulted
L027570,C018778,2020-07-08,302277.65,13.8,24,active
L027571,C036824,2021-12-22,332533.43,11.37,48,paid
L027572,C048546,2022-04-27,267344.48,9.56,36,defaulted
L027573,C039225,2021-03-28,85159.59,6.55,12,active
L027574,C004880,2020-08-25,62465.58,7.83,24,active
L027575,C000871,2022-05-15,283996.29,14.06,48,paid
L027576,C009733,2023-03-11,335770.78,7.5,12,paid
L027577,C003940,2020-03-31,109838.61,6.51,48,defaulted
L027578,C018501,2020-11-21,337734.87,7.31,24,paid
L027579,C009854,2023-01-09,304176.35,9.75,36,active
L027580,C032702,2021-10-13,103426.76,4.89,24,defaulted
L027581,C001459,2021-06-20,37851.23,13.89,48,paid
L027582,C007367,2020-05-04,72506.02,5.22,12,defaulted
L027583,C042198,2021-06-01,389061.87,11.92,24,active
L027584,C032773,2021-07-12,321671.63,7.92,48,active
L027585,C003389,2021-03-26,295380.93,9.61,24,active
L027586,C003337,2022-09-17,467540.67,8.5,36,defaulted
L027587,C004840,2021-11-26,311978.03,4.7,24,defaulted
L027588,C048558,2020-02-06,248692.19,10.67,24,active
L027589,C009973,2022-07-09,230038.96,4.36,36,defaulted
L027590,C017831,2020-03-14,334651.83,5.35,36,active
L027591,C001181,2023-04-15,71343.92,13.35,12,paid
L027592,C017713,2021-02-01,438076.64,9.1,24,active
L027593,C003722,2022-05-17,64603.98,7.41,12,active
L027594,C030914,2020-04-19,274599.48,5.74,12,active
L027595,C042524,2020-01-01,352243.87,7.35,36,paid
L027596,C041199,2022-08-12,179613.31,11.12,36,active
L027597,C013069,2022-02-20,359319.35,12.47,12,active
L027598,C008173,2020-03-19,494468.51,14.01,36,defaulted
L027599,C023386,2023-01-10,105564.89,11.69,24,paid
L027600,C004333,2021-09-14,319237.76,8.71,36,paid
L027601,C034489,2021-11-05,140225.64,6.71,48,active
L027602,C025666,2022-10-17,213818.5,3.54,48,paid
L027603,C014528,2021-07-26,2448.67,4.2,48,paid
L027604,C021808,2021-06-28,105238.93,10.6,48,defaulted
L027605,C005045,2020-12-17,288754.01,14.52,60,active
L027606,C010717,2020-03-22,201007.6,4.19,24,active
L027607,C031171,2020-09-24,47100.21,12.54,48,defaulted
L027608,C044116,2022-02-12,334494.64,8.59,24,paid
L027609,C000784,2022-07-07,411513.55,8.99,24,active
L027610,C038029,2020-03-21,250339.72,6.89,12,active
L027611,C020484,2021-07-31,478094.51,9.65,36,paid
L027612,C040391,2020-10-05,195948.15,6.65,12,active
L027613,C047883,2022-07-05,241922.94,3.2,60,active
L027614,C000704,2022-04-27,236848.42,8.3,12,defaulted
L027615,C042909,2022-05-10,98020.03,9.28,36,active
L027616,C027092,2021-09-26,165213.91,7.86,60,active
L027617,C036985,2022-11-12,435355.66,8.01,24,defaulted
L027618,C007996,2022-04-05,190665.48,9.87,60,defaulted
L027619,C011237,2020-11-21,294515.63,7.15,12,active
L027620,C043294,2020-07-27,441870.07,11.74,60,defaulted
L027621,C034629,2021-08-30,127089.84,13.01,60,active
L027622,C043531,2021-09-01,301258.99,13.34,36,active
L027623,C038513,2022-04-06,437652.98,14.17,12,active
L027624,C004118,2022-06-09,127502.91,10.16,48,active
L027625,C046720,2020-09-21,474060.02,9.68,12,active
L027626,C005102,2020-10-25,377599.32,4.04,36,defaulted
L027627,C040636,2021-08-23,308678.57,7.44,24,active
L027628,C032504,2020-06-03,463905.95,5.05,48,active
L027629,C014513,2023-04-09,349426.62,11.78,24,defaulted
L027630,C007800,2022-12-22,154364.88,10.88,24,active
L027631,C032610,2022-10-30,419135.77,10.03,36,active
L027632,C041020,2021-09-18,33101.88,12.46,60,active
L027633,C015037,2020-12-13,379831.23,13.7,36,defaulted
L027634,C032232,2022-01-19,29470.89,8.55,60,active
L027635,C045914,2022-02-28,400426.81,14.29,48,active
L027636,C044711,2022-01-12,470681.45,13.48,24,defaulted
L027637,C037461,2021-06-19,200752.75,12.35,48,paid
L027638,C002561,2021-08-29,327667.57,7.39,36,paid
L027639,C025957,2022-08-05,239973.94,5.79,12,active
L027640,C016367,2022-11-11,324207.61,8.69,12,paid
L027641,C025267,2023-03-17,241927.08,7.08,60,active
L027642,C048593,2021-11-20,116121.28,5.82,48,defaulted
L027643,C013388,2020-01-07,189482.48,4.18,12,active
L027644,C006309,2020-03-12,213639.55,9.09,24,defaulted
L027645,C048335,2020-02-09,135727.7,7.96,60,active
L027646,C000391,2020-10-07,454910.29,9.78,60,active
L027647,C047967,2021-09-28,452121.67,9.46,36,active
L027648,C023151,2020-01-24,215808.83,3.2,60,paid
L027649,C021309,2020-01-28,101070.97,8.8,36,active
L027650,C009912,2020-04-12,200603.62,12.44,60,defaulted
L027651,C038108,2020-04-06,484560.64,6.61,48,active
L027652,C007130,2021-09-12,481189.49,9.66,12,active
L027653,C026201,2021-10-29,67549.98,7.83,36,active
L027654,C005708,2021-09-04,189896.07,5.58,36,paid
L027655,C023486,2020-02-23,103819.83,13.91,48,active
L027656,C001365,2020-03-17,367312.45,3.55,36,defaulted
L027657,C011247,2021-03-25,455064.13,10.39,36,active
L027658,C029625,2022-10-06,168942.98,14.04,36,defaulted
L027659,C000790,2020-12-02,144799.53,4.52,60,paid
L027660,C010437,2020-08-25,107428.46,4.55,24,defaulted
L027661,C018189,2020-03-04,171701.07,6.49,36,defaulted
L027662,C048138,2020-01-25,457021.91,11.74,48,defaulted
L027663,C034904,2021-05-02,299314.99,8.97,48,defaulted
L027664,C009970,2022-08-29,129967.64,6.66,60,paid
L027665,C001910,2020-01-22,397106.17,13.16,60,paid
L027666,C023996,2021-03-01,57459.65,13.39,12,active
L027667,C033650,2020-11-26,420489.58,11.16,36,active
L027668,C005973,2022-11-12,240101.93,7.03,12,active
L027669,C025725,2020-03-13,458651.87,3.86,48,active
L027670,C045347,2021-09-13,264236.66,10.51,60,active
L027671,C017774,2021-02-22,183284.84,4.1,12,active
L027672,C039185,2021-10-31,361129.27,3.85,60,active
L027673,C037132,2022-02-25,96165.02,8.07,48,active
L027674,C014246,2022-02-23,317389.06,11.39,48,paid
L027675,C002551,2021-12-13,395762.54,4.4,60,active
L027676,C002559,2021-06-04,206237.11,8.1,12,paid
L027677,C046968,2021-06-02,105036.82,7.35,60,defaulted
L027678,C021863,2020-06-05,253974.65,11.99,60,active
L027679,C020282,2021-01-27,322044.7,5.87,12,active
L027680,C022112,2022-12-16,251851.14,8.5,24,active
L027681,C030197,2021-04-16,130279.65,12.08,48,paid
L027682,C020082,2020-01-01,215809.91,11.97,12,active
L027683,C016450,2023-01-27,445781.06,6.82,48,active
L027684,C043922,2023-03-14,489024.75,3.23,36,active
L027685,C033395,2023-01-26,491764.36,11.89,48,defaulted
L027686,C000650,2023-02-06,210888.43,6.13,60,defaulted
L027687,C024769,2022-07-20,150514.93,4.5,36,paid
L027688,C019648,2020-04-29,449673.45,11.42,12,paid
L027689,C005567,2021-09-26,10161.66,4.64,60,active
L027690,C013801,2020-10-28,256129.5,11.31,12,active
L027691,C010399,2021-04-03,332182.76,6.86,24,active
L027692,C003908,2020-10-08,445553.39,11.2,12,paid
L027693,C010791,2020-04-29,260308.15,10.71,60,active
L027694,C013613,2021-07-21,360546.26,10.82,12,defaulted
L027695,C012970,2020-02-21,363229.68,10.18,24,active
L027696,C025081,2021-06-05,367811.14,11.52,36,paid
L027697,C044502,2020-08-30,291125.52,4.49,24,paid
L027698,C018904,2021-03-18,27674.03,5.2,24,active
L027699,C038482,2022-09-01,184237.66,6.43,48,active
L027700,C038987,2020-12-04,257811.95,5.39,24,defaulted
L027701,C043324,2020-03-04,354641.54,7.47,36,active
L027702,C040420,2023-01-22,154212.32,8.71,60,active
L027703,C011376,2020-01-09,179032.49,13.61,60,paid
L027704,C032754,2021-05-02,35041.14,14.15,12,active
L027705,C037478,2020-11-25,394870.08,13.97,24,defaulted
L027706,C040941,2021-10-24,257070.73,9.35,60,active
L027707,C030961,2020-09-02,426008.99,3.35,24,defaulted
L027708,C041120,2022-01-21,415345.46,6.49,48,defaulted
L027709,C018583,2020-11-09,474257.37,11.01,24,active
L027710,C039746,2021-11-30,134514.21,6.81,48,active
L027711,C020071,2020-01-24,273162.71,11.89,60,defaulted
L027712,C029381,2022-03-01,455746.31,13.26,24,defaulted
L027713,C028170,2022-03-21,352993.19,7.11,60,active
L027714,C022161,2023-02-18,241129.56,10.76,60,active
L027715,C002649,2022-07-30,34009.73,12.39,24,active
L027716,C012779,2022-04-25,30323.49,9.18,24,active
L027717,C000520,2020-09-07,261401.0,6.28,48,paid
L027718,C003610,2021-07-11,426397.44,6.21,24,defaulted
L027719,C020451,2021-04-06,80337.4,11.47,12,active
L027720,C025073,2021-09-26,364471.82,3.94,60,active
L027721,C048638,2022-06-21,83074.19,13.83,60,paid
L027722,C040196,2020-03-04,492697.49,12.9,24,defaulted
L027723,C044222,2020-02-10,374899.79,6.2,48,paid
L027724,C027783,2020-09-15,238310.93,7.03,60,defaulted
L027725,C015502,2021-01-11,155970.79,6.9,24,defaulted
L027726,C002258,2022-08-16,109161.11,10.2,48,paid
L027727,C019917,2023-04-15,245474.38,13.74,60,defaulted
L027728,C041639,2023-04-13,84959.08,14.59,12,active
L027729,C003774,2020-12-03,340054.79,9.98,36,active
L027730,C022842,2022-09-04,16632.72,9.01,48,active
L027731,C009245,2020-01-04,438843.9,4.87,12,active
L027732,C030953,2022-07-30,405301.1,4.64,24,active
L027733,C036424,2022-08-22,359350.43,12.96,12,active
L027734,C026621,2021-04-22,113815.95,10.21,36,paid
L027735,C004447,2020-01-19,459295.94,5.97,12,paid
L027736,C032326,2023-02-23,424941.17,10.03,60,defaulted
L027737,C023758,2020-02-12,55308.37,4.95,48,paid
L027738,C027424,2022-02-21,242598.49,12.86,48,active
L027739,C028830,2020-12-27,54869.45,11.66,48,active
L027740,C036809,2020-01-03,189597.23,6.39,48,paid
L027741,C024320,2022-06-20,19297.54,6.55,12,active
L027742,C016672,2023-03-27,259417.66,11.18,36,paid
L027743,C047412,2020-09-20,83230.37,14.91,36,active
L027744,C031162,2020-06-02,32600.67,5.09,36,active
L027745,C003082,2022-03-31,234209.38,14.06,48,active
L027746,C008405,2022-10-26,487015.23,14.57,48,defaulted
L027747,C041233,2020-01-06,19351.57,8.65,12,active
L027748,C027072,2023-01-14,420086.47,11.16,24,active
L027749,C034769,2023-02-02,252834.43,6.35,36,active
L027750,C049175,2022-06-29,484097.38,13.02,12,active
L027751,C013985,2021-01-27,148268.04,6.93,12,paid
L027752,C018700,2021-08-06,89516.93,7.38,60,active
L027753,C007020,2021-11-02,493436.48,7.68,24,active
L027754,C035306,2022-08-12,403193.53,3.79,24,active
L027755,C010417,2020-08-16,450976.8,10.41,36,defaulted
L027756,C007063,2020-06-21,146441.88,11.35,12,paid
L027757,C015898,2022-04-22,2708.55,6.91,48,active
L027758,C046850,2021-02-12,474243.19,12.19,48,paid
L027759,C019117,2021-01-31,28445.87,11.34,12,active
L027760,C014772,2020-04-08,387685.55,8.7,24,active
L027761,C031362,2020-01-20,185876.36,7.34,36,defaulted
L027762,C002143,2021-12-07,324651.83,11.28,60,active
L027763,C020955,2021-01-15,132705.12,14.96,60,active
L027764,C020732,2023-02-10,404866.89,3.4,48,defaulted
L027765,C045580,2022-09-12,87866.57,10.71,36,defaulted
L027766,C047665,2021-10-08,365522.54,4.13,24,active
L027767,C002173,2022-03-06,7142.31,3.55,24,defaulted
L027768,C027358,2022-05-18,384412.61,12.06,60,active
L027769,C026028,2023-02-13,8115.12,14.69,24,active
L027770,C037205,2021-09-19,48132.58,6.63,12,paid
L027771,C020554,2021-01-26,447293.53,14.46,12,active
L027772,C012077,2022-10-12,90572.36,8.35,12,active
L027773,C024101,2021-11-23,19342.0,4.06,60,active
L027774,C029220,2020-05-28,67582.42,11.92,36,paid
L027775,C048351,2020-06-27,331935.03,7.32,12,active
L027776,C030256,2023-04-08,428510.04,11.92,24,defaulted
L027777,C021950,2020-01-05,297932.24,13.23,60,active
L027778,C009796,2022-07-23,431953.67,8.3,12,active
L027779,C023008,2022-07-26,288777.0,5.86,36,paid
L027780,C023052,2021-04-18,463125.52,9.22,12,defaulted
L027781,C036416,2020-12-26,358664.15,9.57,24,active
L027782,C021676,2020-09-02,464339.61,7.27,60,active
L027783,C020028,2022-07-21,215600.77,9.01,36,active
L027784,C002198,2021-06-19,139487.57,4.48,48,active
L027785,C038442,2021-10-18,333683.9,5.09,12,active
L027786,C006755,2022-10-02,429365.2,5.99,36,paid
L027787,C020391,2020-09-10,331971.14,12.66,60,active
L027788,C010399,2023-03-05,166977.56,10.4,60,active
L027789,C029426,2022-12-24,192806.97,7.6,12,active
L027790,C018678,2021-01-22,140857.33,7.92,60,active
L027791,C036191,2020-07-21,417072.8,11.76,24,active
L027792,C041094,2020-03-02,125721.31,12.53,12,active
L027793,C008335,2021-04-14,61459.07,5.37,48,active
L027794,C028162,2020-05-05,304841.32,8.39,48,defaulted
L027795,C007378,2020-11-15,149347.44,11.15,48,active
L027796,C005512,2021-12-27,56960.58,6.9,60,active
L027797,C021308,2020-12-11,472937.46,7.98,60,paid
L027798,C044055,2022-04-29,382386.01,12.35,12,active
L027799,C020094,2020-04-08,383698.4,6.3,36,defaulted
L027800,C040012,2023-02-11,260214.14,8.12,24,defaulted
L027801,C045274,2020-02-10,408129.3,8.04,12,active
L027802,C020230,2022-06-05,8229.51,12.63,36,active
L027803,C024277,2021-01-05,158595.19,13.21,60,active
L027804,C022792,2023-03-30,451834.88,9.18,24,paid
L027805,C020092,2020-06-06,154542.51,5.77,60,defaulted
L027806,C045269,2022-04-04,84873.77,14.91,36,paid
L027807,C020420,2022-11-17,452158.57,4.68,24,defaulted
L027808,C035132,2022-10-10,98019.5,4.09,24,defaulted
L027809,C026097,2022-11-06,287286.99,12.18,60,active
L027810,C013094,2021-04-23,44907.62,3.25,36,paid
L027811,C006811,2021-01-31,262776.0,6.98,48,active
L027812,C002451,2020-09-21,255307.52,11.28,12,defaulted
L027813,C028091,2020-09-08,360880.52,12.46,36,active
L027814,C016317,2020-10-27,6451.08,9.72,24,active
L027815,C017814,2020-03-10,269454.66,11.22,24,defaulted
L027816,C048043,2020-06-19,460282.4,11.41,24,active
L027817,C031122,2020-08-09,183917.96,13.27,60,defaulted
L027818,C009783,2020-02-01,263319.22,14.55,48,paid
L027819,C039847,2021-08-18,441535.17,4.63,60,paid
L027820,C017096,2022-11-20,480231.81,14.59,48,active
L027821,C002351,2021-06-15,411384.3,13.85,60,active
L027822,C037805,2020-10-27,112612.5,6.68,24,active
L027823,C012601,2020-01-31,34874.42,7.49,24,active
L027824,C010424,2020-07-20,50432.01,5.01,36,active
L027825,C048209,2020-06-09,421998.57,13.1,24,defaulted
L027826,C034518,2020-05-02,36128.06,10.43,48,active
L027827,C037441,2023-03-17,298570.83,14.09,48,active
L027828,C047672,2020-02-01,322411.9,12.64,48,active
L027829,C004367,2021-03-28,339389.41,8.19,24,active
L027830,C010740,2020-09-26,436502.44,10.55,60,active
L027831,C024195,2021-01-31,222277.44,14.19,48,active
L027832,C030467,2023-02-14,272747.05,14.93,36,active
L027833,C001917,2023-02-08,48391.32,13.31,60,active
L027834,C049857,2023-01-07,50993.3,13.08,12,active
L027835,C017933,2020-05-15,372565.46,12.06,48,active
L027836,C049312,2022-09-06,441715.63,10.69,60,active
L027837,C035320,2022-01-23,43792.09,10.97,60,defaulted
L027838,C046648,2022-08-25,74658.63,4.12,60,active
L027839,C032624,2021-07-28,220859.03,9.49,48,active
L027840,C034129,2020-05-22,3726.51,9.73,60,defaulted
L027841,C023317,2023-04-14,249943.33,5.27,60,active
L027842,C021375,2021-12-29,468751.26,14.42,12,active
L027843,C034726,2023-03-09,118315.13,5.52,60,active
L027844,C002294,2020-10-15,271225.42,11.61,24,active
L027845,C025394,2020-03-23,61185.96,11.32,12,paid
L027846,C002091,2022-07-28,231969.35,11.73,12,active
L027847,C032925,2022-01-07,347215.06,12.64,24,paid
L027848,C033298,2020-10-27,413875.34,14.63,24,active
L027849,C032215,2020-05-04,348892.68,4.68,48,defaulted
L027850,C024070,2020-12-05,407297.95,7.68,48,paid
L027851,C045424,2022-01-06,473742.51,3.71,60,defaulted
L027852,C002962,2022-05-12,498695.11,8.27,36,active
L027853,C040127,2021-05-22,321888.16,14.97,48,defaulted
L027854,C032814,2022-10-03,184670.36,9.33,12,active
L027855,C005937,2023-02-27,483861.55,5.43,48,active
L027856,C013639,2022-01-06,37088.75,10.52,24,active
L027857,C041924,2023-03-29,289048.82,14.59,24,defaulted
L027858,C014915,2022-10-15,280063.31,7.87,48,paid
L027859,C037397,2023-01-23,385329.59,6.58,36,active
L027860,C018883,2020-06-17,38370.14,14.77,12,active
L027861,C019589,2022-12-16,33887.35,8.75,60,active
L027862,C031281,2020-10-02,128754.48,8.07,36,active
L027863,C015446,2020-12-07,46905.64,9.67,36,active
L027864,C036626,2022-12-21,354062.06,8.83,60,active
L027865,C032543,2021-03-15,277462.45,12.48,60,active
L027866,C003371,2020-10-09,13841.42,9.2,36,active
L027867,C047728,2022-11-05,335547.21,13.1,12,active
L027868,C003081,2020-05-31,75156.32,13.67,12,paid
L027869,C047156,2021-01-07,364193.21,5.46,24,defaulted
L027870,C011694,2022-11-07,380874.41,3.11,12,active
L027871,C047637,2022-05-23,17488.55,11.87,12,paid
L027872,C003143,2021-09-29,312659.81,6.47,60,active
L027873,C020961,2020-04-28,350679.68,3.16,12,active
L027874,C024423,2020-01-11,247350.17,9.81,36,paid
L027875,C032111,2022-08-27,167553.95,6.79,60,active
L027876,C027622,2020-06-06,352230.06,7.32,12,active
L027877,C024192,2020-10-06,383327.82,5.35,12,active
L027878,C001149,2020-12-30,18469.01,9.61,12,active
L027879,C048687,2021-06-27,9812.78,4.75,12,defaulted
L027880,C003427,2021-05-14,45584.91,8.72,36,paid
L027881,C014781,2023-01-03,54784.31,8.61,60,active
L027882,C015514,2023-03-06,241944.67,11.24,36,active
L027883,C033517,2021-10-20,379933.02,11.72,48,defaulted
L027884,C009896,2021-01-30,425999.96,3.93,48,defaulted
L027885,C031670,2023-03-25,75380.73,10.24,24,active
L027886,C033986,2021-09-16,117149.92,3.04,60,active
L027887,C047947,2021-10-02,296664.36,6.41,36,active
L027888,C041495,2020-12-15,373392.37,8.61,48,active
L027889,C024173,2020-04-29,202722.45,10.07,24,active
L027890,C011315,2020-03-03,77972.48,6.81,48,active
L027891,C000735,2021-08-09,55938.07,3.92,24,active
L027892,C008087,2020-10-24,4503.5,4.22,12,paid
L027893,C027067,2023-01-04,60653.74,13.16,36,active
L027894,C048306,2022-05-28,231400.89,12.97,48,defaulted
L027895,C043462,2023-01-09,134423.57,12.93,60,active
L027896,C031001,2021-05-16,227604.68,5.99,36,active
L027897,C025092,2022-07-18,105834.46,3.48,12,active
L027898,C033520,2023-02-02,263338.26,12.56,36,active
L027899,C009677,2021-03-16,190546.8,7.86,36,active
L027900,C025167,2020-11-06,13784.65,13.9,60,active
L027901,C024467,2022-07-09,123779.79,13.3,48,defaulted
L027902,C016913,2021-03-06,414512.57,5.45,48,active
L027903,C018795,2022-11-25,66058.25,3.33,60,defaulted
L027904,C022465,2022-12-03,263032.44,6.75,48,paid
L027905,C033414,2022-09-12,57021.24,11.92,12,active
L027906,C018750,2023-02-15,54529.66,3.57,48,active
L027907,C010849,2022-07-04,144257.44,11.65,12,defaulted
L027908,C009419,2023-01-21,492526.68,11.09,12,active
L027909,C029046,2022-10-15,31300.65,12.76,24,defaulted
L027910,C043943,2020-03-25,275874.37,8.36,12,active
L027911,C013303,2022-01-29,420898.01,12.2,48,active
L027912,C017526,2022-12-11,415533.56,7.89,12,active
L027913,C045691,2022-02-10,106817.92,3.08,36,defaulted
L027914,C022710,2021-09-22,444943.25,9.86,36,active
L027915,C007488,2021-11-06,29063.54,10.45,12,active
L027916,C035708,2021-05-05,20125.45,10.88,60,active
L027917,C036146,2020-12-02,235671.21,9.53,48,active
L027918,C025302,2022-05-12,32436.0,9.18,60,active
L027919,C032228,2021-06-16,387173.85,6.66,12,active
L027920,C018211,2020-12-28,316402.44,4.35,48,defaulted
L027921,C023098,2021-03-31,175797.82,7.14,48,active
L027922,C026173,2020-07-29,467000.1,14.96,12,active
L027923,C021900,2020-06-25,197777.62,7.3,48,active
L027924,C010772,2021-03-07,409909.35,13.5,24,defaulted
L027925,C030393,2022-03-28,239641.99,14.47,24,active
L027926,C028292,2022-07-19,53468.25,6.62,48,paid
L027927,C049239,2022-07-31,294305.56,9.76,24,active
L027928,C005901,2022-06-04,89745.66,3.57,36,active
L027929,C032578,2021-09-02,385501.76,12.3,24,active
L027930,C031307,2020-09-01,209837.5,12.28,24,active
L027931,C049700,2022-06-24,195715.14,11.49,60,active
L027932,C001246,2020-03-29,415715.06,6.38,60,defaulted
L027933,C018357,2020-08-07,135363.91,4.96,60,defaulted
L027934,C049011,2020-05-02,313838.64,10.75,24,active
L027935,C000295,2022-08-19,326587.54,6.29,24,active
L027936,C043441,2022-06-11,219977.91,5.46,60,active
L027937,C041618,2020-05-31,195452.06,9.62,48,active
L027938,C016987,2023-03-30,260557.73,12.45,24,active
L027939,C045081,2021-04-08,99127.03,10.83,48,active
L027940,C012916,2020-08-15,190776.45,14.28,60,active
L027941,C002485,2020-06-19,286358.79,10.85,48,active
L027942,C030411,2020-03-17,159766.31,10.83,12,paid
L027943,C002091,2020-09-01,229989.52,13.22,24,active
L027944,C015477,2022-04-26,355735.33,13.47,48,active
L027945,C032930,2021-03-28,148152.33,9.47,36,active
L027946,C020167,2021-04-04,320908.9,6.03,60,active
