individual_id,household_id,age,gender,education,employment,income
I00291210,H0033883,59,M,Doctorate,Self-Employed,471835
I00291211,H0077800,94,F,Bachelors,Self-Employed,370273
I00291212,H0079194,92,M,Masters,Unemployed,117886
I00291213,H0010908,1,M,Less than HS,Employed,194887
I00291214,H0047797,4,M,Masters,Student,410518
I00291215,H0055177,16,F,Less than HS,Retired,198516
I00291216,H0039793,24,M,Less than HS,Retired,281445
I00291217,H0030847,9,F,Some College,Student,487530
I00291218,H0059672,17,M,Less than HS,Employed,248035
I00291219,H0035894,22,M,Less than HS,Employed,139712
I00291220,H0079808,80,F,HS Diploma,Self-Employed,236455
I00291221,H0046488,74,F,Doctorate,Student,394532
I00291222,H0033212,92,F,Masters,Retired,93752
I00291223,H0061766,63,M,Doctorate,Self-Employed,4387
I00291224,H0006638,70,M,Masters,Self-Employed,262403
I00291225,H0098706,20,M,Some College,Student,193121
I00291226,H0032055,40,M,Less than HS,Self-Employed,212565
I00291227,H0032605,89,M,Masters,Retired,59901
I00291228,H0048412,81,M,Bachelors,Employed,199769
I00291229,H0055522,81,M,Masters,Employed,154031
I00291230,H0070248,22,F,Bachelors,Student,53622
I00291231,H0037296,1,M,Bachelors,Retired,114902
I00291232,H0030622,35,M,Some College,Unemployed,166971
I00291233,H0055575,78,F,Some College,Unemployed,214344
I00291234,H0060056,4,M,Less than HS,Self-Employed,432761
I00291235,H0096400,6,M,Bachelors,Self-Employed,449584
I00291236,H0027258,76,F,Some College,Student,139877
I00291237,H0071014,32,M,Some College,Employed,141927
I00291238,H0062426,15,F,Doctorate,Student,325531
I00291239,H0068635,81,M,Less than HS,Self-Employed,45456
I00291240,H0007268,5,M,Masters,Student,91511
I00291241,H0007869,96,M,Some College,Unemployed,234143
I00291242,H0036668,51,M,Some College,Unemployed,247490
I00291243,H0078539,55,F,Doctorate,Retired,370507
I00291244,H0058862,45,M,Some College,Retired,273163
I00291245,H0032614,39,M,Doctorate,Self-Employed,129348
I00291246,H0091333,73,M,Some College,Unemployed,240374
I00291247,H0031122,54,F,Doctorate,Retired,441354
I00291248,H0040400,87,F,Some College,Employed,12082
I00291249,H0042916,98,M,Less than HS,Retired,331597
I00291250,H0074740,80,F,Less than HS,Employed,138591
I00291251,H0056894,32,M,Doctorate,Self-Employed,234297
I00291252,H0063233,59,F,Doctorate,Self-Employed,51717
I00291253,H0035996,78,M,HS Diploma,Self-Employed,114024
I00291254,H0045974,54,F,Doctorate,Retired,31483
I00291255,H0069040,66,F,Less than HS,Self-Employed,357159
I00291256,H0097997,40,M,Less than HS,Self-Employed,80840
I00291257,H0006924,24,M,Doctorate,Self-Employed,127176
I00291258,H0030637,98,M,Bachelors,Student,49124
I00291259,H0062227,74,M,Bachelors,Employed,253568
I00291260,H0059636,86,M,HS Diploma,Self-Employed,465747
I00291261,H0090689,95,M,HS Diploma,Unemployed,122192
I00291262,H0041097,69,F,Some College,Employed,286389
I00291263,H0007553,90,M,Less than HS,Unemployed,424523
I00291264,H0065094,68,F,Bachelors,Employed,486484
I00291265,H0038741,13,M,Masters,Unemployed,2569
I00291266,H0039547,29,F,HS Diploma,Self-Employed,310516
I00291267,H0042615,57,M,HS Diploma,Retired,142631
I00291268,H0095194,4,F,Less than HS,Student,119643
I00291269,H0075834,23,F,Some College,Employed,415652
I00291270,H0044834,70,F,Some College,Self-Employed,189644
I00291271,H0038319,96,F,Less than HS,Employed,70681
I00291272,H0013011,50,F,Bachelors,Self-Employed,406846
I00291273,H0033610,80,F,Some College,Student,116609
I00291274,H0026048,33,M,Doctorate,Unemployed,77220
I00291275,H0024715,11,M,HS Diploma,Student,461102
I00291276,H0034577,89,M,Bachelors,Student,22598
I00291277,H0001969,12,F,HS Diploma,Retired,259051
I00291278,H0010853,80,M,Less than HS,Employed,94891
I00291279,H0009349,41,M,Doctorate,Unemployed,498617
I00291280,H0018147,74,F,Less than HS,Self-Employed,407563
I00291281,H0082991,29,F,Some College,Retired,346852
I00291282,H0015035,40,M,Bachelors,Unemployed,227916
I00291283,H0015898,68,M,Less than HS,Unemployed,441081
I00291284,H0097938,76,M,Bachelors,Student,277255
I00291285,H0039657,13,M,HS Diploma,Student,463050
I00291286,H0019801,93,M,Bachelors,Self-Employed,222192
I00291287,H0036232,32,F,Bachelors,Self-Employed,420354
I00291288,H0041253,94,M,Bachelors,Employed,416489
I00291289,H0044193,71,F,Doctorate,Employed,277181
I00291290,H0015168,36,F,Less than HS,Retired,205637
I00291291,H0057757,36,M,Masters,Self-Employed,485932
I00291292,H0097777,36,M,Doctorate,Unemployed,479265
I00291293,H0001127,33,F,Doctorate,Retired,10231
I00291294,H0055373,95,F,Less than HS,Employed,347492
I00291295,H0080775,53,M,Doctorate,Self-Employed,239676
I00291296,H0036864,6,M,Doctorate,Retired,374628
I00291297,H0018031,33,F,Some College,Retired,69715
I00291298,H0034427,58,M,Bachelors,Employed,45271
I00291299,H0012616,25,F,Less than HS,Unemployed,200934
I00291300,H0047774,71,M,Doctorate,Retired,290084
I00291301,H0073640,80,M,Doctorate,Student,328134
I00291302,H0072856,81,F,Bachelors,Self-Employed,402625
I00291303,H0078545,66,M,Less than HS,Self-Employed,126994
I00291304,H0093418,7,M,Less than HS,Self-Employed,417218
I00291305,H0049086,61,M,Masters,Employed,311917
I00291306,H0030909,51,F,Less than HS,Unemployed,65048
I00291307,H0019567,99,F,Bachelors,Self-Employed,214040
I00291308,H0021413,48,F,HS Diploma,Retired,378341
I00291309,H0010296,39,M,Masters,Employed,472617
I00291310,H0001216,56,M,Bachelors,Employed,183795
I00291311,H0021614,57,M,Doctorate,Retired,413115
I00291312,H0048087,31,F,Doctorate,Unemployed,86178
I00291313,H0068646,66,M,Less than HS,Self-Employed,145737
I00291314,H0032040,45,F,Some College,Student,260808
I00291315,H0087620,97,F,Masters,Unemployed,408744
I00291316,H0067666,97,M,Less than HS,Student,264428
I00291317,H0076237,34,F,Doctorate,Self-Employed,155277
I00291318,H0001322,99,M,Some College,Self-Employed,192971
I00291319,H0069447,65,M,Masters,Self-Employed,363122
I00291320,H0060457,96,F,Doctorate,Student,55424
I00291321,H0072805,66,F,Some College,Retired,371316
I00291322,H0055227,88,M,Masters,Unemployed,122660
I00291323,H0064363,36,M,Masters,Unemployed,463769
I00291324,H0098114,11,F,Some College,Unemployed,151976
I00291325,H0057136,12,M,Masters,Self-Employed,150542
I00291326,H0055352,94,F,Bachelors,Unemployed,182326
I00291327,H0010593,60,M,Some College,Employed,316644
I00291328,H0011051,53,M,Some College,Employed,126240
I00291329,H0028772,37,F,Masters,Student,369118
I00291330,H0052761,34,F,Some College,Student,44450
I00291331,H0036279,85,M,Masters,Employed,398756
I00291332,H0036461,77,M,Bachelors,Employed,78833
I00291333,H0052536,45,F,Masters,Unemployed,92967
I00291334,H0070069,16,M,Bachelors,Self-Employed,59648
I00291335,H0071642,58,M,Bachelors,Employed,119529
I00291336,H0012517,37,F,HS Diploma,Retired,219443
I00291337,H0044527,45,F,Bachelors,Self-Employed,171944
I00291338,H0084002,60,F,Less than HS,Retired,360569
I00291339,H0087141,38,M,Bachelors,Employed,39047
I00291340,H0079749,100,M,Doctorate,Student,340985
I00291341,H0020565,43,F,Bachelors,Unemployed,148293
I00291342,H0077435,72,F,Doctorate,Self-Employed,58050
I00291343,H0030401,62,F,Masters,Student,238739
I00291344,H0044906,17,F,HS Diploma,Student,45598
I00291345,H0010067,14,F,Bachelors,Student,101600
I00291346,H0068761,58,F,Some College,Employed,437058
I00291347,H0079698,47,M,HS Diploma,Retired,53608
I00291348,H0017818,48,M,Masters,Retired,139371
I00291349,H0022968,7,F,Bachelors,Student,256460
I00291350,H0028659,86,M,Doctorate,Student,420842
I00291351,H0030840,19,F,Bachelors,Employed,108564
I00291352,H0037674,13,F,HS Diploma,Unemployed,477452
I00291353,H0038271,55,F,Masters,Retired,482754
I00291354,H0005362,79,M,Masters,Retired,300387
I00291355,H0069184,13,M,Some College,Retired,54212
I00291356,H0069752,97,M,Bachelors,Student,68512
I00291357,H0040562,59,M,Bachelors,Self-Employed,377266
I00291358,H0045013,87,M,HS Diploma,Unemployed,41633
I00291359,H0059094,27,F,HS Diploma,Student,19047
I00291360,H0016535,9,F,HS Diploma,Student,476029
I00291361,H0053463,34,F,Masters,Unemployed,224777
I00291362,H0068331,75,F,Doctorate,Employed,403494
I00291363,H0070345,9,M,Doctorate,Retired,354968
I00291364,H0023728,5,F,Some College,Self-Employed,98199
I00291365,H0068762,1,F,Bachelors,Employed,310415
I00291366,H0003841,62,M,Masters,Retired,365676
I00291367,H0092732,29,M,Bachelors,Self-Employed,315692
I00291368,H0083770,77,F,Doctorate,Unemployed,151102
I00291369,H0054515,33,F,Bachelors,Student,200553
I00291370,H0058469,75,M,Some College,Retired,182320
I00291371,H0007988,100,F,Less than HS,Self-Employed,144811
I00291372,H0096098,88,M,Masters,Self-Employed,154082
I00291373,H0029800,12,F,HS Diploma,Self-Employed,100069
I00291374,H0018084,88,F,Less than HS,Student,339575
I00291375,H0035238,42,M,Some College,Unemployed,68916
I00291376,H0027887,69,M,Less than HS,Student,112676
I00291377,H0033344,33,F,Some College,Retired,35109
I00291378,H0074071,37,M,Some College,Self-Employed,390589
I00291379,H0085415,67,M,Bachelors,Student,210636
I00291380,H0088598,64,F,Masters,Student,259592
I00291381,H0027031,98,M,HS Diploma,Unemployed,452055
I00291382,H0018178,80,M,Less than HS,Employed,158232
I00291383,H0046625,80,F,Less than HS,Employed,153640
I00291384,H0026617,11,M,Bachelors,Retired,446451
I00291385,H0020200,98,F,Masters,Employed,287666
I00291386,H0006748,73,M,Masters,Unemployed,32566
I00291387,H0008691,45,F,Bachelors,Retired,116481
I00291388,H0063920,55,M,Some College,Employed,127988
I00291389,H0006101,11,F,Bachelors,Student,390930
I00291390,H0064417,82,F,Some College,Retired,136169
I00291391,H0012042,13,M,Bachelors,Student,178667
I00291392,H0012002,83,M,Bachelors,Unemployed,499727
I00291393,H0098300,93,F,Bachelors,Employed,153959
I00291394,H0039402,21,M,Masters,Retired,447337
I00291395,H0088107,22,F,Doctorate,Employed,3901
I00291396,H0073999,31,F,HS Diploma,Retired,181548
I00291397,H0003838,97,M,Doctorate,Unemployed,433213
I00291398,H0074939,11,M,Bachelors,Retired,381454
I00291399,H0000185,64,M,Bachelors,Employed,481920
I00291400,H0092147,19,F,Bachelors,Self-Employed,440468
I00291401,H0027150,14,M,Masters,Unemployed,308471
I00291402,H0080271,16,F,Some College,Unemployed,233216
I00291403,H0046157,12,M,Doctorate,Retired,98105
I00291404,H0073759,95,F,HS Diploma,Employed,329915
I00291405,H0019893,33,F,Some College,Employed,271870
I00291406,H0062240,11,F,Less than HS,Self-Employed,222320
I00291407,H0045861,26,F,Bachelors,Student,414037
I00291408,H0050059,5,F,Masters,Employed,49471
I00291409,H0022267,47,F,Bachelors,Self-Employed,117212
I00291410,H0068534,80,F,Bachelors,Student,142808
I00291411,H0075836,34,F,Masters,Student,249034
I00291412,H0044031,72,F,HS Diploma,Student,165411
I00291413,H0034754,92,M,Doctorate,Self-Employed,331352
I00291414,H0090648,54,F,Bachelors,Employed,1180
I00291415,H0068755,21,M,Less than HS,Student,97016
I00291416,H0066808,40,F,Some College,Retired,469824
I00291417,H0069332,18,M,Bachelors,Student,408593
I00291418,H0080265,71,M,Bachelors,Student,162886
I00291419,H0051188,20,M,Less than HS,Self-Employed,152602
I00291420,H0080757,48,F,HS Diploma,Retired,285964
I00291421,H0091195,41,F,Masters,Student,493143
I00291422,H0092641,60,F,Less than HS,Retired,410063
I00291423,H0078022,16,M,Doctorate,Student,190094
I00291424,H0097802,83,M,Less than HS,Student,175953
I00291425,H0039653,60,F,Masters,Unemployed,286818
I00291426,H0009554,66,F,Doctorate,Student,278011
I00291427,H0058489,92,M,HS Diploma,Employed,216542
I00291428,H0000598,100,M,Less than HS,Retired,410804
I00291429,H0066670,63,F,Masters,Student,179593
I00291430,H0032575,59,F,Masters,Unemployed,87580
I00291431,H0017141,7,M,Doctorate,Employed,479302
I00291432,H0000058,18,M,Less than HS,Self-Employed,189374
I00291433,H0061878,54,F,HS Diploma,Retired,203028
I00291434,H0021997,59,F,HS Diploma,Self-Employed,344801
I00291435,H0082931,71,M,Doctorate,Retired,470219
I00291436,H0007035,92,F,HS Diploma,Employed,429043
I00291437,H0064407,54,F,Less than HS,Student,346420
I00291438,H0076592,1,M,Doctorate,Retired,159890
I00291439,H0097702,68,M,HS Diploma,Unemployed,385347
I00291440,H0042038,13,F,Some College,Student,201590
I00291441,H0099035,9,M,HS Diploma,Student,460640
I00291442,H0090031,51,M,Some College,Self-Employed,115053
I00291443,H0091539,73,F,HS Diploma,Student,41246
I00291444,H0076254,34,F,Doctorate,Unemployed,28997
I00291445,H0098568,6,M,HS Diploma,Self-Employed,499867
I00291446,H0034310,85,F,Bachelors,Student,460919
I00291447,H0070218,97,F,Masters,Retired,486002
I00291448,H0007550,49,M,Masters,Employed,408681
I00291449,H0016156,77,F,Some College,Employed,108299
I00291450,H0023155,99,F,Some College,Student,90173
I00291451,H0053635,5,F,HS Diploma,Retired,109081
I00291452,H0029989,20,M,Less than HS,Unemployed,132470
I00291453,H0097766,84,M,Bachelors,Self-Employed,405275
I00291454,H0010885,67,F,Masters,Employed,190196
I00291455,H0075992,3,F,Masters,Self-Employed,301303
I00291456,H0013382,47,F,Doctorate,Retired,464763
I00291457,H0021294,97,M,HS Diploma,Self-Employed,308105
I00291458,H0050798,25,M,Bachelors,Employed,487815
I00291459,H0075157,44,F,Some College,Employed,329988
I00291460,H0035158,88,F,Doctorate,Unemployed,85319
I00291461,H0096198,68,F,Doctorate,Self-Employed,478908
I00291462,H0090381,84,F,Bachelors,Retired,445216
I00291463,H0087246,53,M,Doctorate,Self-Employed,215295
I00291464,H0063650,1,F,HS Diploma,Retired,60120
I00291465,H0073110,14,F,Masters,Self-Employed,464241
I00291466,H0027293,53,M,Doctorate,Retired,391050
I00291467,H0015816,59,F,Masters,Self-Employed,439664
I00291468,H0047378,22,F,Some College,Student,260975
I00291469,H0097993,59,M,HS Diploma,Self-Employed,331015
I00291470,H0045614,73,M,Masters,Student,187878
I00291471,H0099106,24,F,Doctorate,Self-Employed,106387
I00291472,H0077377,62,F,HS Diploma,Student,338615
I00291473,H0085163,98,M,HS Diploma,Student,272968
I00291474,H0084997,24,F,Some College,Retired,228404
I00291475,H0001986,86,M,Masters,Retired,36739
I00291476,H0077041,1,F,Bachelors,Unemployed,25564
I00291477,H0074233,41,M,Bachelors,Retired,271701
I00291478,H0034577,90,F,Less than HS,Self-Employed,485774
I00291479,H0016990,41,M,Masters,Unemployed,72572
I00291480,H0086164,64,F,Some College,Unemployed,155450
I00291481,H0048785,57,M,Less than HS,Self-Employed,296609
I00291482,H0014287,82,M,HS Diploma,Student,185966
I00291483,H0015211,91,M,Doctorate,Employed,136395
I00291484,H0043923,41,F,Bachelors,Employed,485051
I00291485,H0040800,74,F,Some College,Retired,10425
I00291486,H0094817,83,F,Some College,Retired,275200
I00291487,H0020641,74,M,Bachelors,Self-Employed,34913
I00291488,H0028086,4,M,Less than HS,Student,63969
I00291489,H0063262,87,M,Some College,Employed,3917
I00291490,H0072062,22,M,Some College,Self-Employed,62679
I00291491,H0029710,95,F,Less than HS,Employed,122942
I00291492,H0039956,59,M,Less than HS,Self-Employed,456663
I00291493,H0020468,65,M,Some College,Unemployed,335957
I00291494,H0038077,12,F,Masters,Self-Employed,77389
I00291495,H0060136,25,F,Bachelors,Unemployed,243283
I00291496,H0049890,98,M,Bachelors,Self-Employed,153973
I00291497,H0014443,91,F,HS Diploma,Student,245106
I00291498,H0012671,58,M,Less than HS,Unemployed,320111
I00291499,H0092864,61,F,Masters,Employed,144237
I00291500,H0047330,2,M,Masters,Employed,441351
I00291501,H0024887,82,F,HS Diploma,Retired,200008
I00291502,H0052446,60,M,Some College,Unemployed,298431
I00291503,H0022731,68,M,Less than HS,Student,56652
I00291504,H0037382,88,M,Masters,Employed,137346
I00291505,H0055357,38,M,Less than HS,Unemployed,130103
I00291506,H0039018,100,F,Less than HS,Self-Employed,235108
I00291507,H0097629,75,M,Bachelors,Employed,160294
I00291508,H0085297,80,M,HS Diploma,Student,262573
I00291509,H0063576,43,F,Some College,Employed,475405
I00291510,H0055334,37,M,Bachelors,Student,271577
I00291511,H0093927,3,F,Masters,Retired,436644
I00291512,H0002993,75,M,Less than HS,Employed,370517
I00291513,H0008916,71,M,Doctorate,Employed,195220
I00291514,H0000709,75,F,Some College,Unemployed,190332
I00291515,H0046161,75,M,Bachelors,Unemployed,46174
I00291516,H0038464,10,M,Less than HS,Unemployed,436570
I00291517,H0017748,47,M,Bachelors,Retired,7473
I00291518,H0041039,8,F,Masters,Student,147302
I00291519,H0010915,53,F,Less than HS,Student,157958
I00291520,H0092997,11,M,Some College,Student,412721
I00291521,H0048128,20,M,Bachelors,Unemployed,432188
I00291522,H0082198,32,F,Less than HS,Retired,112498
I00291523,H0003819,90,M,Doctorate,Retired,59971
I00291524,H0095520,36,M,Bachelors,Self-Employed,132332
I00291525,H0038644,80,F,Doctorate,Unemployed,487546
I00291526,H0006747,47,M,Doctorate,Unemployed,49731
I00291527,H0019698,48,M,Less than HS,Employed,85921
I00291528,H0030531,89,M,HS Diploma,Employed,99811
I00291529,H0048820,67,M,Bachelors,Student,335435
I00291530,H0082594,26,M,Less than HS,Self-Employed,277502
I00291531,H0036479,94,M,Masters,Self-Employed,161373
I00291532,H0012117,78,M,HS Diploma,Student,111424
I00291533,H0017612,83,M,HS Diploma,Retired,21865
I00291534,H0085390,30,M,HS Diploma,Student,465024
I00291535,H0020503,42,M,Some College,Unemployed,109194
I00291536,H0069325,29,F,Doctorate,Student,345524
I00291537,H0027361,81,M,Some College,Self-Employed,396329
I00291538,H0006784,13,M,Bachelors,Self-Employed,318872
I00291539,H0023487,53,F,HS Diploma,Employed,398478
I00291540,H0021691,11,F,Doctorate,Student,378425
I00291541,H0028664,0,M,HS Diploma,Student,491462
I00291542,H0093347,1,M,Masters,Unemployed,346238
I00291543,H0033342,32,M,Bachelors,Employed,74771
I00291544,H0050646,72,M,Doctorate,Unemployed,100872
I00291545,H0030227,5,F,HS Diploma,Retired,471445
I00291546,H0024600,24,F,Bachelors,Employed,194779
I00291547,H0062705,57,F,Some College,Employed,164677
I00291548,H0090206,28,M,Some College,Student,255876
I00291549,H0033636,83,F,Less than HS,Employed,293658
I00291550,H0041945,73,M,Some College,Unemployed,83902
I00291551,H0060467,87,M,Some College,Employed,380888
I00291552,H0064180,10,F,Some College,Student,209999
I00291553,H0084475,46,F,Doctorate,Self-Employed,433707
I00291554,H0039241,86,F,Doctorate,Student,6900
I00291555,H0059794,15,F,Less than HS,Self-Employed,155866
I00291556,H0007322,42,F,Bachelors,Unemployed,149253
I00291557,H0088594,73,F,Masters,Unemployed,462347
I00291558,H0036404,35,F,Bachelors,Employed,353103
I00291559,H0067466,34,M,Some College,Unemployed,153488
I00291560,H0070779,70,F,Doctorate,Retired,143793
I00291561,H0025737,56,F,Some College,Retired,455710
I00291562,H0007321,30,M,HS Diploma,Unemployed,73604
I00291563,H0092902,99,F,Bachelors,Student,442924
I00291564,H0016553,53,M,Some College,Unemployed,387980
I00291565,H0094108,73,F,Less than HS,Employed,162029
I00291566,H0036953,88,M,Less than HS,Employed,389868
I00291567,H0026395,64,M,HS Diploma,Self-Employed,219977
I00291568,H0094206,40,F,HS Diploma,Student,328320
I00291569,H0076168,72,F,Doctorate,Employed,145310
I00291570,H0049872,19,F,Masters,Student,144177
I00291571,H0091162,14,M,Doctorate,Unemployed,245495
I00291572,H0012951,35,F,Masters,Unemployed,21614
I00291573,H0065841,2,M,HS Diploma,Self-Employed,427395
I00291574,H0034076,64,M,Some College,Student,389999
I00291575,H0002627,94,F,Masters,Student,385208
I00291576,H0095970,94,F,HS Diploma,Student,207011
I00291577,H0091022,25,M,Bachelors,Employed,332531
I00291578,H0008783,39,M,Doctorate,Retired,175058
I00291579,H0059869,42,M,Masters,Self-Employed,287159
I00291580,H0055090,46,F,HS Diploma,Self-Employed,369944
I00291581,H0056687,99,M,Masters,Student,278599
I00291582,H0060159,45,F,HS Diploma,Student,406604
I00291583,H0065455,11,F,Masters,Self-Employed,443891
I00291584,H0089384,83,F,Bachelors,Self-Employed,214206
I00291585,H0085817,42,M,Some College,Employed,458529
I00291586,H0029830,40,M,Less than HS,Employed,37089
I00291587,H0096673,41,M,Bachelors,Self-Employed,144561
I00291588,H0049120,96,M,HS Diploma,Self-Employed,417379
I00291589,H0045600,100,M,HS Diploma,Student,72085
I00291590,H0073433,51,F,Some College,Retired,206235
I00291591,H0018560,42,M,Bachelors,Employed,111405
I00291592,H0010296,28,M,Doctorate,Unemployed,133502
I00291593,H0092255,37,F,Doctorate,Retired,396386
I00291594,H0067308,97,M,Doctorate,Unemployed,156114
I00291595,H0003164,31,F,Some College,Self-Employed,213104
I00291596,H0019137,81,M,HS Diploma,Student,201571
I00291597,H0099656,31,F,HS Diploma,Student,152493
I00291598,H0077605,58,F,Doctorate,Retired,90912
I00291599,H0060360,36,F,Less than HS,Self-Employed,299827
I00291600,H0018642,51,F,HS Diploma,Student,137622
I00291601,H0038482,90,M,Bachelors,Unemployed,197194
I00291602,H0085078,84,F,Masters,Employed,171528
I00291603,H0099883,98,M,Doctorate,Self-Employed,340876
I00291604,H0044558,25,F,Masters,Unemployed,122624
I00291605,H0052352,29,M,Bachelors,Self-Employed,148694
I00291606,H0053221,63,M,Some College,Student,389881
I00291607,H0029114,0,M,Some College,Self-Employed,259489
I00291608,H0056412,52,M,Bachelors,Self-Employed,261328
I00291609,H0033612,80,F,Masters,Student,245078
I00291610,H0015073,18,F,Doctorate,Retired,253170
I00291611,H0020890,85,M,Some College,Employed,375867
I00291612,H0058390,17,M,Masters,Retired,213743
I00291613,H0088863,96,F,Less than HS,Student,378607
I00291614,H0017099,63,M,Doctorate,Student,156159
I00291615,H0033172,75,F,Bachelors,Self-Employed,57313
I00291616,H0039741,38,F,Bachelors,Employed,462778
I00291617,H0059019,11,F,Doctorate,Self-Employed,324846
I00291618,H0076130,33,F,HS Diploma,Student,467189
I00291619,H0033112,31,F,Some College,Student,121894
I00291620,H0015787,89,F,Less than HS,Student,395914
I00291621,H0050795,26,M,Masters,Employed,455049
I00291622,H0095976,36,F,Bachelors,Student,266016
I00291623,H0013227,75,M,Less than HS,Unemployed,397943
I00291624,H0080344,58,F,Masters,Student,290697
I00291625,H0029464,65,M,Bachelors,Unemployed,382835
I00291626,H0000928,62,F,Less than HS,Employed,175239
I00291627,H0052514,42,M,Less than HS,Unemployed,127997
I00291628,H0039705,81,F,Doctorate,Self-Employed,92615
I00291629,H0037481,20,F,Doctorate,Student,338884
I00291630,H0055198,37,F,Less than HS,Employed,270165
I00291631,H0095141,29,M,Less than HS,Unemployed,183379
I00291632,H0025879,37,M,Some College,Employed,468219
I00291633,H0012834,40,M,Some College,Self-Employed,24819
I00291634,H0098842,22,M,Doctorate,Student,356277
I00291635,H0046489,78,M,Less than HS,Employed,263155
I00291636,H0018884,40,F,Bachelors,Employed,318282
I00291637,H0023931,26,M,Some College,Retired,203841
I00291638,H0026155,39,M,Doctorate,Unemployed,395921
I00291639,H0075038,34,M,Less than HS,Student,364151
I00291640,H0066024,28,M,Some College,Employed,408226
I00291641,H0075939,24,M,Some College,Unemployed,264327
I00291642,H0082659,81,M,Doctorate,Self-Employed,408541
I00291643,H0042185,64,F,Less than HS,Retired,189853
I00291644,H0072853,60,M,Some College,Employed,395993
I00291645,H0067106,37,M,Bachelors,Self-Employed,434783
I00291646,H0026416,79,F,Less than HS,Student,336539
I00291647,H0003897,56,M,Doctorate,Retired,408508
I00291648,H0061850,23,F,Less than HS,Self-Employed,363149
I00291649,H0096613,41,M,HS Diploma,Employed,102823
I00291650,H0053870,39,F,Masters,Student,277383
I00291651,H0075504,89,F,Doctorate,Self-Employed,457832
I00291652,H0026206,54,F,Doctorate,Unemployed,240297
I00291653,H0086663,46,F,Some College,Retired,153535
I00291654,H0026690,57,M,Doctorate,Employed,102497
I00291655,H0020975,56,F,Bachelors,Unemployed,48011
I00291656,H0072098,1,F,Less than HS,Self-Employed,175369
I00291657,H0041318,69,M,Doctorate,Self-Employed,290246
I00291658,H0080014,43,F,Masters,Student,466716
I00291659,H0081049,21,M,Some College,Employed,479641
I00291660,H0073187,33,F,Some College,Retired,394388
I00291661,H0023491,66,M,Masters,Retired,281582
I00291662,H0028055,12,M,Some College,Retired,417501
I00291663,H0060783,96,M,Bachelors,Retired,25406
I00291664,H0002878,42,F,Doctorate,Student,74925
I00291665,H0083149,11,F,HS Diploma,Retired,411159
I00291666,H0034859,81,F,Less than HS,Unemployed,460098
I00291667,H0039129,16,F,HS Diploma,Unemployed,438803
I00291668,H0002972,19,F,Some College,Unemployed,171191
I00291669,H0050307,84,M,Less than HS,Retired,364956
I00291670,H0032815,87,F,Doctorate,Retired,126704
I00291671,H0029524,34,M,Masters,Self-Employed,480702
I00291672,H0021395,58,F,Masters,Retired,166825
I00291673,H0013040,73,M,Doctorate,Unemployed,406816
I00291674,H0036733,71,F,Less than HS,Retired,257017
I00291675,H0072450,84,F,Doctorate,Unemployed,104795
I00291676,H0080469,37,M,HS Diploma,Student,189022
I00291677,H0063839,21,F,Less than HS,Employed,111540
I00291678,H0041830,31,F,Masters,Student,404253
I00291679,H0023379,43,F,Masters,Student,35420
I00291680,H0094865,26,F,HS Diploma,Unemployed,280906
I00291681,H0093484,96,F,Less than HS,Student,369874
I00291682,H0006643,55,M,Some College,Employed,494938
I00291683,H0044637,62,F,Bachelors,Unemployed,369544
I00291684,H0044554,23,M,Less than HS,Employed,246584
I00291685,H0016960,87,M,Bachelors,Unemployed,318013
I00291686,H0001052,95,F,HS Diploma,Self-Employed,123611
I00291687,H0002110,69,F,Masters,Self-Employed,178643
I00291688,H0074563,16,F,Doctorate,Self-Employed,215117
I00291689,H0071957,70,M,Some College,Self-Employed,301488
I00291690,H0075839,50,F,Less than HS,Student,5219
I00291691,H0068270,52,F,Doctorate,Student,471307
I00291692,H0033602,39,M,Doctorate,Student,309099
I00291693,H0025018,38,F,HS Diploma,Student,235465
I00291694,H0080419,16,M,Doctorate,Student,248852
I00291695,H0085380,97,F,Less than HS,Student,87529
I00291696,H0079022,20,F,Doctorate,Retired,5471
I00291697,H0087130,63,M,Masters,Student,306453
I00291698,H0094541,22,F,Bachelors,Self-Employed,353720
I00291699,H0049294,43,F,Some College,Self-Employed,413233
I00291700,H0017817,14,M,Less than HS,Self-Employed,481011
I00291701,H0065005,38,M,Less than HS,Unemployed,77797
I00291702,H0032824,98,F,Some College,Student,115311
I00291703,H0034315,4,M,HS Diploma,Unemployed,371178
I00291704,H0067206,51,F,Doctorate,Self-Employed,469315
I00291705,H0069392,93,M,Less than HS,Unemployed,419039
I00291706,H0033876,89,F,Doctorate,Self-Employed,80
I00291707,H0011633,87,M,Less than HS,Unemployed,20653
I00291708,H0060953,78,F,Bachelors,Student,170735
I00291709,H0043713,26,M,Less than HS,Employed,442
I00291710,H0054498,12,M,Masters,Unemployed,32330
I00291711,H0025227,93,F,HS Diploma,Self-Employed,456661
I00291712,H0006459,84,F,Some College,Unemployed,210206
I00291713,H0055696,6,M,Bachelors,Unemployed,110721
I00291714,H0097720,16,F,Some College,Unemployed,279485
I00291715,H0067290,9,M,Less than HS,Unemployed,280645
I00291716,H0090337,68,F,Doctorate,Unemployed,102522
I00291717,H0019981,30,F,Masters,Retired,349820
I00291718,H0012522,66,F,Masters,Employed,137643
I00291719,H0013070,28,F,HS Diploma,Employed,313427
I00291720,H0076782,89,F,Bachelors,Student,447365
I00291721,H0001263,39,F,Less than HS,Unemployed,36383
